Município (Código);Município;Lavouras - permanentes;Lavouras - temporárias;Lavouras - área para cultivo de flores;Pastagens - naturais;Pastagens - plantadas em boas condições;Pastagens - pastagens plantadas em más condições;Matas ou florestas - matas e/ou florestas naturais;Matas ou florestas - florestas plantadas;Sistemas agroflorestais - área cultivada com espécies florestais também usada para lavouras e pastoreio por animais;Soma
4319711;São Valentim do Sul (RS);562;1714,8;1,1;562,5;126,1;-;677,8;1618,8;-;5263,1
4319737;São Valério do Sul (RS);56,9;6038,6;X;239,4;167,1;X;51,1;25,6;21,6;6600,3
4319752;São Vendelino (RS);21,9;304,9;18,6;153,5;42,8;13,8;103,2;424,1;21,8;1104,6
4319802;São Vicente do Sul (RS);88,1;40306,2;-;53292,1;4397,8;129;1205,5;587,2;186;100191,9
4319901;Sapiranga (RS);62,6;635,9;X;2069,2;67,7;X;92,6;1112,9;169,9;4210,8
4320008;Sapucaia do Sul (RS);-;31,7;X;252,2;X;-;42,4;115;-;441,3
4320107;Sarandi (RS);317,8;21596,7;4,3;894,5;809;X;132;489,5;X;24243,8
4320206;Seberi (RS);309,3;14058;6,6;2134,2;952,8;47,6;865;236,7;418,4;19028,6
4320230;Sede Nova (RS);142,6;7424,5;-;308,6;506,3;20;251,1;70,6;30,9;8754,6
4320263;Segredo (RS);103,7;9928,6;X;2031,2;310,3;X;58,6;1070,3;X;13502,7
4320305;Selbach (RS);X;12120,7;X;715,9;1160;33,8;-;57,3;-;14087,7
4320321;Senador Salgado Filho (RS);153,2;9301,4;-;737,6;587;X;472,7;177,8;X;11429,7
4320354;Sentinela do Sul (RS);267,1;5354,6;X;9012,6;1185,1;352,6;X;2783,6;298,5;19254,1
4320404;Serafina Corrêa (RS);140;7071;X;510,1;523,8;X;1416,2;945,3;68,7;10675,1
4320453;Sério (RS);87,6;1566,5;X;630,9;263,3;X;457,9;2652,7;X;5658,9
4320503;Sertão (RS);189;27656,7;3,4;714,6;438,6;60,5;897,7;414,7;45;30420,2
4320552;Sertão Santana (RS);197,4;5466,2;12,5;2912,2;194,5;124,1;96,7;2664,9;96,7;11765,2
4320578;Sete de Setembro (RS);52,3;7011,7;X;832,5;799,6;51;13,7;35,6;X;8796,4
4320602;Severiano de Almeida (RS);838,3;4900,2;X;1976,6;815,6;X;450,8;783,7;174,9;9940,1
4320651;Silveira Martins (RS);31,8;5290;-;1518,5;X;-;X;X;-;6840,3
4320677;Sinimbu (RS);199,2;9909,8;X;4226;477,7;X;4442;4057,8;1836,6;25149,1
4320701;Sobradinho (RS);115,3;3888,8;6;1079,2;1971,1;5,6;90;682,1;72,3;7910,4
4320800;Soledade (RS);607,2;44498,9;X;26944;3250,9;X;455,1;1829,1;1989,4;79574,6
4320859;Tabaí (RS);23,2;698;4,7;1152,1;99,3;X;X;4950,9;136,6;7064,8
4320909;Tapejara (RS);125,6;14265,4;X;722,8;1023,9;X;67;219;85,5;16509,2
4321006;Tapera (RS);29,6;12086,8;X;425,2;833,5;45,6;X;206,1;23,7;13650,5
4321105;Tapes (RS);23,9;31870,4;-;14189,2;3937,3;X;X;5755,8;1841,2;57617,8
4321204;Taquara (RS);285,2;3147;9,4;10834,6;804,4;120,5;688,4;1500;383,9;17773,4
4321303;Taquari (RS);113,1;4952,1;-;5157,3;576,4;X;X;9607,7;2144,6;22551,2
4321329;Taquaruçu do Sul (RS);75,9;3096;X;507,1;814,3;49,6;49,4;101,6;X;4693,9
4321352;Tavares (RS);X;3745,6;-;27619,8;1995,9;X;927,5;4600,1;969,9;39858,8
4321402;Tenente Portela (RS);169,8;12444,9;2,1;1621,6;1301,1;80,3;40,8;680;214,4;16555
4321436;Terra de Areia (RS);622,9;872,2;-;763,4;X;995,9;X;25;46,6;3326
4321451;Teutônia (RS);184,9;4880,9;X;1500;789,7;204,8;89,2;1328,7;X;8978,2
4321469;Tio Hugo (RS);4,3;5427,9;X;623,1;X;X;X;-;60,6;6115,9
4321477;Tiradentes do Sul (RS);259,7;9169,6;-;1361,5;1440,2;3,5;700,7;150,5;158,6;13244,3
4321493;Toropi (RS);37,9;4618,2;-;8480,5;454,8;X;-;128,1;X;13719,5
4321501;Torres (RS);392,7;3068,8;3,5;1858,3;25,2;17,9;12,5;38,5;44;5461,4
4321600;Tramandaí (RS);14,1;522;9,9;1747,9;268;X;256,4;1304,8;X;4123,1
4321626;Travesseiro (RS);54,1;1419;X;972,8;346,5;X;735,6;780,9;X;4308,9
4321634;Três Arroios (RS);565,8;5597,5;4,1;1126,5;508,8;56;385,5;922,3;106,5;9273
4321667;Três Cachoeiras (RS);2241,7;425,7;20,1;3180,5;214,3;27,5;18,4;57;110,5;6295,7
4321709;Três Coroas (RS);217,4;821,5;X;1294,7;94,6;X;24,3;2648,6;154,7;5255,8
4321808;Três de Maio (RS);202,9;24061,7;9,3;1574,6;1438,3;276,7;669,4;298,2;91,3;28622,4
4321832;Três Forquilhas (RS);1052,2;837,3;4;1330,9;22;53,2;53,9;41,1;47,8;3442,4
4321857;Três Palmeiras (RS);207,6;8790;X;825,1;711,8;X;66,6;215,6;13,2;10829,9
4321907;Três Passos (RS);136,7;10116,7;X;1596,9;1667,9;X;329,8;579,6;258,5;14686,1
4321956;Trindade do Sul (RS);132,7;13039,9;X;2088,3;940,4;X;X;513,1;365,7;17080,1
4322004;Triunfo (RS);189,2;12640,3;38,4;13831,9;1508,5;261;467,9;8909,5;437,3;38284
4322103;Tucunduva (RS);191,6;11374,7;1,1;1108,9;413,7;23,5;23,4;127,4;23,7;13288
4322152;Tunas (RS);147,3;8057,4;12,9;3097,1;408,6;23;80,9;500,7;50,2;12378,1
4322186;Tupanci do Sul (RS);32,9;7829,8;-;1197,3;558,8;118,8;225,9;83,9;90,7;10138,1
4322202;Tupanciretã (RS);258,1;146499,7;5,3;27259,5;13013,5;845,6;1345,2;627,4;385,9;190240,2
4322251;Tupandi (RS);522;669,7;X;524,6;59,5;X;227,3;924,3;35,5;2962,9
4322301;Tuparendi (RS);152,2;14771,3;5,9;3473,9;1315,7;328,9;1955;322,7;133,4;22459
4322327;Turuçu (RS);X;8418,3;0,9;5228,5;1593,6;X;54,3;391,8;382,9;16070,3
4322343;Ubiretama (RS);79,5;7175,4;X;956,9;985,9;X;1129,1;106,7;18,8;10452,3
4322350;União da Serra (RS);136,5;5030,4;X;685,2;308,5;-;X;870,7;81;7112,3
4322376;Unistalda (RS);57,6;5283,7;2,7;30858,5;5768,9;-;578,5;350,2;3757,5;46657,6
4322400;Uruguaiana (RS);173,3;98428,6;23,2;313644,3;58612,8;2360;2297,4;1391,7;2150,3;479081,6
4322509;Vacaria (RS);8108,3;49875,2;27,4;33291,5;14061,2;567,4;963,2;6888,6;3721,7;117504,5
4322525;Vale Verde (RS);8,7;9790,9;-;7575,5;1958,4;X;X;1297,9;X;20631,4
4322533;Vale do Sol (RS);325,4;10447,2;6,2;2407,6;291,8;278,8;866,5;3201,5;214,6;18039,6
4322541;Vale Real (RS);365,7;243,1;X;170,4;20,4;50,6;12,2;71,7;X;934,1
4322558;Vanini (RS);59,4;3086,7;X;248,5;212;X;392,9;424,3;5,5;4429,3
4322608;Venâncio Aires (RS);1197,8;20893,6;43,1;11568,1;858,7;98,8;1106;4184,9;880;40831
4322707;Vera Cruz (RS);230,4;7897,7;X;5129;562,2;X;201;1453,3;82,8;15556,4
4322806;Veranópolis (RS);1904,3;3216,8;1,8;2664,1;406,5;35,7;3639,2;1177,5;235,7;13281,6
4322855;Vespasiano Corrêa (RS);266,5;4096,2;-;X;1026;X;X;640,8;151;6180,5
4322905;Viadutos (RS);1021;10617,8;9,2;1954,5;790,8;58,1;826,5;671,1;153,7;16102,7
4323002;Viamão (RS);266;25887;64,5;33679,7;5589,1;1628,6;391,3;1637,5;966,8;70110,5
4323101;Vicente Dutra (RS);102,2;6980,4;X;4028,6;1253,1;49,4;184,4;213,6;X;12811,7
4323200;Victor Graeff (RS);132,6;20826,1;12,6;396,6;373,2;X;X;53,1;51,3;21845,5
4323309;Vila Flores (RS);134,3;2147,4;-;1204,5;152,5;92,2;97,2;626,9;64;4519
4323358;Vila Lângaro (RS);18,4;10080,8;X;206,8;366,7;X;20,5;41,6;53,5;10788,3
4323408;Vila Maria (RS);156,7;10150,1;X;652,7;420,1;X;17,3;112,4;8,8;11518,1
4323457;Vila Nova do Sul (RS);273,9;9678,4;X;18937,7;2595,7;86,3;-;2602,9;X;34174,9
4323507;Vista Alegre (RS);81,1;3063,3;X;672,6;1062;X;64,5;177,6;76,4;5197,5
4323606;Vista Alegre do Prata (RS);130,4;2875;X;1008,3;486,6;X;742,4;686,7;X;5929,4
4323705;Vista Gaúcha (RS);46,3;3680,7;X;410,3;870,1;155,1;398,4;216,6;X;5777,5
4323754;Vitória das Missões (RS);107,7;10299,5;38,9;4367;1603,4;X;X;133,3;318,8;16868,6
4323770;Westfália (RS);78,8;1437,8;X;615,7;368,8;X;167,5;778,1;X;3446,7
4323804;Xangri-lá (RS);-;X;X;1647;X;8;-;X;X;1655
5000203;Água Clara (MS);935,8;3140,2;X;21808,5;454964,1;5903,4;6937,5;107535,8;X;601225,3
5000252;Alcinópolis (MS);103,7;9093;-;13970,1;246648,7;3671,5;7029;1824,5;1286;283626,5
5000609;Amambai (MS);252;67452,3;1,6;21145,6;196643,1;4785,6;764,2;2184,5;951,2;294180,1
5000708;Anastácio (MS);X;4924,5;X;17192;180248;7495,8;4023,5;1621,3;2496;218001,1
5000807;Anaurilândia (MS);203,1;14325,7;X;44998,2;158553,1;X;1757;1273,3;X;221110,4
5000856;Angélica (MS);90,7;55181,4;X;1452,1;36587;182,6;X;111;X;93604,8
5000906;Antônio João (MS);11,1;33731;-;2480,2;33811;2903,9;X;158,8;X;73096
5001003;Aparecida do Taboado (MS);5352,7;36479,5;69,2;2326,9;131476,9;4345;769,8;18542,4;686,5;200048,9
5001102;Aquidauana (MS);699,5;1036,8;29,5;339903,1;544790,4;16404,2;12586;5997,1;46915,8;968362,4
5001243;Aral Moreira (MS);650,5;113108,5;X;1595;14364,9;X;1631,5;696,2;993,7;133040,3
5001508;Bandeirantes (MS);301,3;61062,4;X;15600,3;134188,9;3240,2;X;1361;1431,2;217185,3
5001904;Bataguassu (MS);164,2;12186;-;1454;140040;83,5;X;583,6;X;154511,3
5002001;Batayporã (MS);19,8;25488,4;X;13854,9;81814,2;976,9;1640,2;165,8;X;123960,2
5002100;Bela Vista (MS);137,8;24965;27,2;191618,1;150430,7;1960,9;7492,1;1888,8;3006,5;381527,1
5002159;Bodoquena (MS);119;5841,1;X;24020,6;133063,3;3143,7;4219,5;X;2913;173320,2
5002209;Bonito (MS);30;46257,2;X;13937,5;240728,7;4419;7627,7;X;2263,8;315263,9
5002308;Brasilândia (MS);364,6;7363,4;-;35801,5;282159,5;1579,7;251,5;123018,4;-;450538,6
5002407;Caarapó (MS);77;107825,2;58,8;10158,2;37602,7;586,7;366,9;389,3;1517,8;158582,6
5002605;Camapuã (MS);463,8;17874,7;X;18888,2;390386,6;7370,7;3891;552,5;X;439427,5
5002704;Campo Grande (MS);472,5;61478,7;369,9;64390,4;397169,8;11925,6;12083,4;23041,7;4677,9;575609,9
5002803;Caracol (MS);26,7;1781,8;-;28869,8;165511,7;1476,4;X;X;1510;199176,4
5002902;Cassilândia (MS);7157,2;10937,2;X;22397;228547,7;13647,5;1382,3;3108,3;X;287177,2
5002951;Chapadão do Sul (MS);434;124380,6;X;16371,8;97196,2;1787,5;3242;5139;X;248551,1
5003108;Corguinho (MS);27,6;1107,4;-;128520,6;77056,6;4783,5;7660,5;15,3;16433,4;235604,9
5003157;Coronel Sapucaia (MS);128,7;20313,2;11,1;2192,7;50296,2;1723,4;228,5;1281,3;953;77128,1
5003207;Corumbá (MS);625,5;4151,1;18,5;2359794,2;748669,2;91272,8;26800,8;18,2;206666,4;3438016,7
5003256;Costa Rica (MS);377,3;160569,2;0,5;8149,1;115525,3;10933,1;8874,3;7659,5;1848,5;313936,8
5003306;Coxim (MS);167,6;13252,1;X;82276,5;301109,6;14942;6085,4;80,7;X;417913,9
5003454;Deodápolis (MS);15,2;18298,4;X;7516,7;39577,4;2455,7;43,5;40,7;X;67947,6
5003488;Dois Irmãos do Buriti (MS);325,7;6705,7;X;10195,8;120991,4;2346,3;2574,5;13506,2;X;156645,6
5003504;Douradina (MS);86,9;17261,4;-;X;5185,2;236,7;X;X;-;22770,2
5003702;Dourados (MS);158,4;211952,5;89,7;19336,7;50409,1;881;3471,2;3655,4;1155,7;291109,7
5003751;Eldorado (MS);62;31577,5;19,1;10779,3;36477,7;473,3;4133,2;584,9;679,5;84786,5
5003801;Fátima do Sul (MS);20,9;12127,4;X;2813,8;4039,8;197,6;125,6;123,5;X;19448,6
5003900;Figueirão (MS);176,1;3421,9;X;5539,8;276585,1;16988,4;6240,7;X;2145,1;311097,1
5004007;Glória de Dourados (MS);58,2;3018,9;7,4;433,9;33190,8;764,5;168;300,3;47,5;37989,5
5004106;Guia Lopes da Laguna (MS);118,1;12858,5;1,4;13897,9;58518,2;2484,7;141,8;25,5;11,5;88057,6
5004304;Iguatemi (MS);60,4;23176,7;1,8;36059,2;160407,2;3152,5;1969,5;2599,9;934,4;228361,6
5004403;Inocência (MS);2331,4;482;-;12823,4;386193,4;2361,2;3519,9;49652,9;6409,1;463773,3
5004502;Itaporã (MS);100;77796,4;21,2;2496;16757,2;301,6;411,6;458,6;462,5;98805,1
5004601;Itaquiraí (MS);554,9;65064,4;46,8;11622,5;64521,2;1077,4;1892,8;741,8;24,2;145546
5004700;Ivinhema (MS);1210,4;78022,5;9,8;8260,5;79240,6;747,3;4872,3;1645,7;241,4;174250,5
5004809;Japorã (MS);135,8;4389,3;X;9291,4;10161,9;1764,3;5;153,1;X;25900,8
5004908;Jaraguari (MS);1133,6;15460,4;24,1;20384,1;136010,7;6453,4;3088,2;9096,4;376,4;192027,3
5005004;Jardim (MS);80,5;14373;X;21715;119841,3;1433,6;147,5;X;550,6;158141,5
5005103;Jateí (MS);X;45589,7;-;13071,8;61010,3;879,1;40,7;846;X;121437,6
5005152;Juti (MS);172,2;39376,6;0,7;14329,6;56585,1;299,7;X;315;X;111078,9
5005202;Ladário (MS);71,6;71,5;X;2063,3;7352;336,5;15,1;X;1486,4;11396,4
5005251;Laguna Carapã (MS);13,3;117621,6;X;2481,2;19946,2;X;519,7;807,7;298,2;141687,9
5005400;Maracaju (MS);68,5;286682;18,8;9204,4;97238,4;1395,5;2990;777,2;2334,8;400709,6
5005608;Miranda (MS);177,5;20727,5;X;136598,5;153743,8;8433;6723,4;X;5829,7;332233,4
5005681;Mundo Novo (MS);31,3;11143,6;9;3491,9;11009;234,4;36,5;255;1355,8;27566,5
5005707;Naviraí (MS);110,8;101692,2;37;9169,2;101174,6;1255,1;9578,6;1934,7;2261,6;227213,8
5005806;Nioaque (MS);797,7;1989,1;3,9;23704,4;251125,6;3973,6;1354,3;46,6;2052,1;285047,3
5006002;Nova Alvorada do Sul (MS);634,7;139418,8;X;26681,8;111744,5;1860;1693,7;613,8;X;282647,3
5006200;Nova Andradina (MS);153,7;78346,6;X;30431,5;238120,9;9510,5;1929,3;12299,9;X;370792,4
5006259;Novo Horizonte do Sul (MS);62,9;16866,7;X;3157,8;37650,6;736,6;X;1822,5;174,7;60471,8
5006275;Paraíso das Águas (MS);1255,5;89268,5;X;16189,2;269896,8;8211,5;1651,6;3111;X;389584,1
5006309;Paranaíba (MS);3168,5;6583,1;4,8;8017,3;371546,4;7915,7;1076,6;6526;776,4;405614,8
5006358;Paranhos (MS);7,9;8843,8;-;3158,8;70859,5;2175,1;X;229,3;X;85274,4
5006408;Pedro Gomes (MS);253,3;7648,5;X;17119,9;180977,5;13244,8;4753,9;X;1396;225393,9
5006606;Ponta Porã (MS);403,7;252811,4;30,9;4246,7;73007,2;1735,4;1387,2;7926,9;1278,3;342827,7
5006903;Porto Murtinho (MS);117;2801,5;-;281575,6;475330,9;29045,5;X;-;X;788870,5
5007109;Ribas do Rio Pardo (MS);311,5;12134,7;X;53396,7;923658;60895;12604,7;197784,1;X;1260784,7
5007208;Rio Brilhante (MS);448,3;228078,4;21,4;7417,6;58752,2;2274,2;1040,4;406,2;11;298449,7
5007307;Rio Negro (MS);17,5;4042,2;-;5683,8;95706,5;2841,2;X;X;X;108291,2
5007406;Rio Verde de Mato Grosso (MS);130,8;18732,5;X;87398,5;429984,2;6949,3;7973,2;X;3025,9;554194,4
5007505;Rochedo (MS);134;5315,8;-;12296,9;98456,2;3637,4;X;X;528,8;120369,1
5007554;Santa Rita do Pardo (MS);424,1;1428,8;-;11026,1;421459;X;1705,9;39370,8;X;475414,7
5007695;São Gabriel do Oeste (MS);49,4;104421,3;10,9;5896,1;143562,5;1713,3;917,6;492,6;2013,5;259077,2
5007703;Sete Quedas (MS);3,1;25962,6;X;X;40288,6;150,3;X;152,8;X;66557,4
5007802;Selvíria (MS);263,9;1496,7;-;21507,4;165556,5;1375,4;2164,3;73461,9;407,5;266233,6
5007901;Sidrolândia (MS);349,4;192182,8;75,5;67839,5;103217;1177,5;742,5;2080,7;1419,1;369084
5007935;Sonora (MS);31;68456,8;X;26044;117980,7;4708,2;1093;17091;X;235404,7
5007950;Tacuru (MS);24;14865,5;-;2022,5;104673,8;5660,6;441,2;3165,5;302,8;131155,9
5007976;Taquarussu (MS);X;13862,1;-;3548,8;33125,8;622,2;14,1;4,3;X;51177,3
5008008;Terenos (MS);955,5;20333,7;35,5;86568,6;96377,1;3581,2;1734,9;737,2;74,5;210398,2
5008305;Três Lagoas (MS);235,2;634,2;X;216575,4;269265,4;3451,8;3691,1;227249,7;X;721102,8
5008404;Vicentina (MS);15,2;10663,2;-;428,7;7848,7;1771,4;X;241;X;20968,2
5100102;Acorizal (MT);94,1;410;X;3741,4;23322,8;2580,3;2897;X;263;33308,6
5100201;Água Boa (MT);1351,9;159006,2;-;30689,4;212062,3;35621,3;15390,8;6308;5529,3;465959,2
5100250;Alta Floresta (MT);980,4;21222,9;X;X;346508,8;11097,2;40192;4258,4;1734,5;425994,2
5100300;Alto Araguaia (MT);42,6;40619,1;-;30135;162676,5;23920,9;8354,2;8421,6;12763,3;286933,2
5100359;Alto Boa Vista (MT);1068;19910,4;X;2941,5;14622;565,9;72,8;X;X;39180,6
5100409;Alto Garças (MT);X;83624,5;X;5137;69023,7;19702;891,5;1996,5;5367;185742,2
5100508;Alto Paraguai (MT);196,1;5722,4;-;6131,6;46158,7;3941,3;X;X;1424;63574,1
5100607;Alto Taquari (MT);6;90229,4;-;459;12125,5;3185;X;X;X;106004,9
5100805;Apiacás (MT);129,7;577,8;X;99,7;176931,5;16714,5;34072,7;X;29542,7;258068,6
5101001;Araguaiana (MT);X;3396,1;-;42066,1;213943,5;16973,7;1578,2;X;X;277957,6
5101209;Araguainha (MT);-;X;-;9230;26634;5219,5;9320;X;-;50403,5
5101258;Araputanga (MT);22,4;4350,9;X;1727,4;102183,1;575,8;1107,8;X;2499,7;112467,1
5101308;Arenápolis (MT);1603,5;1290,1;X;504,1;17651,3;165,5;463,3;-;X;21677,8
5101407;Aripuanã (MT);1273,3;3096,2;X;1621,7;341410,7;16435,8;181702,8;741,1;X;546281,6
5101605;Barão de Melgaço (MT);54,6;89,4;-;374467;111914,3;X;10169,6;X;19657,8;516352,7
5101704;Barra do Bugres (MT);57,6;41844,5;-;15703,4;144563,1;8842,1;11046;5059,6;4291;231407,3
5101803;Barra do Garças (MT);8413,1;26879,6;X;49262,6;343072;18498;3520,3;8534,4;X;458180
5101852;Bom Jesus do Araguaia (MT);275,1;117865;-;24687,4;71191,5;49426,5;19876,4;84,2;10079,2;293485,3
5101902;Brasnorte (MT);430,7;244393,8;-;8601,1;203850,2;7068,9;32633,8;3971;2467,6;503417,1
5102504;Cáceres (MT);1923,8;8672,3;X;741039,4;480985,9;16684,7;27012,2;X;18137,4;1294455,7
5102603;Campinápolis (MT);236,7;25618,2;X;16156,3;152855,2;6949,9;1845,3;X;6461,4;210123
5102637;Campo Novo do Parecis (MT);1026;363885,7;20;1749;34139,9;3471;24316,3;3840;5746;438193,9
5102678;Campo Verde (MT);451,4;214438,9;55,4;6926,3;47404,3;6103,1;4338,1;6933,7;271,3;286922,5
5102686;Campos de Júlio (MT);X;181928,7;-;3262;50549,5;-;11823;2027;X;249590,2
5102694;Canabrava do Norte (MT);47,1;18515,3;X;10592,8;96600;35421,9;276,2;X;X;161453,3
5102702;Canarana (MT);270,5;207928,6;X;13230,5;126849,8;21196,5;5663,5;1195;X;376334,4
5102793;Carlinda (MT);344,4;10576,5;-;8285,8;108147,2;2824,2;1998,7;522,6;351;133050,4
5102850;Castanheira (MT);57,1;1020,2;X;768,2;236013,5;1839,2;7190,4;X;742,5;247631,1
5103007;Chapada dos Guimarães (MT);520,8;30680,4;83;57507;85786,3;16115,1;15681,6;2540,2;5749;214663,4
5103056;Cláudia (MT);134,9;87366,8;12,2;335;24009,5;1233;24536,9;X;X;137628,3
5103106;Cocalinho (MT);121,4;7041,3;X;284783,9;515200,2;98091,7;77925,2;X;35007,9;1018171,6
5103205;Colíder (MT);225,6;12281,8;-;354,6;173387;2783,5;1726,2;113,4;133,4;191005,5
5103254;Colniza (MT);5227,5;1498,5;X;1752;288001,6;9715,3;206818,9;X;3848,4;516862,2
5103304;Comodoro (MT);993;75770,5;X;20422,1;164831,6;26350,7;43468,6;X;18513;350349,5
5103353;Confresa (MT);395,2;38728,5;X;9199,6;192109,7;59198,7;1615,2;X;677,5;301924,4
5103361;Conquista D'Oeste (MT);25,2;7934,4;X;11146,5;33629,5;93,8;X;334;X;53163,4
5103379;Cotriguaçu (MT);1324,2;1442,8;X;4067,2;163952,4;2808,8;23802,6;X;3714,9;201112,9
5103403;Cuiabá (MT);407,6;766,6;12,9;9634,2;66051,5;5228,3;4695,2;3075,1;3687,3;93558,7
5103437;Curvelândia (MT);182;2127,5;-;5531,7;20183,6;X;-;-;-;28024,8
5103452;Denise (MT);878,6;39424,8;-;13758,7;23980,3;X;193,7;X;X;78236,1
5103502;Diamantino (MT);1239,5;324650;X;12448,2;68095,5;3144,2;3763,9;X;1062,5;414403,8
5103601;Dom Aquino (MT);770,7;35346;X;16940,8;53475,4;X;301,7;6731,1;X;113565,7
5103700;Feliz Natal (MT);42,1;128911;X;880,3;16299,9;1096,9;94628,8;X;1728,2;243587,2
5103809;Figueirópolis D'Oeste (MT);96,5;872,8;X;110,6;68244,1;1554,3;43,7;76,8;X;70998,8
5103858;Gaúcha do Norte (MT);3365,7;179665,8;X;1579,2;76369,9;67491;6610,1;1999,2;X;337080,9
5103908;General Carneiro (MT);514,1;63849,4;X;16362,6;74479,5;13416,1;748,3;X;1894,1;171264,1
5103957;Glória D'Oeste (MT);23,7;1782;-;X;55138,4;817,3;-;X;X;57761,4
5104104;Guarantã do Norte (MT);557,7;13535,2;X;237,7;186113,5;3958,4;745;475,6;X;205623,1
5104203;Guiratinga (MT);776,9;49856;X;40421,1;93864,6;17443,1;5563,8;125,2;X;208050,7
5104500;Indiavaí (MT);4,5;980,4;1,6;125,8;40757,9;X;-;2025,7;X;43895,9
5104526;Ipiranga do Norte (MT);6278;238061,9;-;352;3310,7;-;X;X;-;248002,6
5104542;Itanhangá (MT);934,8;105938,6;X;1493,6;38315,6;10980,1;10940,8;X;X;168603,5
5104559;Itaúba (MT);156,2;53339,4;X;X;67730,7;8094,1;14474,8;X;X;143795,2
5104609;Itiquira (MT);1149,5;184927;-;29517,9;187598,6;20859,8;9458;7322,1;1208;442040,9
5104807;Jaciara (MT);66,1;52509,5;X;6587;46432,4;719,7;3601,4;X;519,6;110435,7
5104906;Jangada (MT);260,6;2006,8;X;10436,6;37712,8;2703,5;457;X;741,8;54319,1
5105002;Jauru (MT);18,6;319,6;-;X;119005,6;1292,3;319,4;X;-;120955,5
5105101;Juara (MT);891,1;68688,8;2,2;9827,3;555346,2;20865,5;95049,1;11143,2;5156,9;766970,3
5105150;Juína (MT);1793,4;8707,3;15,7;551;400368,9;4366,5;40746,7;833,9;1227,4;458610,8
5105176;Juruena (MT);226,4;1587,5;X;12447,1;109140;1485,7;63507,6;X;X;188394,3
5105200;Juscimeira (MT);199,5;24400;X;1233,4;82167,8;4992,6;5874,2;3236,8;X;122104,3
5105234;Lambari D'Oeste (MT);754,4;21987,8;-;3383,5;98027,3;X;10773,3;X;-;134926,3
5105259;Lucas do Rio Verde (MT);39;220372,4;X;86;8594,9;649,2;21;2394,8;X;232157,3
5105309;Luciara (MT);X;762;-;104558,6;20925,9;4932,1;9837,2;X;435;141450,8
5105507;Vila Bela da Santíssima Trindade (MT);644,6;26382,1;X;77073,9;545432,8;17021,5;X;X;1102,8;667657,7
5105580;Marcelândia (MT);33,1;58599,4;X;X;182881,4;14913;75549,4;1132,4;46281,9;379390,6
5105606;Matupá (MT);484,5;37373,6;X;1557,4;115372;9695,9;35077,5;X;1155,6;200716,5
5105622;Mirassol d'Oeste (MT);589,6;9928,9;X;X;66400,6;218,8;96,1;882,6;251,4;78368
5105903;Nobres (MT);2012,3;45613,1;X;20559,4;67157,7;7938,5;22261,2;X;9094,8;174637
5106000;Nortelândia (MT);48,6;23837,4;X;428,3;32142,2;3200,6;45064,4;X;896,1;105617,6
5106109;Nossa Senhora do Livramento (MT);1248,5;2039,5;76;72123,1;116918,9;14592,4;29895,3;3175;23047,5;263116,2
5106158;Nova Bandeirantes (MT);1349,3;843;X;7156,8;286547,9;6360,2;49598,4;X;16050,8;367906,4
5106174;Nova Nazaré (MT);130,3;14457,8;-;24394;50880,6;5193,8;182;X;X;95238,5
5106182;Nova Lacerda (MT);817,8;29574,8;1,2;14594,9;135268,6;4420,9;22615;X;X;207293,2
5106190;Nova Santa Helena (MT);174,8;21145,9;X;X;67335,7;8869,2;7785,8;-;X;105311,4
5106208;Nova Brasilândia (MT);X;9711,4;-;15325,8;93552,6;22510,8;X;-;25318;166418,6
5106216;Nova Canaã do Norte (MT);73,2;35968,3;X;X;226849,2;11318,8;26093,9;197,5;X;300500,9
5106224;Nova Mutum (MT);149,1;404990,8;X;2066,9;74025,7;3888,7;39846,9;2929;X;527897,1
5106232;Nova Olímpia (MT);1949,5;24079,2;-;30165;40401,4;460,2;369,7;71,4;686,3;98182,7
5106240;Nova Ubiratã (MT);X;345392,2;X;907,1;57005,6;49806,2;45577;392;9636,3;508716,4
5106257;Nova Xavantina (MT);869,7;47092,1;X;8399;186896,6;32788,9;12136,8;X;2937;291120,1
5106265;Novo Mundo (MT);1400,5;36648,3;-;864,7;172772,5;2052,5;3676,3;41,6;381,8;217838,2
5106273;Novo Horizonte do Norte (MT);323,9;5333,8;3,3;7329,5;39293,8;1151,1;521,3;10,7;51;54018,4
5106281;Novo São Joaquim (MT);1116,7;95270,5;X;8316,1;179569;6013,5;3764,3;X;14287,8;308337,9
5106299;Paranaíta (MT);1331,7;5584;X;X;198793,1;14037,1;4223,8;136;1367,1;225472,8
5106307;Paranatinga (MT);1839,3;236252,4;-;95139,6;313488,5;69646,5;56142,5;1180,2;24247,2;797936,2
5106315;Novo Santo Antônio (MT);601,3;482,5;X;66153,6;12595,6;15169,9;1404,3;X;12585;108992,2
5106372;Pedra Preta (MT);454,4;68238,3;1,3;9064,5;152131;2344,4;1286,8;71;2177,8;235769,5
5106422;Peixoto de Azevedo (MT);1595,7;64925,9;X;49915,2;246844,7;27187,2;2720,5;X;50,7;393239,9
5106455;Planalto da Serra (MT);9;25605,3;-;30135,9;87754,2;3494;X;-;X;146998,4
5106505;Poconé (MT);567,8;7061,1;X;556196,7;136411,6;9319;33053,9;X;26365,1;768975,2
5106653;Pontal do Araguaia (MT);100,8;1458,5;X;16515,2;113556,4;7527,3;561,8;X;1224,1;140944,1
