"";"...1";"area_estabelecimentos";"area_lavouras";"area_producao";"despesas_terra";"qtde_estabelecimentos";"pessoal_ocupado";"salarios";"pessoal_homens";"pessoal_mulheres";"qtde_tratores";"qtde_maquinas";"uso_adubos";"uso_corretivos";"uso_assistencia_tecnica";"uso_agrotoxicos";"uso_conservacao";"uso_irrigacao";"uso_energia";"despesa_insumos";"intensidade_agrotoxico";"despesas_estabelecimentos";"despesas_outras";"despesas_lavouras";"receitas_lavouras";"receitas_estabelecimentos";"CR_sicor";"producao";"pib_agro_municipios"
"1";1100015;288706,8;8146,8;17894;28521;2884;8550;13460;6145;2405;517;665;1052;178;511;511;1163;559;2598;53914;2,30313683;155230;9380;15353;39555;2596;60873761,25;191374;169623,26
"2";1100023;243741,3;10575,8;21181;19195;2927;7082;15402;4738;2344;501;635;351;320;329;329;420;85;2772;46887;5,34235977;188213;4325;11918;20499;2480;88515333,67;153569;165216,94
"3";1100031;93780,2;35088,6;37050;58117;1075;3085;7515;2220;865;247;417;200;176;307;307;258;33;880;53396;20,31724138;151613;8733;117023;95530;991;28374693,57;146924;63021,99
"4";1100049;185338,2;8681,3;20265;15831;3805;9410;8194;6322;3088;465;539;1204;363;378;378;1172;900;3579;36969;0,658906;101349;6771;15588;33499;3595;63506972,37;165834;255059,85
"5";1100056;98701,3;40378,3;43402;93796;718;2182;4135;1579;603;303;605;199;185;167;167;340;46;662;88470;184,35714286;142529;1152;111502;132284;706;54799084,08;202533;61939,89
"6";1100064;111085,8;2512,1;3566;14972;1673;4891;5402;3457;1434;248;367;203;146;548;548;580;58;1473;23835;24,44366197;81310;3953;7888;7063;1545;56741752,15;129799;78345,65
"7";1100072;228521,4;50163,7;62170;97935;1489;5921;22521;4219;1702;306;554;173;100;299;299;636;16;1290;113242;130,55392157;289281;5690;99183;173133;1434;106279248,25;571195;227123,26
"8";1100080;158332,2;2282,2;5636;10799;1495;4425;6418;2842;1583;269;297;120;90;550;550;513;38;1216;21361;7,52834008;76339;7181;2154;5745;1398;31853326,53;91310;62851,88
"9";1100098;171616,9;5031,2;7691;12342;1999;6715;17359;4189;2526;334;405;206;120;241;241;301;99;1914;29166;9,6187175;87018;3503;7710;10774;1850;44971872,58;140380;124625,44
"10";1100106;49583,5;1840,3;5468;1516;545;2780;1633;1767;1013;91;97;68;58;262;262;547;40;409;5817;2,568;15910;1068;718;4723;576;6076417,09;28970;47073,51
"11";1100114;226607,5;4718;7526;10182;3547;8390;10284;5852;2538;262;321;200;225;575;575;1120;64;3333;32083;1,7129001;105090;8066;2527;5609;3392;73263530,75;177910;172324,51
"12";1100122;181594,1;2299,8;5301;9996;2544;7803;13389;5324;2479;312;431;343;340;740;740;1052;159;2471;27024;7,79310345;90967;3212;2452;4487;2413;77580328,41;135145;142860,71
"13";1100130;227207,2;10600,9;25600;20015;4228;11820;10850;7309;4511;257;341;498;448;408;408;1887;137;3967;34667;2,0053041;105912;9841;13894;27794;3791;62157069,89;112310;183427,12
"14";1100148;120021,8;8142,3;20462;11554;3007;7851;6644;5802;2049;229;282;1501;667;319;319;1173;1111;2875;18667;0,78026285;52463;2787;15883;42339;2732;28906957,66;99557;115926,12
"15";1100155;132077,4;1757,1;2346;10546;2152;6038;9192;4269;1769;183;235;225;181;598;598;2392;74;2071;24493;2,9882199;87236;6081;1450;5091;2112;52794570,09;137037;135777,05
"16";1100189;168136,1;404,9;2865;7691;1197;2898;6279;1914;984;332;376;88;91;150;150;143;22;1176;19939;31,77319588;49322;1408;883;1488;825;68545929,24;97683;107191,82
"17";1100205;432380,8;14454,3;176867;26319;5121;16985;27851;11279;5706;772;1153;852;647;1231;1231;2096;470;4148;64361;3,48520971;194223;11719;14760;41913;4780;142785650,74;362789;589994,74
"18";1100254;104278,2;1802,1;3738;9046;2105;6621;5599;4047;2574;190;233;320;102;603;603;649;165;2003;20531;5,1959799;82346;7858;3121;7346;2046;48208938,37;126928;103300,38
"19";1100262;81089;6899,9;7803;12941;492;1685;5301;1287;398;163;241;88;81;71;71;66;12;452;19966;12,41194969;65169;7652;16863;25693;464;23875423,97;104753;59951,2
"20";1100288;101437,6;4650,7;8852;19070;2038;5634;8007;4251;1383;314;427;498;298;449;449;638;325;1912;34631;3,81777778;83174;3791;12674;20627;1930;45016014,02;113004;105487,34
"21";1100296;68500,4;7510,8;13588;8132;1023;3214;4577;2192;1022;230;304;269;80;271;271;420;181;935;14211;3,45414847;1341268;1026;6915;18523;986;23969536,87;81999;56677,57
"22";1100304;139187,6;36520,8;59929;94354;1579;4970;22882;3404;1566;561;869;489;484;423;423;442;216;1521;99730;237,77083333;186333;5408;106154;159727;1330;93623857,14;263125;162728,26
"23";1100320;147148,6;22650,1;38472;35098;2487;6938;6831;4740;2198;333;499;959;562;280;280;1224;735;2384;44517;2,97792572;99655;7688;41770;70978;2346;47943753,02;166658;223963,77
"24";1100338;191451,7;2398,7;4069;8168;2115;6366;6972;4248;2118;219;262;91;106;225;225;1372;62;1962;29240;6,79710145;109938;2175;1329;3206;1977;95463240,08;118887;183650,56
"25";1100346;119831;2726,6;7013;13073;1824;6026;5301;4416;1610;224;307;416;244;402;402;451;239;1733;21672;3,71829522;64980;2708;5656;14479;1741;43828203,39;82346;82744,32
"26";1100379;108909,3;8918,4;24048;15010;1974;7445;5365;6011;1434;242;270;1214;162;363;363;976;635;1808;20949;1,62413793;59819;5885;19066;46009;1877;30262980,48;98983;174973,97
"27";1100403;146422;13861,4;25046;16968;2617;6989;8221;4627;2362;257;351;315;236;215;215;366;83;2452;26740;1,97909556;75532;2359;22108;32834;2258;66714560,08;90113;87557,38
"28";1100452;189709,1;3231,7;5748;12743;2830;9261;7412;6075;3186;243;255;208;174;237;237;862;106;2720;26502;2,75441289;99628;2615;3239;8374;2685;76514993,36;131275;189479,54
"29";1100502;56592,3;4432,3;7240;8649;1347;4172;3383;2920;1252;129;163;409;199;378;378;620;319;1286;11864;2,02543235;33403;2073;7545;16646;1237;20401261,77;51228;63004,29
"30";1100601;121266,6;1538,4;2614;12160;894;2707;8320;1843;864;148;171;59;57;309;309;347;10;815;25652;8,04414587;116975;5506;688;2919;882;49551687,53;124898;74768,7
"31";1100700;156426;2364;5688;6914;1918;5857;7100;3851;2006;120;138;85;77;117;117;946;34;1869;21054;2,7727784;63443;1841;1406;3332;1827;55388594;105822;124132,17
"32";1100809;104867,7;15292;22667;21933;1239;3793;7981;2570;1223;315;405;182;220;262;262;224;125;1080;32262;42,44444444;81791;2542;19998;22964;1087;54561509,76;71868;85427,84
"33";1100908;40510,2;1999;2890;6177;577;1345;2351;995;350;108;141;124;96;183;183;74;83;518;10047;12,18589744;25038;2521;5657;8698;548;11386236,56;32484;75536,64
"34";1100924;248793,6;33443,9;53143;68010;1044;3331;17927;2359;972;362;508;82;80;363;363;201;15;949;105204;1511,4;222773;8375;56920;72179;989;126762410,63;511029;105949,71
"35";1100940;135021,8;16856,1;16713;30473;1897;5678;5196;3884;1794;297;392;207;182;327;327;633;49;1465;36094;9,51398964;89354;3297;26325;31641;1782;37835288,74;110175;84130,05
"36";1101005;110580,3;1477,7;3461;3587;1673;4644;3772;2916;1728;93;110;56;45;316;316;261;19;1652;15331;1,45235362;54586;1365;754;3257;1652;42324915,18;100341;95410,22
"37";1101104;59787,2;2109,6;4918;7104;759;3079;7174;2074;1005;168;196;100;169;325;325;101;41;731;12487;11,60130719;40116;137;1614;13338;742;15837450,51;55495;40429,83
"38";1101203;49314,3;2569,1;5592;4125;1182;3616;2798;2572;1044;72;78;416;162;190;190;245;279;968;10480;1,01531213;33145;1688;3614;11846;1178;16905543,88;55468;84837,06
"39";1101302;45892,2;1567,9;2841;4072;1241;3516;3851;2182;1334;79;108;153;86;269;269;1144;50;1182;10651;1,17538897;33875;1859;1682;5387;1193;23034869,92;48127;63372,63
"40";1101401;110565,7;1665,1;3453;5369;1554;3978;4850;2658;1320;159;178;89;120;317;317;742;33;1439;18574;4,66383701;56239;2966;804;2207;1437;34519679,32;71526;88241,52
"41";1101435;55187;1085,2;2290;3861;1382;4569;2787;3275;1294;56;67;76;120;409;409;1376;50;1335;9457;1,50753769;38843;2988;1114;3099;1346;27669893,72;59151;55705,4
"42";1101450;100523;1551;258;7458;642;2491;5473;1619;872;153;199;68;61;174;174;339;42;596;16351;56,81081081;38535;1925;79;310;594;29602093,32;79009;46896,69
"43";1101468;144245;21952,6;54501;49700;304;1281;13753;1032;249;257;460;96;78;173;173;214;14;238;47756;385,08108108;102325;2098;65817;110071;300;64211745,03;134656;61867,85
"44";1101476;43650,2;917,7;1324;3456;401;979;3382;747;232;121;164;85;99;156;156;173;66;223;8554;10,36054422;22497;1320;1124;1535;383;5065560,75;34203;25151,35
"45";1101484;33633,6;2195,3;2880;4078;797;2260;3391;1550;710;98;141;190;89;262;262;73;160;748;5897;2,94460641;19017;954;3569;10397;775;9142946,12;34723;32278,82
"46";1101492;205307,3;4765,2;12201;17165;1950;6136;7572;4225;1911;318;427;209;126;213;213;911;74;1828;32675;5,98843931;92322;4836;7605;11154;1834;33350603,27;124104;132787,26
"47";1101500;90143,2;7135,5;6481;12124;1677;5166;5101;3548;1618;159;220;347;188;148;148;440;174;1585;19328;2,00111421;50685;2698;2833;8845;1572;31287102,45;112441;88836,41
"48";1101559;36688,3;435,3;539;2713;738;2273;1083;1404;869;45;55;84;49;202;202;115;40;725;6633;6,16504854;23728;1829;237;996;733;13810838,87;42319;34815,39
"49";1101609;166665,9;2179,8;4289;6405;2160;5219;10841;3559;1660;159;222;92;80;191;191;845;26;1996;17242;3,2268431;65536;2397;1717;4849;2087;35638731,01;97560;89676,02
"50";1101708;49448;570;1430;2216;1622;4229;1952;2596;1633;38;41;86;70;207;207;200;20;1566;9326;1,96062992;28611;1761;699;2711;1571;27280447,83;55861;72653,63
"51";1101757;98036,7;2916;8196;6442;1702;5544;4666;3560;1984;135;174;176;177;324;324;153;65;1554;13390;2,02988048;41129;2474;1768;4574;1632;20441817,71;54453;48686,9
"52";1101807;62477,1;878,3;904;4413;942;2974;3246;2087;887;90;114;55;51;133;133;529;24;910;8772;2,0982801;33586;446;264;740;930;16178295,78;55633;69289,89
"53";1200013;95781,6;4514,2;31694;8206;1450;4198;3920;2854;1344;199;247;199;73;121;121;612;40;1384;10502;2,48188406;37466;3482;4794;12139;1388;18361065,36;47638;71991,99
"54";1200104;129083;4180,6;138024;5573;2090;8000;3987;5584;2416;168;207;243;99;270;270;1269;45;1631;12592;5,77254902;42959;2426;3928;12595;2047;22652192,66;79841;72910,69
"55";1200138;138864,8;2194,2;21019;4010;1402;4679;9621;3060;1619;148;176;107;46;171;171;1046;97;1141;14038;8,49162011;56531;4244;3157;6300;1282;17438080,48;73939;70747,86
"56";1200179;98046,5;4662,7;32467;7821;1289;3980;5853;2564;1416;111;162;94;39;67;67;711;46;1167;9116;6,78461538;42522;4696;10090;14111;1157;5847384,96;58169;70954,32
"57";1200203;58928,4;6868;67292;1634;3205;9421;3080;6097;3324;43;61;360;83;192;192;2041;155;2453;6400;0,1584507;23471;1210;8559;41979;3190;3482037,07;68176;67009,61
"58";1200252;82917,8;2311;71517;3294;1452;4525;2721;3016;1509;76;95;154;50;34;34;578;44;1243;5603;5,625;25738;1339;2912;7665;1356;6046906,25;50669;45564,97
"59";1200302;134911;6121,9;188788;1136;2950;12276;3421;9272;3004;7;7;11;7;510;510;1827;14;1087;3215;0,1042654;20760;2880;9097;23737;2854;5727275,23;55846;67065,68
"60";1200336;16630,7;2048,3;18141;1020;1087;3660;1215;2659;1001;10;12;80;37;181;181;1002;24;597;2268;0,73076923;8194;150;2463;13475;1074;2876336,23;24119;39397,01
"61";1200344;27783,3;1768,2;33115;392;645;2944;1318;1915;1029;17;19;5;5;25;25;268;6;324;1372;1,19428571;6590;210;2184;4932;573;1167946,05;8266;21252,72
"62";1200385;117440,3;4554,8;11438;9704;1344;4728;7525;3231;1497;241;332;153;69;115;115;207;61;1319;16098;5,94545455;54466;2060;3239;7754;1285;19343142,65;63720;64311,78
"63";1200401;262979,1;8389;158732;12028;4105;14004;21241;9865;4139;299;393;733;193;443;443;2082;216;3743;26634;6,91283293;119066;6419;9605;27374;3851;42469983,26;188905;165637,12
"64";1200427;18204,3;3327,7;27818;234;1292;4865;1299;3173;1692;19;20;33;20;145;145;1504;18;1128;2154;0,8;8108;284;3396;17586;1282;1219916,08;28099;41639,37
"65";1200450;134897,7;4101,1;9999;12306;1444;4790;10941;3441;1349;276;366;334;110;218;218;482;177;1406;20995;6,45481928;69738;4216;5240;11711;1402;21217139,78;100872;95354,36
"66";1200500;260254,7;3498,8;84068;5820;2672;10404;6333;7097;3307;134;177;44;33;105;105;2157;32;1533;11828;24,69318182;44616;4213;4052;11209;2566;15900584,84;78981;109486,13
"67";1200708;282063,6;3320,4;228695;4094;1886;5520;4986;3728;1792;152;193;134;34;251;251;1704;15;1065;7901;11,65048544;32485;2651;2252;6410;1838;10799221,8;64024;67178,15
"68";1200807;129267,9;3114,3;25427;6436;1579;4672;8313;3374;1298;196;256;125;48;437;437;770;81;1510;11058;3,98976982;49130;1634;3357;12137;1556;11587891,42;99687;79015,25
"69";1300144;175006,2;2256,9;40657;6246;1083;3695;5196;2945;750;140;159;101;60;283;283;484;13;764;11387;4,75609756;45103;4287;2488;4189;1052;4108349,4;46310;55955,18
"70";1300300;97150,5;3820,1;54398;1381;2554;10047;5402;6565;3482;53;64;326;217;210;210;382;114;1623;3858;0,06100796;22448;3353;7078;22713;2560;1024602,96;61544;82954,86
"71";1300508;36395,1;3212,3;20333;800;1578;7314;571;4376;2938;8;10;139;8;60;60;305;11;420;3163;0,34117647;18503;2868;9723;9970;1483;1047768,56;33753;50105,92
"72";1300706;231296,9;9742,7;129363;4435;2923;9425;6278;6489;2936;147;166;90;28;210;210;955;36;1384;10240;4,94019934;37326;4741;7562;20422;2958;7488729,47;89524;84143,45
"73";1300805;23281,2;5406;30936;1045;1730;8701;866;5562;3139;9;21;175;48;231;231;1733;22;1217;832;0,10036496;6065;723;4195;17460;1705;9910,07;32958;45988,73
"74";1300904;58899,3;1682,7;45910;2179;817;4168;2302;2753;1415;143;167;139;102;80;80;770;28;486;4499;0,448;17784;1777;4251;13400;1004;5507344,31;23605;15963,64
"75";1301100;29706,2;5533,4;52770;1748;2290;8397;2565;5979;2418;50;64;586;268;213;213;1110;112;2077;4507;0,15167785;16414;806;5980;19647;2134;614372,19;30772;47797,42
"76";1301159;48755,6;2904,8;15025;2118;1832;5976;3642;4225;1751;55;56;901;153;184;184;905;553;1706;3046;2,62195122;18626;1054;2112;8458;1830;41895,1;48349;164719,18
"77";1301209;56014,3;6263,9;70461;477;2171;8782;1330;5562;3220;3;4;164;46;125;125;1305;144;863;664;0,03422053;8848;670;6478;31865;2160;646624,77;40542;142083,95
"78";1301654;34021,1;1366,8;20428;1146;948;4124;1731;2757;1367;24;31;8;12;86;86;819;2;451;2295;3,79591837;11570;725;2556;7710;903;3050821,01;26160;18609,62
"79";1301704;34153,1;2197,2;25151;1939;725;2571;2052;1783;788;77;109;123;55;99;99;328;37;448;4664;0,26848249;14699;852;4956;14067;745;1569827,18;23294;122535,66
"80";1301852;12734,3;3032;15504;5716;1399;5700;6281;3946;1754;299;317;1091;675;415;415;1736;770;1322;14898;1,0405954;32884;1707;8904;24439;1388;1853043,17;84032;176758,61
"81";1301902;55765,3;12382;59380;4770;2404;10505;7737;7507;2998;150;165;1411;569;376;376;2401;241;2167;11016;0,17521177;35214;2711;15055;53097;2375;6347502,62;92674;468832,28
"82";1302405;228442,6;3046,3;36237;3040;2122;9397;6910;5905;3492;220;254;80;29;181;181;840;98;769;10217;2,82191781;39590;3825;5563;17980;2347;8829706,97;92578;214242,01
"83";1302504;50017,3;6547,8;42765;4127;2327;8384;4975;6115;2269;67;86;761;309;236;236;1351;388;1787;8817;1,42302158;28346;5121;14346;40124;2339;822955,66;52180;735631,26
"84";1302603;16677,2;3974,7;27342;6840;1931;7949;13361;5447;2502;191;215;1392;1029;499;499;1518;725;1718;40095;0,31703341;77328;3625;10802;23921;1904;56786111,56;153033;218516,51
"85";1302702;147768,5;5539;36329;6962;2643;10836;4303;7863;2973;168;181;256;166;251;251;2734;118;1690;14830;1,75234522;43928;5863;9552;31278;2634;11537722,42;96279;146693,03
"86";1302900;59861,5;6521;72100;941;1769;8447;3243;5885;2562;22;22;444;116;231;231;1500;106;618;3042;0,1468254;13921;1823;7575;24748;1762;1670372,55;34476;53141,81
"87";1303304;77970,2;3648,1;40895;1368;1004;3557;2637;2414;1143;52;56;162;76;150;150;1034;4;488;1842;0,22979798;13712;1400;2953;11567;983;718193,68;29673;46618,7
"88";1303403;84384,4;6593;49547;786;2740;11422;5055;7620;3802;21;27;515;72;268;268;672;507;1912;2758;0,47645429;17569;3511;5386;25475;2686;1634588,79;59192;270295,14
"89";1303536;29031,7;10308,9;133172;15386;1769;7692;23138;5362;2330;227;265;1241;1117;391;391;1342;659;1489;21754;0,8153417;74801;3638;44859;61662;1745;797468,32;93567;68532,4
"90";1303569;25562,4;4734;42588;7035;1004;3285;8645;2326;959;200;240;784;699;439;439;625;228;918;17253;0,2350766;41306;1576;23500;46168;989;1760096,35;69985;139658,85
"91";1303957;8211,7;807,4;17008;514;408;2443;525;1789;654;7;7;80;37;97;97;184;27;68;477;0,12658228;2741;21;869;5006;404;50017,69;11572;23911,07
"92";1304203;8740,3;4073,6;18191;219;1732;11749;2199;8396;3353;5;5;320;83;100;100;2436;122;1432;1102;0,13496933;9808;1511;7340;28179;1813;663853,76;55569;149899,7
"93";1400027;319792;6279;38492;1200;1408;6745;5523;3979;2766;93;120;84;34;312;312;908;54;537;6787;3,16666667;25582;3495;2069;4326;971;13013427,94;79987;32652,56
"94";1400050;172680,7;20767,5;61322;19086;1163;6818;5404;4029;2789;212;327;362;107;107;107;988;118;684;28534;0,76027671;52573;933;25436;55208;888;22166769,29;108516;71531,53
"95";1400100;112166,7;14268,6;55115;16621;1294;4350;9282;2991;1359;212;314;829;589;282;282;1025;682;1203;30721;9,08625337;60461;3497;23408;28149;1226;14153102,45;68894;137439,4
"96";1400159;248859,1;22523,6;94315;24700;989;4657;16857;3050;1607;192;327;217;143;111;111;829;134;623;27447;39,24479167;69536;2843;52788;69593;933;14511603,9;111815;97177,53
"97";1400175;88905,9;6116,9;90862;5259;2309;8115;8902;5378;2737;274;362;567;227;210;210;1922;420;1873;13147;2,30653266;40453;1834;7420;23615;2176;5924901,69;105562;26422,76
"98";1400209;88753,8;4998,2;42010;1889;1198;4081;2264;2664;1417;88;113;149;66;78;78;518;54;901;5570;0,36616702;17933;1016;3365;8077;991;4872615,82;26495;33687,5
"99";1400233;53192,2;5191,9;67914;3034;941;3296;2935;2589;707;107;120;147;47;126;126;204;18;709;5459;0,07260726;25386;2786;7337;19070;890;7978876,02;38470;36952,1
"100";1400282;50677,3;7465,3;28607;4670;700;2898;3447;2056;842;90;119;161;61;83;83;794;71;517;7911;1,84732824;29063;1861;14179;15098;625;10198394,6;45650;20261,13
"101";1400308;86045,5;3021,5;24075;6858;1040;3136;7015;2204;932;175;221;210;93;175;175;699;175;914;14834;3,14730878;52435;1147;4536;8548;958;21100626,34;67781;38456,07
"102";1400472;57347,1;4253,8;68368;6451;1919;6454;3688;4024;2430;139;161;457;275;224;224;1218;102;1659;11423;0,32642089;35121;3979;12049;15276;1816;5351055,33;34116;45506,35
"103";1400506;35973,7;4613,1;29564;1654;514;2021;1572;1617;404;99;112;68;40;88;88;144;10;454;2802;0,22739726;14568;1391;3910;7018;485;1595532,68;15579;14710,45
"104";1400605;26572,2;907,5;14996;809;481;1325;976;1020;305;41;44;43;31;34;34;273;7;458;3486;0,29037037;12966;1948;1650;3616;457;1530832,71;16038;15868,45
"105";1500107;78613,2;53808,4;80197;1880;9403;32227;9562;20885;11342;55;67;1730;71;624;624;7711;162;6033;5461;0,00461894;33570;1818;20055;91504;9220;1195213,73;220781;168016,04
"106";1500206;102476,1;27377,8;142037;4675;6343;19330;6623;12365;6965;168;182;1312;226;258;258;5947;73;4905;5279;0,01170068;38446;10488;30504;115301;6220;4777938,22;155879;541087,59
"107";1500347;321306,1;3159,2;13051;26129;1599;6693;27039;4399;2294;355;496;134;36;103;103;703;14;1373;38106;300,01886792;132178;8621;3604;7764;1546;41123236,75;190932;147164,65
"108";1500404;189736,6;26676,6;102366;3832;4773;24238;5968;14914;9324;141;153;469;60;322;322;2807;24;1312;5967;0,38265306;37262;5269;10689;49101;4135;6218638,18;107972;266752,84
"109";1500503;125702,5;8240,6;41416;550;1011;4230;1863;2835;1395;8;14;36;21;259;259;293;22;467;1387;0,04749679;8758;677;1826;9478;1037;2465607,2;32905;71865,2
"110";1500602;812678,9;35617,9;148399;26286;3889;13962;23518;9543;4419;782;914;341;242;199;199;1826;91;2770;48706;0,69802277;149522;8377;31802;98662;3529;19139481,94;296922;245254,42
"111";1500800;939,8;688;1207;234;286;697;519;480;217;9;9;137;28;91;91;111;65;264;350;0,02822581;1680;7;503;1841;282;9909303,97;5443;11087,8
"112";1500859;236496,8;7910,8;83917;5061;2401;7807;8676;5152;2655;95;106;110;55;110;110;1441;38;2180;9042;0,21745351;44482;6515;7487;19552;2237;14734022,16;70033;94524,28
"113";1500909;15272,2;6409,9;29487;1278;3499;14588;1406;9538;5050;43;71;1113;143;63;63;4058;217;1994;2502;1,41463415;11802;298;5883;35208;3489;546599,39;60504;76643,1
"114";1500958;85498;14349,9;40418;3762;2283;6430;3174;4393;2037;173;224;782;151;42;42;354;177;1770;8649;0,98642534;27460;5358;6212;19197;1924;5649621,63;56890;95370,68
"115";1501006;35393,2;8264,1;59285;2433;1150;4739;269;3114;1625;12;17;14;6;13;13;633;1;389;1448;0,03608247;6258;401;2910;26563;930;75000;31580;63576,11
"116";1501204;42199,9;20250,5;41083;2656;2820;12258;4055;8337;3921;62;73;1015;610;118;118;2122;248;2248;4498;0,00752701;19033;1830;12698;34463;2483;2947863,49;64664;110000,81
"117";1501451;26166;13846,7;27599;10533;504;1903;2123;1143;760;97;191;114;38;78;78;566;10;469;11191;86,1627907;22701;338;17323;31059;474;7083467,93;34119;44273,9
"118";1501501;1612,1;407,7;1208;332;203;466;1634;338;128;7;7;182;18;20;20;318;15;96;1301;0,05454545;6678;150;373;1848;201;1811242,54;41997;3717,47
"119";1501576;120189,7;4828,4;8697;6610;1294;4478;8535;3524;954;186;298;92;70;156;156;584;32;870;13066;15,40816327;44500;3973;2064;3480;1211;25103611,35;90342;52563,4
"120";1501600;31536,8;20326,3;32594;1725;1077;2556;8884;2029;527;150;174;734;101;67;67;1195;191;845;2585;0,01092123;26716;784;23982;52164;1075;3540399,78;67893;22619,56
"121";1501709;60685,3;7921,2;60566;4301;4518;17408;13295;12753;4655;97;158;1659;368;218;218;3606;286;3455;7828;1,53333333;36307;4904;21667;55750;4447;5061825,93;100954;188254,81
"122";1501725;212401,6;10641,5;43340;7168;1855;7573;9661;5292;2281;200;226;330;113;146;146;361;23;1675;17404;0,4465546;53093;3296;9855;37697;1743;9392345,13;111069;86126,36
"123";1501758;90048,7;2475,2;7577;11252;583;2179;4779;1554;625;109;130;40;21;45;45;487;15;464;15014;134,36842105;74546;1939;7322;3590;576;18135143,73;52902;27151,65
"124";1501782;185137,6;9102,2;30916;5766;2485;9098;11674;5746;3352;221;281;585;213;190;190;1311;249;2178;12318;0,60642202;69980;2499;4342;18452;2296;3387977,87;83585;131218,26
"125";1501907;22952,9;7307,7;31950;558;2954;7389;1307;4993;2396;48;58;260;113;106;106;3763;36;2653;872;0,01327743;6137;557;5231;44232;2927;830541,4;67866;307718,22
"126";1501956;85669,7;8110,7;64986;2271;1889;4552;1522;3626;926;44;49;85;8;35;35;717;26;624;3228;0,00961538;10289;342;2619;9696;1725;3476574,83;30531;42532,08
"127";1502004;70025,3;9275,5;18554;3509;814;2595;1085;1721;874;32;47;85;23;34;34;299;23;588;3116;0,22947761;12355;3664;6609;25499;758;95000;35008;58861,9
"128";1502103;70698,2;16797,4;93611;3329;12819;48246;6345;30535;17711;72;75;1659;539;377;377;10821;497;9928;6663;0,01122673;38123;10363;13081;147669;12677;3524814,48;138359;366372,22
"129";1502152;107980,4;7667,6;10511;9564;1148;3467;9501;2623;844;114;166;419;57;156;156;699;109;993;15812;17,08490566;68747;1950;3188;8535;1090;3573110,25;141237;65250,27
"130";1502202;13681,5;2059,6;13515;922;907;3042;1601;2286;756;65;88;440;64;115;115;612;95;820;1829;0,67346939;8821;675;2089;6720;756;6527905,95;14847;25365,07
"131";1502301;79010,8;18229,3;58586;7445;2402;8399;10427;6402;1997;396;473;1612;320;319;319;2299;414;1836;11148;0,09735762;39997;2920;26126;70638;2196;11224222,51;102739;100979,43
"132";1502400;24052;4605,8;20402;4468;1116;3461;8152;2625;836;254;278;882;270;152;152;695;419;1044;14554;0,36229508;40462;2373;10696;29032;1095;3190374,53;86022;103397,46
"133";1502509;343143,4;7224,2;58911;222;1510;5994;5997;4161;1833;24;24;37;5;221;221;365;9;1050;2055;0,22006472;18292;1530;746;1912;1637;1232015,38;46425;72241,79
"134";1502608;1747,3;635,3;1685;403;451;1760;390;925;835;4;4;36;13;18;18;171;18;163;697;0,09482759;3098;56;1407;2628;394;27500;3864;13842,92
"135";1502707;262921,6;14304,4;56149;12882;3384;10171;11274;6557;3614;310;425;869;223;398;398;1640;83;2825;19029;38,55357143;64663;3227;11542;25176;3020;20840401,15;84323;82466,85
"136";1502756;16112;9449,2;29243;2370;1182;5254;8213;3860;1394;73;85;469;100;87;87;1685;73;1079;3265;0,03038047;15083;681;12824;23325;1166;1616092,99;36921;63210,81
"137";1502764;587774,5;9720,4;22579;31354;787;3939;28547;2899;1040;411;540;62;30;56;56;59;10;366;51067;668,63636364;125188;3200;11346;38968;668;149635557,75;220575;188215,03
"138";1502772;142594,7;2079,9;3320;7324;295;1483;14971;1095;388;164;198;84;26;115;115;53;49;285;15011;28,96296296;81112;620;453;516;304;40880304,74;191275;65819,18
"139";1502905;6074;1075,6;6006;1399;562;2549;2394;1830;719;24;29;376;50;46;46;56;319;382;3589;0,24752475;14970;580;2864;10527;540;58000;20346;67560,83
"140";1502939;131076;65536,1;151907;166996;567;3022;19812;2588;434;363;609;359;266;148;148;314;44;467;142070;69,84;284186;15609;170160;199884;490;45354446,27;275324;151792,15
"141";1502954;198316,4;2745,7;5966;8582;2600;8758;10300;5703;3055;162;207;197;44;134;134;1414;31;2322;13409;8,247557;67207;9598;1912;3352;2529;24638162;118022;92792,85
"142";1503077;58663,6;12175,6;52065;2527;2164;5825;4301;4549;1276;130;159;903;84;53;53;1937;287;1268;4780;0,11248966;38345;1665;29949;28475;1859;2932024,39;39147;76960,94
"143";1503093;226463,1;5284;23533;9547;1356;4068;7364;2817;1251;318;459;185;113;121;121;411;55;1131;18151;3,57650273;47668;1702;4422;16546;1277;12108760,13;99945;98149,33
"144";1503200;31978,9;14044,7;28194;6018;2117;5880;8550;4607;1273;297;320;1342;471;145;145;2608;877;1692;7452;0,0738048;25106;896;17261;53628;2117;3419422,86;56285;58688,82
"145";1503309;30004,7;24822,4;44257;589;3856;14786;7289;11106;3680;19;22;763;21;52;52;2420;29;3517;1822;0,0007902;24880;4769;19569;78631;3787;450123,96;89687;112592,23
"146";1503408;13051,3;1424,5;8404;799;534;1837;1301;1293;544;47;56;148;67;158;158;233;64;471;1626;0,17377049;6624;228;1813;9768;525;590651,15;25641;45083,83
"147";1503457;117463,6;14919;70481;13846;2132;6872;8007;4939;1933;256;388;440;163;173;173;2319;229;776;16559;5,59424084;59288;3152;16130;66093;1976;6328443,32;125228;85130,34
