"";"...1";"area_estabelecimentos";"area_lavouras";"area_producao";"despesas_terra";"qtde_estabelecimentos";"pessoal_ocupado";"salarios";"pessoal_homens";"pessoal_mulheres";"qtde_tratores";"qtde_maquinas";"uso_adubos";"uso_corretivos";"uso_assistencia_tecnica";"uso_agrotoxicos";"uso_conservacao";"uso_irrigacao";"uso_energia";"despesa_insumos";"intensidade_agrotoxico";"despesas_estabelecimentos";"despesas_outras";"despesas_lavouras";"receitas_lavouras";"receitas_estabelecimentos";"CR_sicor";"producao";"pib_agro_municipios"
"1748";3130556;11731,3;4599,6;9043;8150;1064;3403;6589;2017;1386;34;37;1011;625;166;166;1432;138;977;9423;0,53565094;22439;508;17898;31692;1034;16174741,85;34447;15569,4
"1749";3130606;9072;2655,5;5559;4125;870;1934;2801;1464;470;230;259;633;527;341;341;869;28;711;5853;0,38752363;13304;78;7098;13864;698;6433196,65;25207;12125,82
"1750";3130655;42562,3;5429,8;37166;4046;1263;3206;1676;2094;1112;116;154;604;180;286;286;875;169;1119;4910;10;15867;2773;8458;12818;1217;3001165,76;13571;9848,96
"1751";3130705;41851,9;32094,7;40235;100235;432;1542;19353;1340;202;735;1218;313;269;231;231;422;202;406;96283;5,44653584;173451;12206;154367;189208;419;78141422,51;239234;119011,69
"1752";3130804;17753,5;6204,5;9854;11964;236;960;5141;728;232;182;352;196;166;135;135;530;3;226;20855;3,76688453;34332;1097;10518;13346;232;8540536,7;61071;24972,48
"1753";3130903;42217,8;7090,8;15038;9813;2509;6528;10530;4834;1694;79;82;1968;695;174;174;1333;419;2261;16951;0,48446215;39469;1307;17250;40227;2417;31277245,1;69418;29582,62
"1754";3131000;14892,8;1322,1;3522;4182;183;802;9337;655;147;101;168;121;50;95;95;330;21;182;18401;75,25;40593;1657;2553;3423;171;5895211,16;42308;12346,28
"1755";3131158;2175,9;320,6;158;641;138;318;2571;244;74;7;9;54;22;6;6;22;7;124;1611;7,71428571;16325;716;354;596;123;1072134,28;2510;956,26
"1756";3131208;30349,6;3022,5;4586;2788;939;2088;3276;1562;526;38;62;516;276;66;66;652;150;850;10096;0,22580645;21411;1559;1590;4226;887;6414552,25;31579;14535,51
"1757";3131604;21505,3;7010,6;9052;23768;507;1156;2631;832;324;210;361;168;151;189;189;138;18;484;34185;24,22807018;57634;1822;31661;37036;481;59977321,43;77957;33146,91
"1758";3131703;42183,6;1527,2;19734;4864;1662;4052;11731;2984;1068;77;107;711;199;236;236;279;242;1505;10408;5,60606061;45173;2442;4681;13020;1635;5148871,28;30092;15237,88
"1759";3131802;14360,6;994,1;1254;545;608;1629;1158;1186;443;5;5;103;45;39;39;366;65;532;2210;0,31333333;7524;778;905;1934;607;4836702,81;10984;3224,2
"1760";3131901;5241,7;726;2999;1250;242;780;4223;633;147;69;122;169;78;154;154;357;47;229;3522;1,51851852;10766;184;2084;3130;236;16527122,16;6717;4609,22
"1761";3132008;44915,3;1761,6;10022;855;653;2020;381;1319;701;40;59;286;177;209;209;851;248;638;1276;2,28571429;5315;857;1041;2552;653;4037323,56;23335;23273,52
"1762";3132107;34915,7;3008,9;15427;7075;558;1806;2078;1271;535;67;109;49;11;38;38;113;65;423;9046;3,75563258;24564;160;17419;23135;532;19669323,03;40482;12831,65
"1763";3132206;18606,7;2403,3;6139;3615;911;2313;3942;1654;659;192;266;596;246;203;203;509;24;841;15847;132;30930;2210;4947;10191;844;7411626,39;45353;17752,04
"1764";3132305;21166,6;3577,7;11022;1292;1180;2929;2135;1841;1088;27;42;560;201;45;45;1012;97;1112;3266;0,08561237;9427;462;3372;10337;1144;4168370,35;24550;8250,49
"1765";3132404;14446,5;2810,6;4304;1635;784;1756;6279;1403;353;57;81;268;98;166;166;322;109;685;5477;0,82258065;17797;537;1370;3173;760;836835,17;19772;9604,99
"1766";3132503;124557,6;5844,3;122450;24817;2356;7811;36776;5748;2063;299;412;1488;374;201;201;2085;239;2175;22258;2,59646302;118093;9118;7258;18600;2341;11353694,16;166528;105458,91
"1767";3132602;5987,3;365,4;970;528;445;1148;1340;761;387;48;49;76;5;442;442;28;21;440;1697;0,03738318;8073;1544;455;2627;445;1191555,88;19461;17127,5
"1768";3132701;105033,7;7393,5;14121;3833;1491;5201;44445;3720;1481;133;218;683;214;233;233;1610;138;1448;13771;1,05098039;80773;7999;7583;9092;1380;14149339,1;67161;24035,85
"1769";3132800;12534,5;531,1;1159;586;443;908;1216;655;253;10;24;138;21;27;27;19;2;373;3370;3;6234;46;447;1363;435;761898,26;9455;2874,2
"1770";3132909;15123,8;10652,5;15377;23151;793;4111;12604;3476;635;1041;1568;751;659;617;617;803;4;673;23955;0,83987692;54994;3741;51861;62171;675;41943327,37;90900;43114,26
"1771";3133006;10832,2;984,7;895;2194;555;1135;3513;928;207;31;46;283;98;164;164;495;18;496;11236;8,27272727;19261;694;1196;1380;540;3439855,94;37425;13899,69
"1772";3133105;6608,3;953,4;350;1445;264;1951;27892;1593;358;64;118;149;56;87;87;178;7;230;94611;14,1;176138;3991;556;803;242;73329894,21;276168;140539,55
"1773";3133204;28229,2;1199,1;2207;463;594;1355;1882;909;446;27;32;93;23;33;33;24;39;540;3121;0,30103806;13211;733;845;3505;562;5558387,64;32322;9001,41
"1774";3133303;31062,4;1925,6;8502;694;897;2168;2493;1397;771;31;38;159;27;51;51;185;141;866;1647;0,11111111;8395;290;2300;6527;881;1247050,75;9186;4958,84
"1775";3133402;111913,4;17409,1;18640;42655;1351;3417;17968;2644;773;628;928;453;337;1093;1093;255;17;1206;58153;67,51376147;154816;4887;55665;67401;1229;81625291,03;205912;99742,22
"1776";3133501;55325,3;3758;15088;7892;1201;2667;8637;2176;491;297;473;698;278;208;208;753;24;1129;20270;1,16062176;54033;3010;6078;9834;1137;13165496,66;84624;67648,53
"1777";3133600;8281,9;588,1;1287;5290;498;1157;3232;860;297;131;152;207;184;39;39;215;99;415;6436;197,14285714;15958;1214;2952;2885;459;5898618,06;38061;4963,8
"1778";3133709;6453,2;1118,8;2393;2693;236;878;3260;645;233;76;116;170;111;59;59;380;61;199;4591;6,46153846;11854;166;1592;1859;214;2582212,5;17333;21784,81
"1779";3133758;8661,7;2391,9;1885;2790;147;368;1133;275;93;93;130;83;52;48;48;75;9;144;4261;74,125;10236;451;3415;9113;145;4190675,34;22161;20210,55
"1780";3133808;20881,2;2274,3;4347;4036;618;1729;12707;1392;337;182;251;390;123;142;142;164;28;601;24098;50;51876;1474;2583;3606;578;23139498,85;74995;24906,33
"1781";3134004;51460,4;3063,8;11475;2088;1145;3290;2166;2126;1164;58;81;372;47;212;212;374;198;1168;2594;0,67948718;11131;1304;2052;4648;1128;7591796,44;14333;7371,2
"1782";3134103;28935,1;1778,2;8856;4714;757;2365;3102;1741;624;95;107;441;180;63;63;370;417;735;4951;0,31578947;19101;1800;7855;11415;739;6337618,1;21351;21900,75
"1783";3134202;176551;51905,8;53817;63035;1464;4216;108390;3308;908;1054;1776;645;388;555;555;1634;107;1406;86700;18,10459184;382407;17871;208461;61934;1451;137314465,15;373231;191888,86
"1784";3134301;11368,5;2497,2;2636;5280;348;939;2247;810;129;161;327;274;149;104;104;240;6;310;12618;1,50429799;23104;149;4861;6661;334;3821485,63;31355;11499,07
"1785";3134400;105006,3;49784,6;59270;61129;558;2007;43014;1700;307;405;604;169;141;174;174;181;20;520;54386;16,25376884;233421;9470;172889;300432;537;74774888,93;370392;125906,27
"1786";3134509;17357,6;3423,5;4431;10302;284;610;2778;522;88;173;310;242;118;88;88;310;5;271;19826;13,24561404;33999;890;9956;10680;281;5391828,99;45221;19748,34
"1787";3134608;18202,2;2039,2;6290;1923;735;1973;6011;1559;414;139;147;640;90;378;378;665;63;716;6370;0,18910256;20285;1878;3363;4770;699;2643713,98;21573;11049,87
"1788";3134707;78323,3;826,8;2415;1860;749;1905;11637;1241;664;30;53;25;8;36;36;17;19;735;4468;9,66666667;38014;43;91;1088;693;8907164,66;23994;9204,43
"1789";3134806;22603,9;5885,8;13029;12201;1075;3127;5010;2450;677;546;806;751;415;427;427;186;9;904;17421;0,75407512;36209;486;20730;26093;990;28335166,11;70751;28891,85
"1790";3134905;23283;6630,3;15901;8289;953;2374;12111;2068;306;346;413;561;340;113;113;216;17;725;10401;0,32876712;28358;537;18706;29865;698;15835202,44;56132;30954,41
"1791";3135001;4318,9;60,5;57;263;114;228;1849;205;23;15;15;30;21;19;19;31;9;112;1114;0,5;4268;98;59;102;97;845094,93;2776;1830
"1792";3135050;154104,8;30534;46227;185891;2620;13791;95186;10645;3146;601;853;1576;799;1524;1524;2440;1617;2481;148635;5,52456337;416850;34318;383684;242803;2440;36395787,77;408042;149817,28
"1793";3135076;34228,3;1238;2551;2414;472;1514;4232;1204;310;51;92;192;32;100;100;278;13;366;3754;39,5;18369;1768;1030;2443;472;5013336,86;21617;15232,41
"1794";3135100;129805,7;6827,7;21301;16545;1582;6021;17366;4513;1508;308;568;954;108;333;333;2018;649;1507;20935;1,13243007;83627;6369;28892;42538;1556;20968371,55;100709;41744,91
"1795";3135209;198791,5;20405,3;55524;16263;3415;11005;8760;7119;3886;377;600;375;91;188;188;1042;155;3179;21158;54,3559322;53276;2413;9964;16270;3257;29274250,95;52527;27184,1
"1796";3135308;10171,3;5902,3;6283;22639;181;498;1824;399;99;73;130;133;87;82;82;240;15;180;13155;36;32082;125;23402;32874;177;2368685,96;43303;23870,31
"1797";3135357;18131,9;4410,9;9564;1149;1026;2608;1320;1646;962;43;52;331;34;79;79;1116;31;975;2559;9;10605;1325;735;1622;1015;2731137,21;8473;3197,52
"1798";3135407;5748,7;649,2;1749;501;429;871;1070;638;233;31;51;223;106;56;56;227;9;400;2297;0,31666667;5991;274;762;2738;420;652996,67;10398;12621,91
"1799";3135456;9756,7;732,3;3482;551;695;2248;272;1432;816;8;12;299;17;253;253;834;305;680;1185;1,2;11005;280;495;2304;657;1582763;15804;20043,7
"1800";3135506;27669,4;4086,6;13118;5286;1253;3867;16295;2962;905;65;82;982;360;102;102;607;26;1148;106723;0,17268041;164655;30530;9162;25091;1200;13752704,84;185079;42516,76
"1801";3135704;15265,8;2209,8;4896;4027;419;1407;7460;1094;313;155;269;294;157;141;141;732;181;407;7821;41,8;74329;1660;2783;5154;413;8813234,12;42538;30552,7
"1802";3135803;150677,9;2899,8;13993;3439;1731;5036;9241;3562;1474;132;159;687;93;134;134;785;462;1558;6118;0,68463612;27082;1386;4524;15982;1674;11428646,62;53768;15517,59
"1803";3135902;9780,4;3292,9;6346;5417;380;1470;6550;1229;241;107;149;308;223;217;217;235;6;338;21929;0,58812729;34644;466;9929;21918;371;6172607,58;46321;19759,43
"1804";3136009;89274,3;1582,1;15443;2660;895;2831;8768;2056;775;65;117;99;43;37;37;89;47;861;5664;1,24817518;29647;2424;5797;7381;834;15985271,45;33637;14748,76
"1805";3136108;13650,1;564,3;2243;635;609;1149;1319;838;311;4;4;257;25;12;12;101;27;544;2592;3,25;7429;316;553;1733;580;1353916,27;9216;3035,82
"1806";3136207;4329,9;103;199;291;78;229;779;166;63;13;18;59;21;38;38;48;31;68;729;3,5;3196;147;374;343;89;57300,33;5104;1156,64
"1807";3136306;605656,3;71732,7;351021;60913;2634;10492;58851;8179;2313;1338;2065;1414;676;296;296;1236;152;2484;86774;6,30266466;229330;9249;93753;364158;2455;120633557,46;577594;373938,89
"1808";3136405;21529,9;1139,9;7540;1338;279;804;1841;575;229;66;115;120;30;71;71;114;32;268;2086;22,42857143;7070;174;1422;1667;251;2534941,34;7965;3998,76
"1809";3136504;35394;516,6;3713;1604;583;1770;3055;1268;502;29;53;56;4;61;61;277;16;583;2664;4,46666667;12249;2844;953;1548;533;8306742,64;16015;9590,04
"1810";3136520;14988,3;1583,2;12303;705;600;1409;674;810;599;29;34;422;130;56;56;296;250;553;1155;0,35849057;4518;588;1678;3284;587;553521,65;6701;10410,12
"1811";3136553;9034,8;642,5;939;1298;319;752;1666;494;258;13;22;170;42;60;60;285;27;315;3491;5,63636364;8400;776;630;1888;312;1765676,08;11297;5056,11
"1812";3136579;33260,6;2922,9;43724;316;669;1584;2041;954;630;20;24;276;34;160;160;650;212;534;720;2;6123;1349;506;2466;635;641860,04;2561;3796,26
"1813";3136652;1438,9;310,5;304;362;42;161;1598;129;32;39;51;29;15;13;13;31;16;39;966;0,22680412;3627;41;195;1283;41;100254,95;6279;2188,25
"1814";3136702;55619,2;2448,3;9183;6370;1049;3244;19279;2694;550;277;371;663;368;422;422;750;177;997;37240;11,15789474;80569;5083;7234;7319;1022;79200286,31;86774;33314,66
"1815";3136900;13999,4;6640,4;10500;13930;1177;3397;12968;2903;494;366;796;863;642;402;402;533;2;1071;16341;0,57394877;43814;2334;33075;40105;1005;12592539,7;60693;29815,79
"1816";3136959;47320,1;1325,1;5330;3677;445;1380;1825;1061;319;60;110;71;19;92;92;345;69;365;3924;454;11004;258;610;1132;406;5933559,29;12032;7278,78
"1817";3137007;33454,6;6555,5;17784;1067;2181;5949;3230;3485;2464;39;59;1403;128;82;82;2114;54;2130;3219;0,15778252;12864;1119;4591;20399;2154;5245318,33;35360;16655,38
"1818";3137205;23635,2;12815,7;13512;46150;360;1797;40651;1636;161;181;279;204;77;183;183;318;15;342;30634;120,77777778;143984;2298;116198;57663;352;126339662,49;96063;47477,49
"1819";3137403;24840,7;10693,5;12775;30815;713;2341;8006;2064;277;425;796;533;301;63;63;631;96;566;40574;114,04761905;86305;13954;37422;43111;709;39626985,17;142547;55251,71
"1820";3137502;57658,4;15386,1;13767;50153;1463;4036;16173;2905;1131;373;741;868;441;304;304;1322;82;1383;118877;10,90529532;205294;16789;36186;52762;1388;71599819,98;299195;97410
"1821";3137536;61584,5;6726,4;13538;23862;696;2135;8038;1391;744;221;372;338;215;370;370;172;102;665;50399;255,38461538;94738;5112;25321;24664;695;26916045,77;118415;61641,28
"1822";3137601;5565,7;512,6;1742;925;116;412;2842;355;57;46;80;84;19;61;61;146;29;102;2025;0,90243902;8320;300;1856;922;93;1371510;7377;2969,21
"1823";3137700;25621,3;12454,1;25172;20118;1867;7841;15077;5412;2429;253;268;1694;971;928;928;1533;37;1617;21882;0,27702128;49609;1539;40732;71162;1671;99074525,51;86110;47927,48
"1824";3137809;10992,9;5432,1;10900;8843;1298;3357;4000;2540;817;169;191;1122;666;655;655;1066;10;988;9992;0,29729139;19989;230;17381;55753;1221;6051288,96;54502;25070,29
"1825";3137908;6030,9;642,9;3087;2099;351;928;992;756;172;28;38;278;95;179;179;586;8;306;1605;1,58823529;6102;93;905;2036;333;712791,29;8590;6846,47
"1826";3138104;67187,1;4526,1;140106;9135;646;2380;10531;1683;697;239;345;296;85;175;175;519;75;547;9763;2,80919932;35354;937;19296;18914;537;17927251,5;224739;42176,81
"1827";3138203;29095,9;11563,4;18154;27743;802;2708;18017;2161;547;540;982;617;374;268;268;920;53;764;49687;1,21846245;93874;3804;46472;59119;762;23524341,15;166698;73841,52
"1828";3138351;7099,4;633,9;5007;458;322;792;1224;501;291;16;23;249;56;75;75;468;97;302;1079;6,875;3930;275;992;1969;323;375026,99;4493;6579,73
"1829";3138401;59789,5;3893,3;6314;3632;1319;3698;18649;3248;450;203;379;708;291;616;616;764;64;1191;13593;1,26190476;46321;2107;2865;4997;1169;12052233,5;63462;46143,29
"1830";3138500;17648,7;485,3;1118;3032;472;1183;4118;875;308;82;162;251;147;154;154;268;7;393;14385;144;28448;1259;1314;1388;433;3613523,09;28265;18266,18
"1831";3138609;38792,6;1742;12283;4674;683;1675;7107;1466;209;94;174;359;233;182;182;664;36;626;20411;10,72727273;40820;3402;2078;1987;629;6699432,82;56091;28183,81
"1832";3138625;96854,9;42475,4;52315;79648;714;2054;25179;1518;536;322;507;129;136;192;192;208;6;704;50829;119,29113924;208669;14059;161110;246268;674;61678432,65;315230;122834,04
"1833";3138658;10012,4;1173,9;3581;712;567;1408;415;913;495;8;12;196;14;36;36;620;64;553;1452;12;4022;595;510;1668;562;3528657,78;4463;2442,72
"1834";3138674;8986,1;6761,5;11370;10430;1113;4572;14020;3314;1258;80;946;1079;586;272;272;1691;24;978;11198;0,17304773;43949;9529;40958;58794;1034;16214682,4;69977;32926,18
"1835";3138682;18911,8;3047;4383;1113;443;1557;683;937;620;35;54;147;26;36;36;164;31;430;1915;4,66666667;8211;1708;1019;1453;430;2651662,64;8642;4748,83
"1836";3138708;22104,4;7811,4;14811;22752;276;1298;7182;936;362;213;375;227;162;107;107;385;3;264;26794;2,88264059;48459;1390;36899;56036;262;14997783,47;77347;39223,27
"1837";3138807;86659,5;22440;26327;97656;816;2298;26770;1929;369;416;633;446;259;375;375;1377;42;754;79077;13,13529412;185281;5144;90672;103953;815;31110231,12;215681;95506,51
"1838";3139003;44031,9;27817;45064;61290;1623;7490;35716;5868;1622;1155;1618;1380;1081;927;927;1708;75;1339;77430;1,29757712;169717;21561;139135;168766;1465;231018071,38;284485;134217,15
"1839";3139102;24149,4;11822,2;15211;38560;226;1000;5819;863;137;232;458;164;120;81;81;428;6;206;45488;51,47142857;75742;2894;52211;71981;221;32296288,64;113175;71347,66
"1840";3139201;34483,9;3549,1;8028;1547;1270;3725;2782;2385;1340;43;52;839;174;92;92;533;126;1246;4430;0,2961165;13624;515;1902;4569;1216;6261406,39;26349;16010,38
"1841";3139250;15567,6;1532,5;2663;947;1131;2673;274;1543;1130;12;14;550;5;54;54;429;87;1067;2120;113;5483;509;290;741;1087;3476947,82;6095;2703,75
"1842";3139300;69014,8;3643,8;12750;5423;1006;3006;4834;1994;1012;109;160;117;37;198;198;598;146;941;6087;2,26020408;22216;1101;5777;7388;930;13623318,63;48294;17594,63
"1843";3139409;29260;22105,5;35882;36473;2822;11420;44402;8184;3236;298;1623;2752;1739;1106;1106;3638;131;2643;37341;0,15780713;113707;5742;108541;179492;2711;69891312,49;198639;108383,03
"1844";3139508;9051,2;6189,3;13036;11270;701;3477;13537;2491;986;115;327;688;443;346;346;910;8;690;11010;0,22385449;31977;672;31359;67412;684;26685471,43;69806;30040,47
"1845";3139607;38479;3736,5;9196;2510;1165;3042;4364;2105;937;22;29;431;270;90;90;797;231;1106;5091;0,12897678;18569;2358;4103;9302;1087;7102743,35;25377;14600,78
"1846";3139706;13321,9;1194;731;2820;278;605;3690;530;75;98;149;126;45;73;73;102;17;258;8735;873;17642;1530;318;575;266;4266438,81;25794;11656,67
"1847";3139805;24069,3;1623,4;5947;1576;428;1273;3735;981;292;83;145;186;52;110;110;158;18;382;4336;0,4047619;12737;793;1861;3202;382;4508781,48;16247;9129,77
"1848";3139904;9011,9;2006,6;3344;6799;622;1511;5257;1331;180;192;241;421;280;164;164;924;214;470;9902;6,8576779;23345;890;9290;14156;619;4609633,56;38919;10434,86
"1849";3140001;17966;1476,4;9766;1282;558;1621;4929;1169;452;42;71;391;67;133;133;328;32;532;5121;2,71428571;64523;644;405;838;531;2750204,83;16755;9133,92
"1850";3140100;11768,4;1602,7;1638;4040;142;570;4934;502;68;41;81;86;33;51;51;340;40;141;5376;6,675;16204;211;632;626;139;8160493,29;16845;5828,12
"1851";3140209;5285,2;341,2;778;740;188;397;1764;329;68;19;40;63;49;66;66;86;4;162;2812;6,8;7733;351;378;200;173;1551991,95;6821;5710,45
"1852";3140308;7517,5;227,9;882;364;199;387;1978;316;71;28;36;55;17;25;25;48;12;194;4537;1,92857143;11807;195;612;463;191;6599678,41;10081;3223,13
"1853";3140407;3411,6;581,4;3763;940;279;568;866;406;162;21;23;258;127;87;87;180;5;214;2276;5,24242424;4138;14;874;2049;276;1344240,26;10591;4887,74
"1854";3140506;61411,7;6674,2;27783;18716;528;2066;15879;1662;404;353;635;323;191;165;165;308;32;510;58350;216;129047;8963;13290;12532;460;25092504,85;147118;67211,65
"1855";3140530;6440,6;5158;7042;11643;639;2240;10694;1555;685;137;359;623;324;273;273;583;3;578;10924;0,23671891;28303;1949;27835;36673;581;13741711,35;50342;22634,01
"1856";3140555;15321,7;838,3;3203;1092;377;2122;2906;1746;376;13;15;139;56;69;69;650;2;340;1902;0,54240283;7171;383;2577;4265;360;1512486,17;11010;2892,03
"1857";3140605;18226,2;804,8;719;1383;385;1479;3349;1056;423;27;49;334;31;99;99;292;31;375;5841;14,33333333;14094;569;377;1428;379;1862213,74;21815;9187,5
"1858";3140704;9461,5;2082,5;3470;6303;452;1261;6560;963;298;217;307;351;246;201;201;508;176;416;9668;13;26838;1294;4836;3636;402;3445627,98;33114;16383,92
"1859";3140803;6130,6;573,2;312;329;70;236;1709;203;33;35;45;42;23;48;48;84;7;66;1466;3,6;4429;38;182;306;68;743148,13;4435;1975,24
"1860";3140852;53202,2;6453,7;24581;24521;696;4102;18750;3070;1032;223;292;317;68;413;413;730;343;567;25059;2,13283699;65884;4438;48810;79553;684;9733614,17;112256;45694,22
"1861";3140902;16221,1;6119,8;12189;8353;1041;3465;9582;2514;951;47;136;811;488;154;154;917;27;924;13699;0,13176858;32684;2593;20576;42088;942;15651307,47;47876;17988,26
"1862";3141009;23327,4;2537;2474;1699;1107;2487;813;1662;825;60;96;244;28;40;40;705;131;982;2809;37,83333333;7625;164;707;2664;1111;5295693,05;10600;4808,93
"1863";3141207;16574,8;658;1852;3605;404;912;3744;780;132;58;100;114;58;66;66;210;3;333;18528;2,43452381;34142;840;3439;3782;333;12139556,86;32867;14858,02
"1864";3141306;62829,4;14482,1;23777;49333;599;1909;13326;1455;454;441;767;413;219;266;266;441;4;540;71094;4,59174312;128557;9390;73221;94400;587;46442740,36;155766;72401,36
"1865";3141405;72896,5;2929,3;12753;3234;1654;3979;4625;2754;1225;43;60;612;23;61;61;1595;340;1551;5242;10,61538462;19123;1652;1570;5622;1570;2999263,25;23744;8984,25
"1866";3141504;23613,1;586,1;933;1726;562;1720;2152;1289;431;14;21;201;46;90;90;451;59;512;3053;0,64705882;13183;1462;500;1065;549;6156328,93;16413;5598,47
"1867";3141603;17302,1;1178,8;3387;1694;710;1515;2816;1110;405;63;77;465;162;152;152;554;37;674;8812;1,65517241;17382;623;1488;2362;649;6463073,92;19781;10989,12
"1868";3141702;15021,1;567,5;4813;1087;636;1425;2488;945;480;4;11;229;45;45;45;354;37;586;2662;1,76666667;15442;767;645;2920;599;2347735,96;10690;4692,77
"1869";3141801;70243,7;5998,2;71021;12448;3208;8870;13263;5075;3795;106;134;1720;359;127;127;1664;1207;3072;11333;1,62656642;44856;2525;8363;22573;3138;7774089;64564;35587,09
"1870";3141900;10928,9;3583,2;6779;5583;95;420;2650;344;76;101;186;77;57;51;51;97;2;87;13667;41,18181818;21395;305;9700;15162;86;8584686,04;31491;16082,53
"1871";3142007;29455;901,9;8627;1404;917;2222;2643;1473;749;88;144;211;32;67;67;122;56;860;2926;2,11538462;10039;861;1157;2246;786;2757796,34;8585;10776,35
"1872";3142106;21663,4;3301,4;6565;3471;1016;2607;6435;1890;717;46;59;802;509;234;234;761;31;899;8662;0,10380034;22727;805;6672;19646;1005;12384794,22;45566;14940,13
"1873";3142205;25467,5;826,7;3473;832;747;1772;3775;1551;221;52;52;239;132;148;148;244;10;548;3558;0,04941176;12553;923;1394;5169;723;4798807,46;14279;7400,26
"1874";3142403;13922,8;2707,7;2064;7010;310;694;3436;561;133;78;150;200;152;194;194;267;10;298;11311;14,4;29575;887;4974;5353;298;4367831,8;45071;11316,88
"1875";3142601;13510,5;4921,4;9820;11281;367;1466;7126;1218;248;328;524;301;224;209;209;477;24;343;13428;0,85362211;32737;1393;24268;37233;341;12179563,66;55424;19326,93
"1876";3142700;66908,9;4696,7;13654;9236;1211;3819;5606;2446;1373;75;124;303;77;332;332;1276;171;1150;11255;138,75;27427;1244;12263;4454;1096;13381306,35;18255;8489,02
"1877";3142809;160096;51271,4;63457;128332;1773;5449;34551;4271;1178;1290;2106;786;586;982;982;1705;109;1664;146494;18,26351351;295626;14833;169282;193509;1570;108215531,9;417052;215296,83
"1878";3142908;43444,6;3887,7;5494;2096;2386;4832;1359;3109;1723;83;126;547;35;165;165;767;268;2234;4782;14,15384615;12492;738;1754;5166;2198;10789718,93;17910;9182,74
"1879";3143005;27245,8;13042,4;22508;16809;1444;5299;12422;4190;1109;432;545;1114;699;419;419;569;13;1171;19901;0,68382172;48227;2745;34730;100205;1266;26564401,66;126086;57660,61
"1880";3143104;77133,3;34345,7;47731;117878;1218;3342;34414;2690;652;1368;2347;806;528;527;527;1019;294;1156;125183;2,71645135;242539;18005;189367;237060;1101;178875220,94;309975;136364,89
"1881";3143153;11264,2;545,2;3378;503;396;1556;378;898;658;8;14;67;18;50;50;163;26;436;997;0,05555556;2925;609;621;1745;392;1282466,14;3555;2433,24
"1882";3143203;31853,9;18209,5;30712;23777;986;4079;32980;3578;501;1102;1597;781;698;700;700;955;16;930;30845;0,58328451;95848;7663;72787;78659;742;75880144,33;129513;56393,01
"1883";3143302;152297,5;9897,1;50507;13283;3556;10998;17374;7324;3674;488;750;1766;303;791;791;2638;1009;3448;21310;1,23181818;70976;3425;12472;27921;3418;77893045,75;400430;111960,04
"1884";3143401;20092,8;3693,4;7565;5733;929;1621;5227;1240;381;252;328;488;284;142;142;236;22;786;9378;0,25317186;26943;2751;11159;15233;797;6537125,48;32690;22937,43
"1885";3143450;23474,1;1820,1;25326;855;1142;2942;2242;1901;1041;41;52;502;53;38;38;1372;72;1026;1856;10,66666667;12319;885;1238;4958;1108;1967328,53;5190;11020,67
"1886";3143500;101524,7;5238,7;52179;22558;482;1808;29218;1517;291;247;370;173;125;144;144;292;41;419;64337;2175;154863;20435;57870;28797;429;23165955,52;156419;141912,23
"1887";3143807;9241,3;2716,1;7378;20247;550;1817;6664;1298;519;329;473;381;275;183;183;778;164;452;20498;150,95652174;38072;4181;10127;22723;539;5570553,68;64527;10590,81
"1888";3143906;48315,5;3100,5;6326;4616;1894;5678;16773;4254;1424;148;221;1197;610;682;682;1890;181;1692;18710;0,08706167;52918;2670;5383;25042;1823;29442502,95;78025;30633,3
"1889";3144003;79792,5;13452,5;26155;19970;3048;8450;16049;5942;2508;467;508;2093;1047;853;853;2965;370;2795;30241;0,27101968;74817;4793;31821;56483;2905;30042024,22;117472;67429,74
"1890";3144102;20111,5;10431,2;19473;20140;1185;4096;7283;3198;898;637;843;1073;775;524;524;1258;18;1087;22484;0,46554169;48474;2637;42182;58931;1115;42176438,47;96617;46224,33
"1891";3144201;13784,9;365,4;976;473;195;481;1490;388;93;9;16;40;17;33;33;57;19;178;2010;42;6268;720;235;377;187;1128891,13;7740;2470,71
"1892";3144359;8071,4;314,4;4006;3339;99;404;2661;323;81;23;38;57;28;15;15;51;11;94;2953;19,83333333;16449;836;165;155;98;682111,08;6975;2635,21
"1893";3144375;27544,5;1159,5;2030;3690;202;701;2629;476;225;72;115;123;59;90;90;157;21;199;11628;317;37655;514;1153;1527;200;9673245,62;57295;7082,89
"1894";3144409;10429,4;2469,3;5906;4046;721;1790;3788;1436;354;136;148;593;368;384;384;67;3;574;8769;0,35954198;19547;1243;8988;11524;638;7795549,02;31444;11891,01
"1895";3144508;18952,5;5580,3;6432;11379;523;1769;47189;1600;169;212;375;315;256;181;181;261;2;451;25699;1,24475018;85238;965;55394;26277;381;16814859,76;65139;28565,38
"1896";3144607;36079,9;17699,4;31696;31385;1530;4669;26642;3724;945;959;1253;1369;1052;763;763;1657;28;1280;114046;0,7686091;163068;1226;71306;98804;1414;45849571,95;220400;106196,61
"1897";3144656;37764,4;2952,1;27218;4518;1004;3139;4966;2058;1081;90;128;284;40;88;88;36;39;987;6014;1,54298643;19100;1514;13191;6078;983;8692534,47;15759;12842,06
"1898";3144706;19635,8;5357;15031;1308;197;552;5665;467;85;35;45;119;39;107;107;83;18;175;2938;6,61538462;27673;1235;477;1543;191;1082230,41;11686;13316,84
