"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"despesa_terras";"CR_RECOR";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"964";"2006";"2305357";"Icapuí - CE";22257;8141;24216;7450;852127,68;2960;684;34;53880;89;87;200;4;6280;31314;4
"965";"2006";"2305407";"Icó - CE";15837;1387;3530;741;7425851,5599999;15787;2529;38;7877;537;2461;795;16;37648;31274;6
"966";"2006";"2305506";"Iguatu - CE";11333;5216;6674;3017;6589810,79999992;10833;8002;159;70697;1792;4097;869;22;73992;41655;5
"967";"2006";"2305605";"Independência - CE";20204;1636;1512;266;1636009,64;9807;565;53;5816;232;441;326;2;53199;30631;6
"969";"2006";"2305704";"Ipaumirim - CE";1529;274;205;64;708109,13;1595;192;3;635;33;371;442;1;7217;6203;4
"970";"2006";"2305803";"Ipu - CE";9886;2873;1216;2652;1979427,88;4829;178;20;7294;327;614;150;92;15073;27754;6
"971";"2006";"2305902";"Ipueiras - CE";15326;564;2165;219;2616520,25000002;8429;769;28;2773;119;72;243;17;17559;18202;6
"972";"2006";"2306009";"Iracema - CE";3980;1487;311;208;8028441,56999999;1763;1111;20;444;65;371;213;7;16059;6801;4
"974";"2006";"2306207";"Itaiçaba - CE";2567;271;543;22;451526,14;776;375;6;2643;17;64;119;2;11638;4814;4
"975";"2006";"2306256";"Itaitinga - CE";212;835;159;51;96432,74;190;93;7;105;28;38;27;4;7826;2458;4
"976";"2006";"2306306";"Itapajé - CE";9881;810;890;214;3056732,68000006;3858;83;12;22921;61;316;53;3;13330;46079;4
"977";"2006";"2306405";"Itapipoca - CE";35816;2525;4953;699;1991120,84000002;21034;756;45;67736;449;393;344;62;54114;55583;6
"978";"2006";"2306504";"Itapiúna - CE";5191;466;573;147;1594160,74999999;5977;250;18;3397;193;819;325;38;7971;10017;6
"979";"2006";"2306553";"Itarema - CE";44507;3113;4698;1236;1588205,12;6577;249;44;17493;605;550;82;18;64600;28128;6
"980";"2006";"2306603";"Itatira - CE";5608;92;919;51;2456285,36;5053;1263;14;1379;20;201;97;2;8666;21696;4
"981";"2006";"2306702";"Jaguaretama - CE";11881;2947;1605;124;2307730,59000001;5491;886;24;5745;224;820;523;24;34321;23703;6
"982";"2006";"2306801";"Jaguaribara - CE";4143;1144;354;146;1084001,33;1744;72;5;3352;62;468;179;54;24670;24279;4
"983";"2006";"2306900";"Jaguaribe - CE";13052;8938;2590;628;4934212,54000001;5913;1573;67;6712;383;1467;739;69;36983;24917;6
"985";"2006";"2307106";"Jardim - CE";9794;427;1523;378;78105592,6499997;9450;1843;94;3529;566;1773;213;28;26531;18705;6
"987";"2006";"2307254";"Jijoca de Jericoacoara - CE";5995;172;903;33;351561,43;3433;53;12;942;99;94;7;5;6826;3644;4
"988";"2006";"2307304";"Juazeiro do Norte - CE";1907;1698;1205;356;3313143,76;4454;423;23;1570;415;888;350;5;13176;9077;6
"990";"2006";"2307502";"Lavras da Mangabeira - CE";6990;846;1246;209;2373093,01000004;5601;2177;33;2904;319;813;576;3;52866;20447;6
"991";"2006";"2307601";"Limoeiro do Norte - CE";8364;9123;38450;7142;7273221,92;4385;1928;138;70173;833;935;464;78;107614;90342;8
"992";"2006";"2307635";"Madalena - CE";6113;1259;556;86;1740106,12;5122;188;26;6074;26;190;400;2;19860;17934;4
"993";"2006";"2307650";"Maracanaú - CE";343;718;526;68;53664,49;253;30;9;705;33;38;28;4;14980;3862;4
"994";"2006";"2307700";"Maranguape - CE";12670;20594;3743;1045;2065788,29000003;5398;579;69;20586;400;739;277;52;115071;28586;6
"995";"2006";"2307809";"Marco - CE";8824;1186;2122;639;882461,709999998;3977;341;11;3174;183;157;53;17;8820;7818;4
"997";"2006";"2308005";"Massapê - CE";4069;6337;350;70;1695057,01;3597;1438;5;135;83;211;128;3;15195;12069;4
"1002";"2006";"2308377";"Miraíma - CE";4277;669;189;16;268478,75;2105;180;5;142;82;185;37;28;6908;6711;4
"1003";"2006";"2308401";"Missão Velha - CE";8178;1203;2645;655;3078609,13000003;10085;2026;23;4507;297;1733;364;12;49694;37586;6
"1004";"2006";"2308500";"Mombaça - CE";27317;924;3251;424;13769650,8099994;15282;2029;52;10745;208;1330;1245;8;46625;21195;6
"1005";"2006";"2308609";"Monsenhor Tabosa - CE";8387;607;581;65;3386362,45;4120;126;10;496;33;143;171;4;8395;8885;4
"1006";"2006";"2308708";"Morada Nova - CE";31046;7345;6725;2152;12932658,27;11078;3936;262;10597;1208;2994;847;94;68125;49136;8
"1011";"2006";"2309201";"Nova Olinda - CE";2742;182;277;100;5403260,16999999;2382;270;10;248;14;321;164;6;8562;5398;4
"1012";"2006";"2309300";"Nova Russas - CE";5507;827;624;89;1583006,75;3502;274;34;696;56;191;220;8;10260;6625;4
"1013";"2006";"2309409";"Novo Oriente - CE";14531;468;2617;400;1436203,01;10704;450;153;15427;292;494;81;9;21961;18642;6
"1014";"2006";"2309458";"Ocara - CE";20382;574;2929;592;1658351,11000001;5411;714;99;6545;288;493;347;31;14447;9416;6
"1016";"2006";"2309607";"Pacajus - CE";7392;2971;2500;2298;3258405,08000001;1063;221;51;8035;245;181;71;55;99331;14061;4
"1017";"2006";"2309706";"Pacatuba - CE";10037;484;991;29;415605,869999997;2145;238;8;689;72;71;41;5;18767;7372;4
"1018";"2006";"2309805";"Pacoti - CE";3428;207;663;214;673460,47;1771;176;7;15491;115;151;226;27;7285;23102;4
"1020";"2006";"2310001";"Palhano - CE";5901;311;1685;25;3693997,75;3228;832;26;4211;159;139;51;1;8316;5126;4
"1022";"2006";"2310209";"Paracuru - CE";5613;1001;787;642;6457961,86;1841;299;20;1793;358;393;25;19;458722;19945;4
"1023";"2006";"2310258";"Paraipaba - CE";7538;5333;4552;2631;258226,500000001;4248;166;26;13927;819;813;545;119;49300;31179;6
"1024";"2006";"2310308";"Parambu - CE";25015;670;2485;347;1056001,69;10125;459;48;2976;81;484;143;3;26202;20755;6
"1026";"2006";"2310506";"Pedra Branca - CE";22814;790;1964;204;5978819,67999996;10525;421;20;1931;30;746;135;4;23181;19690;6
"1027";"2006";"2310605";"Penaforte - CE";2450;211;410;216;1757190,69;1348;248;16;323;47;452;164;2;5386;3349;4
"1028";"2006";"2310704";"Pentecoste - CE";9834;1363;939;347;1081040,31;5526;215;37;95994;335;813;358;55;18385;18464;6
"1029";"2006";"2310803";"Pereiro - CE";3962;313;737;136;34276316,5800006;6674;171;5;323;84;294;111;3;8270;8662;6
"1030";"2006";"2310852";"Pindoretama - CE";2523;304;801;198;6825678,00999999;1134;312;5;1554;218;24;78;12;39153;12759;4
"1031";"2006";"2310902";"Piquet Carneiro - CE";5395;451;579;140;3288575,6900001;5460;77;23;1754;21;755;542;3;14200;6806;6
"1034";"2006";"2311108";"Porteiras - CE";3694;721;1532;635;2052844,96000001;4343;957;29;2281;168;1167;520;13;24708;13745;6
"1036";"2006";"2311231";"Potiretama - CE";11006;549;982;62;2206875,23;1703;177;22;2626;26;344;175;6;13674;4587;4
"1037";"2006";"2311264";"Quiterianópolis - CE";10544;442;1815;274;395633,16;10054;336;36;1841;184;641;72;1;20398;12178;6
"1038";"2006";"2311306";"Quixadá - CE";17100;8191;3502;613;5910186,75999997;11169;2631;101;8601;730;2389;1012;20;121672;46983;6
"1039";"2006";"2311355";"Quixelô - CE";2844;1145;1150;618;1470728,29;4931;428;120;1482;677;1668;140;16;19573;18593;6
"1040";"2006";"2311405";"Quixeramobim - CE";23092;5331;4410;623;6025809,90999999;16746;1439;180;5565;270;2301;1521;26;118955;32879;6
"1041";"2006";"2311504";"Quixeré - CE";6712;8494;27829;8570;6923273,58000001;2059;486;97;49697;232;524;75;12;30417;62555;9
"1042";"2006";"2311603";"Redenção - CE";6490;274;2127;218;2125710,77000004;3712;127;18;34165;266;743;88;26;18866;21458;4
"1043";"2006";"2311702";"Reriutaba - CE";3548;460;407;226;380963,01;4633;60;4;444;47;790;73;11;9860;13613;6
"1044";"2006";"2311801";"Russas - CE";15063;2972;3794;1060;11373520,8;11321;1635;34;10284;942;2071;795;130;98590;20866;6
"1045";"2006";"2311900";"Saboeiro - CE";5628;562;449;70;1238595,51;5305;146;14;185;26;497;770;5;15872;6339;6
"1046";"2006";"2311959";"Salitre - CE";8364;255;1261;78;4421160,14999999;5687;133;32;2937;8;587;261;2;26631;11582;6
"1049";"2006";"2312205";"Santa Quitéria - CE";14479;1424;1366;259;5979681,43000002;10833;2138;49;1333;150;1016;496;7;35090;40623;6
"1050";"2006";"2312304";"São Benedito - CE";43461;2364;3829;2103;3739464,67;10978;1741;31;11189;1692;160;201;127;52393;32699;6
"1051";"2006";"2312403";"São Gonçalo do Amarante - CE";11692;5177;9598;4203;3392641,34;5686;212;53;9176;806;984;169;49;29255;19828;6
"1052";"2006";"2312502";"São João do Jaguaribe - CE";3817;1038;1618;416;5551941,2;3064;1123;15;3477;304;748;200;16;9459;15519;4
"1053";"2006";"2312601";"São Luís do Curu - CE";1731;196;475;157;299333,33;715;66;8;30526;158;213;177;8;3649;4888;4
"1054";"2006";"2312700";"Senador Pompeu - CE";10806;596;1053;76;1967543,15000003;4935;226;31;7894;124;539;253;16;23313;15407;6
"1056";"2006";"2312908";"Sobral - CE";11790;2623;1449;169;5332976,06999999;12034;444;37;520;131;758;415;9;32181;23773;6
"1057";"2006";"2313005";"Solonópole - CE";5139;1688;651;66;2138223,81000001;6086;656;35;489;82;451;302;2;27302;12206;6
"1058";"2006";"2313104";"Tabuleiro do Norte - CE";6310;1318;1644;480;8934878,87999998;3717;1072;40;2380;183;1098;140;9;28662;14096;6
"1059";"2006";"2313203";"Tamboril - CE";6892;550;858;29;1764682,41000001;6684;579;22;2322;61;69;339;8;15254;16052;6
"1062";"2006";"2313351";"Tejuçuoca - CE";1464;337;231;36;1512118,27;2692;347;8;189;99;235;134;5;8566;4807;4
"1063";"2006";"2313401";"Tianguá - CE";27697;11662;11323;9262;26950423,8400011;9502;202;42;46620;1168;883;316;285;84869;79309;6
"1064";"2006";"2313500";"Trairi - CE";22353;3398;3810;891;8183303,95999987;7017;508;53;5424;802;297;108;53;49751;30914;6
"1065";"2006";"2313559";"Tururu - CE";3826;222;504;34;1345338,54000001;2298;51;8;7262;99;145;36;5;4668;3548;4
"1066";"2006";"2313609";"Ubajara - CE";10238;5478;8098;3026;6137155,08000001;5323;299;60;12138;1220;898;346;347;89051;43510;6
"1067";"2006";"2313708";"Umari - CE";2396;359;585;96;769052,13;2867;151;12;288;15;530;219;1;6241;4029;4
"1068";"2006";"2313757";"Umirim - CE";1891;1432;699;90;549291,84;3560;118;22;613;74;236;256;8;25487;6113;4
"1071";"2006";"2313955";"Varjota - CE";1309;735;1014;637;993966,19;1216;68;15;64759;73;249;70;26;10326;13626;4
"1072";"2006";"2314003";"Várzea Alegre - CE";7149;812;1841;664;97321912,6100012;8883;151;24;1083;181;2920;932;14;26300;16414;6
"1073";"2006";"2314102";"Viçosa do Ceará - CE";28163;1154;4340;1075;20291693,3300016;13829;398;5;32751;1065;1203;433;148;23089;37509;6
"1074";"2006";"2400109";"Acari - RN";709;2098;590;286;34100723,4000001;822;261;10;435;152;58;86;6;14702;5271;4
"1075";"2006";"2400208";"Açu - RN";3513;843;2391;665;10021599,75;1103;341;29;5703;154;229;203;6;35877;10847;4
"1076";"2006";"2400307";"Afonso Bezerra - RN";3535;530;606;234;13631505,7299999;1868;395;337;1996;98;249;550;14;17580;2784;9
"1078";"2006";"2400505";"Alexandria - RN";2957;590;683;80;5484016,08999997;1848;313;10;351;61;345;137;1;9194;3511;4
"1079";"2006";"2400604";"Almino Afonso - RN";1499;133;260;7;7371497,99000001;534;19;3;177;11;140;36;1;4733;1869;4
"1080";"2006";"2400703";"Alto do Rodrigues - RN";3956;2088;4535;1871;3326291,01;785;186;73;10285;225;195;197;24;15270;13291;4
"1085";"2006";"2401206";"Arês - RN";28653;105459;322434;305443;408787,37;521;189;69;70369;64;17;15;23;55134;15898;2
"1087";"2006";"2401404";"Baía Formosa - RN";9702;7509;63045;7542;103693,84;35;128;75;4775;6;4;6;6;55889;14965;4
"1088";"2006";"2401453";"Baraúna - RN";5882;7904;14644;8012;16994020,3;1972;869;171;23174;156;472;211;10;52399;76367;9
"1089";"2006";"2401503";"Barcelona - RN";959;158;115;10;4929614,47999998;881;98;9;59;18;72;81;1;1889;1202;4
"1090";"2006";"2401602";"Bento Fernandes - RN";1376;650;78;121;1394428,94;1359;882;21;15;152;144;234;2;10641;2958;4
"1091";"2006";"2401651";"Bodó - RN";2520;20;99;1;5541560,93999999;440;39;9;404;3;15;49;1;1512;3374;4
"1092";"2006";"2401701";"Bom Jesus - RN";1679;610;346;68;394141,12;903;414;17;294;152;77;31;1;5886;3060;4
"1093";"2006";"2401800";"Brejinho - RN";1262;653;504;147;1395372,07;865;237;9;343;208;176;32;10;7186;7649;4
"1095";"2006";"2401909";"Caiçara do Rio do Vento - RN";1997;206;59;27;491502,989999999;971;1049;8;123;28;91;23;1;1610;873;4
"1096";"2006";"2402006";"Caicó - RN";1620;5041;1753;247;12402223,67;2062;548;25;1091;439;283;132;8;44277;12886;4
"1097";"2006";"2402105";"Campo Redondo - RN";2495;249;593;37;1588586,42;2641;469;13;2149;57;301;399;4;8385;2845;4
"1098";"2006";"2402204";"Canguaretama - RN";3861;661;667;249;10628848,67;415;68;18;763;21;15;20;14;104249;43801;4
"1099";"2006";"2402303";"Caraúbas - RN";5000;1363;549;173;18317008,23;4008;697;34;838;267;516;309;50;18108;9925;4
"1102";"2006";"2402600";"Ceará-Mirim - RN";10627;2672;5878;1786;9302661,48999992;2731;374;98;19742;478;169;356;71;96709;29683;9
"1103";"2006";"2402709";"Cerro Corá - RN";4530;586;1504;162;1074190,78;5395;309;9;1909;229;983;260;20;14767;4960;6
"1105";"2006";"2402907";"Coronel João Pessoa - RN";2524;123;128;9;1085948,6;746;85;5;230;3;99;44;1;3341;1198;4
"1106";"2006";"2403004";"Cruzeta - RN";972;2348;471;299;2386410,46;860;222;16;2178;229;183;60;4;16361;6676;4
"1111";"2006";"2403400";"Equador - RN";1382;102;18;36;312257,11;1140;25;4;255;14;97;113;1;1387;1266;4
"1113";"2006";"2403608";"Extremoz - RN";1104;680;523;187;727768,309999994;421;44;15;8981;119;24;26;9;7461;10007;4
"1114";"2006";"2403707";"Felipe Guerra - RN";2344;167;1509;39;3131985,46;1678;35;4;6443;59;238;40;9;2982;2215;4
"1116";"2006";"2403806";"Florânia - RN";1909;657;256;30;4832073,43;950;341;4;736;48;153;152;9;11445;4193;4
"1119";"2006";"2404101";"Galinhos - RN";99;120;84;67;5188801,04;84;42;11;109;6;7;3;2;14046;3035;4
"1120";"2006";"2404200";"Goianinha - RN";2636;809;1954;527;1137109,57;198;114;38;4142;54;29;25;15;36102;11964;4
"1121";"2006";"2404309";"Governador Dix-Sept Rosado - RN";5640;763;828;160;7292254,03000001;2853;600;24;1000;115;456;300;1;16719;6965;4
"1123";"2006";"2404507";"Guamaré - RN";1332;335;125;5;930299,83;466;22;10;42;1;1;127;3;15323;9992;4
"1124";"2006";"2404606";"Ielmo Marinho - RN";14989;2695;1263;416;908529,440000002;3183;2211;290;5281;325;170;282;25;36015;6044;9
"1125";"2006";"2404705";"Ipanguaçu - RN";3168;1060;6999;945;22825821,5100001;1652;203;30;16843;182;396;97;9;45666;18267;4
"1128";"2006";"2404903";"Itaú - RN";1348;112;85;10;5674946,71;389;17;7;142;33;61;30;8;1392;3172;4
"1129";"2006";"2405009";"Jaçanã - RN";5135;163;475;45;671805,4;1398;113;6;1272;137;106;256;20;2697;1906;4
"1130";"2006";"2405108";"Jandaíra - RN";697;962;1153;750;810644,03;605;82;31;2144;50;133;155;1;3662;2177;4
"1131";"2006";"2405207";"Janduís - RN";783;597;226;50;1875922,82;637;745;9;371;34;90;58;2;3666;1405;4
"1132";"2006";"2405306";"Januário Cicco - RN";7514;466;783;301;7439730,28999989;2151;108;11;1679;522;836;25;2;7750;3592;4
"1134";"2006";"2405504";"Jardim de Angicos - RN";1774;136;239;4;578400,99;501;75;10;634;1;33;127;1;1879;860;4
"1135";"2006";"2405603";"Jardim de Piranhas - RN";2429;1366;801;84;1817698,51;500;746;14;378;111;95;37;3;17914;4001;4
"1136";"2006";"2405702";"Jardim do Seridó - RN";1750;1329;408;79;2656026,31;1260;191;19;214;187;233;271;10;9045;3887;4
"1137";"2006";"2405801";"João Câmara - RN";6981;586;892;113;1424704,99;2405;292;46;6058;70;104;275;18;14134;10173;4
"1140";"2006";"2406106";"Jucurutu - RN";2404;1554;168;34;5146014,95000013;2322;270;6;326;120;83;206;2;28956;5738;4
"1143";"2006";"2406304";"Lagoa de Pedras - RN";2615;521;594;118;4825576,37999996;1873;270;9;1078;258;106;271;3;6723;4022;4
"1144";"2006";"2406403";"Lagoa de Velhos - RN";973;160;19;19;756249,88;340;455;7;2;49;20;74;2;1790;1585;4
"1145";"2006";"2406502";"Lagoa Nova - RN";7940;497;1375;78;736771,21;5714;1571;7;5210;278;888;489;32;14408;4291;6
"1146";"2006";"2406601";"Lagoa Salgada - RN";2810;326;814;154;2009787,69;1579;624;14;963;234;42;54;2;4607;4210;4
"1151";"2006";"2407104";"Macaíba - RN";10104;1547;2403;423;4141477,89000003;2508;740;91;8127;659;254;260;103;44337;10751;9
"1152";"2006";"2407203";"Macau - RN";1112;437;585;192;7738715,6;264;158;17;1189;7;3;57;3;10968;11975;4
"1154";"2006";"2407302";"Marcelino Vieira - RN";2265;370;473;39;1279871,2;1125;1122;12;542;49;158;201;2;5753;3860;4
"1156";"2006";"2407500";"Maxaranguape - RN";1416;329;748;284;921684,410000004;306;70;24;7476;52;10;47;16;12209;6872;4
"1157";"2006";"2407609";"Messias Targino - RN";278;322;217;3;8502781,1;204;127;10;165;19;39;44;1;7329;699;4
"1158";"2006";"2407708";"Montanhas - RN";887;161;146;52;16270628,31;832;57;16;75;47;13;10;1;3819;2301;4
"1159";"2006";"2407807";"Monte Alegre - RN";3679;1087;1181;214;4548194,15000001;2713;315;27;1690;411;210;104;5;12298;6463;4
"1161";"2006";"2408003";"Mossoró - RN";10426;5473;5367;2253;37673071,56;4347;1921;266;5003;205;561;888;24;276674;76328;9
"1163";"2006";"2408201";"Nísia Floresta - RN";2361;3982;2138;1132;1433280,38;546;197;73;4977;194;67;49;64;105072;34051;4
"1164";"2006";"2408300";"Nova Cruz - RN";5393;432;1413;167;18634836,03;1463;710;36;691;213;241;61;7;18446;5555;4
"1166";"2006";"2408508";"Ouro Branco - RN";1976;553;176;23;1135959,67;1061;373;13;118;102;248;88;1;6554;1966;4
"1169";"2006";"2408805";"Parazinho - RN";1067;840;2220;796;597602,04;226;119;17;2302;8;59;40;2;5320;844;4
"1170";"2006";"2408904";"Parelhas - RN";1471;526;62;41;1279735,51;1113;600;8;80;138;115;209;3;7675;3911;4
"1171";"2006";"2408953";"Rio do Fogo - RN";2834;506;1236;495;2706766,96;292;115;68;4345;124;82;15;34;6543;5880;4
"1172";"2006";"2409100";"Passa e Fica - RN";1896;268;570;133;252000;1365;161;13;2546;322;271;9;1;3497;1252;4
"1173";"2006";"2409209";"Passagem - RN";1133;76;111;5;35945,1;257;69;5;132;69;12;11;1;2608;809;4
"1174";"2006";"2409308";"Patu - RN";759;319;293;46;16336980,97;765;147;8;1378;44;194;135;2;4601;1511;4
"1175";"2006";"2409332";"Santa Maria - RN";1372;213;77;15;1424458,42;604;336;16;49;23;17;57;1;2294;1488;4
"1177";"2006";"2409506";"Pedra Grande - RN";1279;247;570;224;930871,68;441;123;121;562;23;24;21;3;11620;2418;4
"1179";"2006";"2409704";"Pedro Avelino - RN";5330;668;324;21;9950758,96999997;1318;150;18;125;70;119;392;62;6055;1654;4
"1180";"2006";"2409803";"Pedro Velho - RN";12277;1085;3752;1607;3912558,99;2110;92;17;6895;105;376;21;14;14238;6269;4
"1181";"2006";"2409902";"Pendências - RN";560;379;79;80;27104003,4;491;57;11;14;16;32;106;7;94158;10574;4
"1183";"2006";"2410108";"Poço Branco - RN";2313;238;241;25;1037981,73;938;98;16;319;64;13;26;2;3795;3709;4
"1185";"2006";"2410256";"Porto do Mangue - RN";2292;2700;113;72;1369753,08;836;260;50;261;75;51;307;4;1479;2744;4
"1186";"2006";"2410306";"Serra Caiada - RN";2491;601;259;92;391975,69;1049;506;13;387;109;135;38;2;4212;4524;4
"1187";"2006";"2410405";"Pureza - RN";8815;342;1109;187;5501644,19999999;1689;220;20;3276;178;84;87;9;22204;5552;4
"1192";"2006";"2410900";"Riachuelo - RN";332;144;18;8;429401,41;316;53;14;204;9;17;161;1;5907;2175;4
"1194";"2006";"2411056";"Tibau - RN";1805;19058;53374;18887;1699650,51;270;197;35;76021;22;36;14;1;175416;1199;4
"1197";"2006";"2411403";"Santana do Matos - RN";6797;1635;214;66;16990496,1699999;3008;244;12;231;42;361;309;7;20021;5237;4
"1199";"2006";"2411502";"Santo Antônio - RN";9759;576;571;136;1677484,89;2347;440;30;2141;288;458;29;5;12943;3648;4
"1200";"2006";"2411601";"São Bento do Norte - RN";2393;99;121;39;279137,72;1011;20;7;199;8;17;83;1;15391;4115;4
"1204";"2006";"2412005";"São Gonçalo do Amarante - RN";2331;2034;1070;368;12599551,0899999;735;399;49;8971;162;79;71;30;20194;16952;4
"1206";"2006";"2412203";"São José de Mipibu - RN";4681;1825;2562;1425;8971172,97;1194;234;145;4880;433;138;70;50;52933;20619;4
"1210";"2006";"2412559";"São Miguel do Gostoso - RN";4488;447;1144;400;306724,21;1435;110;25;2232;32;64;138;7;3779;5752;4
"1211";"2006";"2412609";"São Paulo do Potengi - RN";840;343;440;16;3535980,85999996;906;41;17;200;88;28;193;1;6171;3957;4
"1212";"2006";"2412708";"São Pedro - RN";1441;445;389;36;1314096,60000001;1147;166;28;262;199;57;186;7;5307;2424;4
"1214";"2006";"2412906";"São Tomé - RN";5485;330;386;42;2528170,31000002;2921;1336;15;81;82;456;52;6;5739;3128;4
"1215";"2006";"2413003";"São Vicente - RN";1738;628;357;20;259578,64;1543;300;5;652;97;143;189;3;6496;2520;4
"1216";"2006";"2413102";"Senador Elói de Souza - RN";2805;178;468;111;311385,1;2202;74;5;1115;79;11;11;4;5822;1697;4
"1219";"2006";"2413359";"Serra do Mel - RN";32111;222;3949;66;17218225,3000001;2963;284;95;13345;7;177;366;3;18376;10398;4
"1220";"2006";"2413409";"Serra Negra do Norte - RN";539;672;301;56;2765961,40000001;672;181;12;198;35;73;187;4;10696;4703;4
"1221";"2006";"2413508";"Serrinha - RN";1361;697;331;58;35514059,36;1107;94;14;533;167;151;63;5;10676;5899;4
"1224";"2006";"2413706";"Sítio Novo - RN";1521;115;194;2;7151709,33000001;1138;189;20;59;14;9;131;4;3070;1765;4
"1225";"2006";"2413805";"Taboleiro Grande - RN";1141;163;81;5;1969860,97;175;421;8;47;12;64;14;1;1435;776;4
"1226";"2006";"2413904";"Taipu - RN";15241;1289;1732;1013;2300865,23;1236;241;50;1194;134;60;112;16;25722;14654;4
"1227";"2006";"2414001";"Tangará - RN";2989;1377;141;42;3524648,95000001;1546;214;16;757;60;161;151;5;6453;5237;4
"1230";"2006";"2414209";"Tibau do Sul - RN";234;885;36;71;654161,83;152;10;8;6;17;2;33;14;10924;15590;4
"1232";"2006";"2414407";"Touros - RN";17957;1637;5403;1526;3925511,02000005;5285;330;57;20914;728;274;447;20;68448;36217;6
"1235";"2006";"2414605";"Upanema - RN";4818;711;734;192;129103225,8;2268;557;86;536;55;195;285;13;22945;4903;4
"1236";"2006";"2414704";"Várzea - RN";505;104;73;16;618862,17;826;18;4;45;80;48;11;2;4769;1454;4
"1238";"2006";"2414803";"Vera Cruz - RN";1569;481;976;366;2388699,65000001;801;42;9;12650;372;82;15;16;10751;4073;4
"1240";"2006";"2415008";"Vila Flor - RN";600;46;53;26;16000;21;8;6;108;6;5;3;4;10449;3363;4
"1243";"2006";"2500304";"Alagoa Grande - PB";5955;607;1003;175;932299,269999998;3852;181;42;5457;129;498;195;6;22124;11076;4
"1244";"2006";"2500403";"Alagoa Nova - PB";6089;353;2448;243;5746156,83;3706;58;15;37641;383;51;43;8;40802;51655;4
"1245";"2006";"2500502";"Alagoinha - PB";2660;226;569;78;1584051,9;2545;81;21;1588;197;526;77;6;7487;3844;4
"1248";"2006";"2500601";"Alhandra - PB";6551;1524;3314;1449;7453297,67;1759;96;40;7302;492;405;59;17;45944;15758;4
"1249";"2006";"2500700";"São João do Rio do Peixe - PB";1904;1682;1866;426;20460076,7000003;4021;1618;25;2965;479;1205;124;1;15924;7560;6
"1251";"2006";"2500775";"Aparecida - PB";941;424;177;58;604649,839999999;623;70;9;359;46;101;97;3;4750;4251;4
"1252";"2006";"2500809";"Araçagi - PB";3575;725;2000;681;2945754,02000001;5514;221;31;4752;570;495;76;5;37964;12310;6
"1254";"2006";"2501005";"Araruna - PB";2049;335;485;100;1593427,33;3255;73;16;530;290;318;150;6;9540;8577;4
"1255";"2006";"2501104";"Areia - PB";5710;1176;3698;323;650611,17;5183;181;38;13031;628;94;213;41;31200;12327;4
"1257";"2006";"2501203";"Areial - PB";1637;207;292;82;407151,38;1589;463;8;730;420;102;309;3;2885;2107;4
"1258";"2006";"2501302";"Aroeiras - PB";1816;1232;757;47;497640,77;5081;175;5;148;506;623;36;1;14562;4093;6
"1261";"2006";"2501500";"Bananeiras - PB";5515;811;1470;356;1951157,03000003;7059;183;15;18175;806;316;124;13;23975;15095;6
"1263";"2006";"2501575";"Barra de Santana - PB";1400;3149;190;46;1068541,01;3097;91;8;39;425;121;67;2;23344;4040;4
"1264";"2006";"2501609";"Barra de Santa Rosa - PB";5638;447;701;47;2104470,93;3220;486;20;4409;101;206;250;3;10962;7017;4
"1265";"2006";"2501708";"Barra de São Miguel - PB";796;1440;616;610;298013,47;1662;44;16;655;185;122;20;2;6098;2733;4
"1267";"2006";"2501906";"Belém - PB";3415;60;199;8;202772,13;1735;81;7;1041;9;123;7;1;7223;3038;4
"1268";"2006";"2502003";"Belém do Brejo do Cruz - PB";1124;1097;171;64;1355804,33;654;521;26;29;29;99;93;3;8015;2922;4
"1270";"2006";"2502102";"Boa Ventura - PB";861;169;175;54;671108,679999998;1049;332;3;5259;18;156;14;2;3306;2826;4
"1274";"2006";"2502409";"Bonito de Santa Fé - PB";2654;399;320;75;2655568,36000002;1964;32;8;294;116;213;75;2;4872;4098;4
"1275";"2006";"2502508";"Boqueirão - PB";1411;2635;1065;671;674961,46;1895;615;17;1802;439;179;155;6;15781;7526;4
"1277";"2006";"2502706";"Borborema - PB";884;110;413;19;212716,22;662;204;3;30907;87;18;34;3;3025;5660;4
"1278";"2006";"2502805";"Brejo do Cruz - PB";595;1148;39;55;606927,1;580;51;9;19;33;165;18;4;11927;2499;4
"1280";"2006";"2503001";"Caaporã - PB";7458;8444;13058;8425;20424853,72;667;131;59;11944;215;87;14;11;40412;10553;4
"1281";"2006";"2503100";"Cabaceiras - PB";781;1034;585;118;1459008,44;1226;364;7;723;244;81;139;3;9088;3107;4
"1283";"2006";"2503308";"Cachoeira dos Índios - PB";1866;227;136;44;3143653,14;1536;229;6;258;9;218;45;1;5204;2917;4
"1285";"2006";"2503506";"Cacimba de Dentro - PB";3103;384;1056;88;303735,86;4523;100;25;1029;634;505;177;4;5252;4151;6
"1287";"2006";"2503605";"Caiçara - PB";2863;143;195;7;1944981,10000001;1130;29;11;888;99;75;89;1;3937;2464;4
"1288";"2006";"2503704";"Cajazeiras - PB";3988;628;510;152;3628052,23000001;2907;580;6;4846;111;435;126;3;12520;6570;4
