"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"despesa_terras";"CR_RECOR";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"5052";"2006";"4322202";"Tupanciretã - RS";137702;49203;89114;54060;233591968,229999;3244;3728;945;132166;1082;899;787;983;634357;99975;2
"5053";"2006";"4322251";"Tupandi - RS";1113;11495;366;298;31005423,83;945;554;82;1416;292;149;227;58;54504;13396;4
"5054";"2006";"4322301";"Tuparendi - RS";17547;10572;11365;8941;361376516,799996;3806;3594;532;12318;1462;1373;930;432;114004;23900;8
"5055";"2006";"4322327";"Turuçu - RS";6367;4764;6288;4280;166044227,37;1463;2318;318;10591;405;355;235;331;48012;9832;9
"5057";"2006";"4322350";"União da Serra - RS";4683;3905;2898;2597;218357888,520001;1228;1962;150;17499;406;404;316;133;86455;14290;9
"5058";"2006";"4322376";"Unistalda - RS";6476;4027;2975;3276;135861841,32;1119;662;119;3351;241;56;120;55;52659;9452;4
"5059";"2006";"4322400";"Uruguaiana - RS";68807;37130;105233;45183;143420808,38;1188;3535;1161;183956;356;248;547;106;717910;168648;2
"5060";"2006";"4322509";"Vacaria - RS";44816;54204;97103;55389;235810074,03;2226;2388;895;253259;607;322;413;480;711047;127689;2
"5063";"2006";"4322541";"Vale Real - RS";766;550;831;486;5385034,83;472;249;86;8087;148;107;102;62;6486;10510;4
"5066";"2006";"4322707";"Vera Cruz - RS";9346;10090;16988;10362;40727968,2699985;4932;6607;486;41449;1720;1650;1410;1049;94949;36162;5
"5067";"2006";"4322806";"Veranópolis - RS";4328;4965;4154;2654;182695316,34;1823;2105;551;15646;604;500;402;435;63366;23840;8
"5069";"2006";"4322905";"Viadutos - RS";10901;7933;5052;5349;278470325,45;2652;1819;304;6169;920;862;562;441;60282;11333;8
"5070";"2006";"4323002";"Viamão - RS";27433;17692;23548;15423;63688428,99;6142;4198;1006;41837;1737;280;787;489;194547;53630;8
"5071";"2006";"4323101";"Vicente Dutra - RS";8543;2935;3529;2595;229409516,120001;3050;3592;129;11522;843;866;632;195;51831;15192;8
"5073";"2006";"4323309";"Vila Flores - RS";2255;2196;1377;1197;54654280,82;907;829;166;791;243;174;171;88;32940;10258;4
"5074";"2006";"4323358";"Vila Lângaro - RS";9552;5715;9622;5124;287444829,549999;1602;1313;281;12672;450;448;363;367;67906;12859;9
"5076";"2006";"4323457";"Vila Nova do Sul - RS";5256;3377;2515;3275;119264779,53;1790;973;170;3743;435;93;386;255;50155;6623;9
"5077";"2006";"4323507";"Vista Alegre - RS";3746;7235;2016;1947;174357672,87;1273;1538;91;3113;462;411;216;249;43750;7291;9
"5078";"2006";"4323606";"Vista Alegre do Prata - RS";2814;2752;992;1786;219761914,57;1028;1288;144;1152;333;308;143;276;87210;8050;9
"5081";"2006";"4323770";"Westfália - RS";1852;19146;329;759;43859531,4999997;945;1062;129;323;355;303;343;98;171723;16220;9
"5083";"2006";"5000203";"Água Clara - MS";24426;30129;11036;13535;54318427,42;910;2668;941;19962;166;56;321;176;491191;78710;2
"5084";"2006";"5000252";"Alcinópolis - MS";6231;13074;6844;7779;7072805,76;869;1285;465;8969;52;25;176;61;223887;25002;9
"5085";"2006";"5000609";"Amambai - MS";47999;82340;77557;26154;91401497,1900003;1623;2366;699;40997;355;198;502;330;419211;42826;2
"5086";"2006";"5000708";"Anastácio - MS";5087;6857;598;2154;18478411,97;2311;1098;334;885;69;43;242;109;119657;21007;9
"5087";"2006";"5000807";"Anaurilândia - MS";5246;7451;1703;1551;13781265,11;1612;1050;419;3371;100;25;340;154;154246;22850;9
"5088";"2006";"5000856";"Angélica - MS";12384;6493;4325;2761;10065936,58;1187;538;177;22146;153;71;153;135;295005;23446;9
"5089";"2006";"5000906";"Antônio João - MS";8104;4713;3744;3229;14564607,09;305;318;103;8779;52;36;78;54;184893;17332;4
"5090";"2006";"5001003";"Aparecida do Taboado - MS";27270;34884;27154;29739;12645899,85;993;1922;558;65425;176;62;303;170;247126;55263;9
"5091";"2006";"5001102";"Aquidauana - MS";1872;13427;536;23788;18787462,63;1531;1789;604;196;70;18;339;103;220924;46439;9
"5092";"2006";"5001243";"Aral Moreira - MS";73370;200270;219410;201122;62913661,23;956;2325;652;92771;372;358;355;339;595856;53835;2
"5093";"2006";"5001508";"Bandeirantes - MS";26767;15476;15352;12231;11599863,53;779;1313;467;29339;108;63;193;126;346732;39474;9
"5094";"2006";"5001904";"Bataguassu - MS";1163;3851;333;862;9145092,85;1676;877;259;421;64;21;258;89;128490;15028;4
"5095";"2006";"5002001";"Batayporã - MS";10277;14485;9292;9356;12872159,61;1505;1379;353;9418;163;94;231;194;188056;17799;9
"5096";"2006";"5002100";"Bela Vista - MS";14588;13089;5972;4837;13587683,44;1846;1055;352;14095;124;66;406;89;263371;35860;9
"5097";"2006";"5002159";"Bodoquena - MS";2370;4240;1714;1970;17298958;1287;768;226;886;41;74;159;16;81104;12841;4
"5098";"2006";"5002209";"Bonito - MS";9783;15586;10854;7463;12498110,14;1713;1753;607;11339;78;48;475;63;323208;39388;9
"5099";"2006";"5002308";"Brasilândia - MS";2164;31390;3806;7351;47012335,08;1503;1399;519;16247;118;48;266;163;644897;44740;9
"5100";"2006";"5002407";"Caarapó - MS";64165;36384;63451;36625;66236390,47;1822;2195;710;90408;345;301;448;209;567678;64187;2
"5101";"2006";"5002605";"Camapuã - MS";8465;17981;2057;5606;72351105,5399999;1324;1745;637;3627;98;34;277;114;327140;45193;9
"5102";"2006";"5002704";"Campo Grande - MS";23148;49081;15349;19229;143034709,67;3202;3819;1131;26973;577;295;765;527;543262;67638;8
"5103";"2006";"5002803";"Caracol - MS";343;4805;450;846;29088183,77;773;816;270;234;27;12;236;20;88356;16798;4
"5104";"2006";"5002902";"Cassilândia - MS";6918;16432;3198;9962;33145896,66;1008;1447;449;7864;115;43;240;143;158079;23996;9
"5105";"2006";"5002951";"Chapadão do Sul - MS";80138;70185;82753;66272;51808421,46;1075;1913;689;98135;194;88;255;216;678129;86146;2
"5106";"2006";"5003108";"Corguinho - MS";2574;6403;222;1690;9479190,47;952;1115;344;35;54;2;183;73;96686;15824;4
"5107";"2006";"5003157";"Coronel Sapucaia - MS";12073;6101;4932;5051;1753658,36;553;524;175;14216;64;47;129;93;95374;10745;4
"5108";"2006";"5003207";"Corumbá - MS";2058;23370;229;1983;60505991,65;4225;2679;1003;321;42;23;538;11;467632;120790;2
"5109";"2006";"5003256";"Costa Rica - MS";87254;67586;95550;60625;40880942,8;1499;2339;787;140059;177;99;326;181;881855;101032;2
"5110";"2006";"5003306";"Coxim - MS";11690;14937;6736;6096;73280632,7600001;1479;1846;602;16900;107;122;227;129;283014;41074;9
"5111";"2006";"5003454";"Deodápolis - MS";9757;7276;7490;5746;9602497,92;1593;619;169;8477;235;99;208;230;132751;14487;9
"5112";"2006";"5003488";"Dois Irmãos do Buriti - MS";2201;9284;1456;2603;19081339,44;1707;1489;381;2128;148;147;252;180;106363;22481;9
"5113";"2006";"5003504";"Douradina - MS";11966;9160;12627;9096;6005041,45;323;567;180;15512;100;97;89;29;77179;12110;4
"5114";"2006";"5003702";"Dourados - MS";127453;184602;211730;179597;131630855,76;4840;6463;1789;171494;946;856;1106;706;1028050;136630;2
"5115";"2006";"5003751";"Eldorado - MS";11755;9455;10041;7620;3306879,72;963;920;159;17608;186;132;197;194;169960;15631;9
"5116";"2006";"5003801";"Fátima do Sul - MS";12509;30559;30720;25786;8109173,63999999;1945;965;271;20329;552;562;388;154;66784;14060;9
"5118";"2006";"5004007";"Glória de Dourados - MS";3298;8217;2416;2127;8994966,19999999;1706;601;107;3185;258;98;283;203;63350;15322;4
"5119";"2006";"5004106";"Guia Lopes da Laguna - MS";3207;3380;1196;1060;4712868,19;1368;371;177;4073;52;16;121;41;103543;10606;4
"5120";"2006";"5004304";"Iguatemi - MS";25436;19188;13532;12231;42738045,72;1979;982;288;17794;127;105;338;134;250584;32994;9
"5121";"2006";"5004403";"Inocência - MS";1534;14302;1267;3115;16367505;1112;1661;529;1409;144;40;369;164;223554;36603;9
"5122";"2006";"5004502";"Itaporã - MS";58779;46847;67207;49532;42135050,9500001;1532;2796;774;79815;555;533;587;205;377809;42763;2
"5123";"2006";"5004601";"Itaquiraí - MS";47498;26796;41262;27386;8505337,25;5318;1900;285;82269;526;277;501;406;459614;53131;2
"5124";"2006";"5004700";"Ivinhema - MS";14812;11557;10385;4125;10533123,35;2852;1165;309;10074;788;558;385;498;469340;27159;8
"5125";"2006";"5004809";"Japorã - MS";3997;2947;2898;2001;1981824,21;1332;535;86;2975;98;201;235;181;29436;5981;4
"5126";"2006";"5004908";"Jaraguari - MS";5062;10542;4565;4470;5373042,94;1903;1542;441;3883;179;85;176;145;171083;22855;9
"5127";"2006";"5005004";"Jardim - MS";2872;6634;2507;2246;13215475,22;883;645;240;3349;56;14;174;62;133524;14932;4
"5128";"2006";"5005103";"Jateí - MS";11365;12814;8558;7419;24159137,52;1149;974;257;13675;132;93;243;124;269010;20362;9
"5129";"2006";"5005152";"Juti - MS";18500;78330;14697;10658;6741804,84;557;586;199;26258;90;59;134;108;239735;15450;9
"5130";"2006";"5005202";"Ladário - MS";391;573;149;90;5956,8;472;159;35;1242;13;12;67;2;5470;1935;4
"5131";"2006";"5005251";"Laguna Carapã - MS";79858;46308;72274;46244;61959497,57;663;1850;562;96168;246;235;251;209;587568;67646;2
"5132";"2006";"5005400";"Maracaju - MS";191505;105291;155204;107167;233846946,51;1675;3493;1144;242806;397;412;439;294;1487676;184296;7
"5133";"2006";"5005608";"Miranda - MS";9216;13523;12196;10212;15909188,79;994;1203;339;8891;27;35;155;18;202659;29111;9
"5134";"2006";"5005681";"Mundo Novo - MS";5696;4789;4906;3145;4846486,31;1223;494;120;6426;332;189;262;362;55641;9109;9
"5135";"2006";"5005707";"Naviraí - MS";53442;33843;44454;34647;57941224,67;1146;1436;426;128401;271;149;229;260;617208;68986;2
"5136";"2006";"5005806";"Nioaque - MS";2962;10465;2108;2479;31504929,73;4364;1867;482;2662;153;230;600;223;182861;25310;9
"5137";"2006";"5006002";"Nova Alvorada do Sul - MS";34582;222187;219345;215297;35020675,63;1686;1820;558;41690;182;82;319;226;648218;65005;2
"5139";"2006";"5006259";"Novo Horizonte do Sul - MS";5071;6871;1280;1623;35995740,36;1756;1254;104;3474;220;171;230;208;98323;8326;9
"5140";"2006";"5006309";"Paranaíba - MS";11031;20863;7879;9769;79717920,1899999;2689;3080;799;7783;372;181;416;349;291730;44040;8
"5141";"2006";"5006358";"Paranhos - MS";5124;4785;2348;3291;14298188,32;748;526;94;11253;67;76;264;57;66564;10600;4
"5142";"2006";"5006408";"Pedro Gomes - MS";7608;56582;14952;51459;20240842,65;1094;1128;345;10591;79;104;168;71;164762;25873;9
"5143";"2006";"5006606";"Ponta Porã - MS";125233;112584;156757;110465;118102156,6;8681;3704;1013;156835;1213;1162;1142;913;1197910;95469;2
"5144";"2006";"5006903";"Porto Murtinho - MS";6563;15618;726;2867;25180980,82;713;1343;530;3068;26;34;256;21;227764;42994;9
"5145";"2006";"5007109";"Ribas do Rio Pardo - MS";13401;44790;6581;15959;37188366,87;1664;4613;1599;17345;207;70;605;277;615714;98388;2
"5146";"2006";"5007208";"Rio Brilhante - MS";180722;77737;132071;84547;103081204,31;4681;3012;1018;387214;463;410;475;321;1147362;144650;7
"5147";"2006";"5007307";"Rio Negro - MS";2262;3674;1926;1565;346227,5;789;613;229;2336;31;69;197;32;73639;9550;4
"5148";"2006";"5007406";"Rio Verde de Mato Grosso - MS";7765;16632;4652;3972;15401224,43;1846;1628;627;10474;147;66;350;141;322059;43938;9
"5149";"2006";"5007505";"Rochedo - MS";509;5234;346;1166;11462453,63;1100;1279;348;1669;94;24;197;109;95683;12150;9
"5150";"2006";"5007554";"Santa Rita do Pardo - MS";7447;12808;1682;3513;10973042,68;1775;1430;521;3903;140;64;384;126;408261;54283;9
"5151";"2006";"5007695";"São Gabriel do Oeste - MS";84543;83590;75985;52309;70186947,93;1276;2986;878;132220;314;231;376;285;781610;89676;2
"5152";"2006";"5007703";"Sete Quedas - MS";8611;6255;5481;5329;24372659,35;454;593;134;8478;73;57;153;53;125035;12295;4
"5153";"2006";"5007802";"Selvíria - MS";2258;8040;755;1973;5058900,48;455;1004;310;2726;99;25;198;117;151583;21186;9
"5154";"2006";"5007901";"Sidrolândia - MS";82304;48793;61517;41313;161126264,65;4424;3062;970;119046;793;249;579;791;1157299;125361;2
"5155";"2006";"5007935";"Sonora - MS";82144;278356;37409;274196;38659289,66;785;1319;453;210666;70;48;115;72;348120;71097;2
"5156";"2006";"5007950";"Tacuru - MS";12768;13749;6406;8441;27590442,98;512;827;226;10100;106;93;141;108;149781;18017;9
"5157";"2006";"5007976";"Taquarussu - MS";15966;2250;4219;1369;17658303,97;362;439;127;15101;82;46;99;73;76589;8187;4
"5158";"2006";"5008008";"Terenos - MS";7503;12081;2736;3896;19029835,49;5919;1882;576;6532;308;58;326;324;330743;52794;9
"5159";"2006";"5008305";"Três Lagoas - MS";8832;25188;803;3347;55330963,77;1640;2726;1017;249;241;63;538;282;561175;386000;2
"5160";"2006";"5008404";"Vicentina - MS";6374;7860;6860;5809;3552735,03;1167;608;142;7380;270;259;177;96;75600;7472;4
"5161";"2006";"5100102";"Acorizal - MT";5856;948;388;303;1738354,31;966;165;93;907;97;26;201;67;17693;2364;4
"5162";"2006";"5100201";"Água Boa - MT";44357;20760;14821;14546;76986466,36;2915;2093;597;21353;239;146;622;171;722623;29084;2
"5163";"2006";"5100250";"Alta Floresta - MT";6452;16326;2138;3851;64440281,68;4608;1173;464;6916;203;732;201;148;406503;29601;9
"5164";"2006";"5100300";"Alto Araguaia - MT";33263;29383;30022;25191;5684318,82;1343;1335;467;34423;153;81;260;166;232545;23092;9
"5165";"2006";"5100359";"Alto Boa Vista - MT";2339;2910;853;1034;84877576,4899999;1049;282;97;1233;44;18;32;11;70768;4289;4
"5166";"2006";"5100409";"Alto Garças - MT";71544;57100;75059;58773;61511962,98;321;1489;629;45976;79;64;115;49;453550;54732;2
"5167";"2006";"5100508";"Alto Paraguai - MT";7974;5586;3961;4428;10369071,91;1024;365;139;4024;48;61;151;62;60267;5941;4
"5168";"2006";"5100607";"Alto Taquari - MT";45422;32427;150182;34184;14093291,28;244;763;228;55094;71;54;62;78;490422;48272;2
"5169";"2006";"5100805";"Apiacás - MT";431;4786;35;903;11565266,87;1429;148;113;270;5;75;169;5;79172;7782;4
"5170";"2006";"5101001";"Araguaiana - MT";2013;16082;305;4131;8717057,21;635;1062;301;498;24;89;102;33;128780;9015;4
"5173";"2006";"5101308";"Arenápolis - MT";1633;1901;739;2989;6105290,26;803;142;51;1862;81;99;59;40;31321;2551;4
"5174";"2006";"5101407";"Aripuanã - MT";12947;9484;179;575;25071226,34;3181;179;120;912;28;57;143;13;162057;15935;4
"5175";"2006";"5101605";"Barão de Melgaço - MT";277;801;63;44;4851989,18;1871;144;78;925;2;42;186;1;40285;6595;4
"5176";"2006";"5101704";"Barra do Bugres - MT";36341;38699;173851;24818;31678633,52;1725;1502;502;99465;106;164;290;136;380855;76611;2
"5177";"2006";"5101803";"Barra do Garças - MT";24231;32952;31602;17473;38029992,17;1119;1556;465;29236;107;59;248;79;348180;23595;9
"5178";"2006";"5101852";"Bom Jesus do Araguaia - MT";28421;13805;2812;11476;16432078,58;1412;460;164;16511;26;15;281;22;481062;9820;9
"5179";"2006";"5101902";"Brasnorte - MT";96056;64973;59010;61908;78670874,32;992;755;351;67061;112;80;67;134;1120849;52779;2
"5180";"2006";"5102504";"Cáceres - MT";9697;20956;5229;5966;92185055,1000002;5990;2068;697;8008;162;272;382;270;457109;40496;9
"5181";"2006";"5102603";"Campinápolis - MT";6507;7856;2858;2045;25363883,95;2259;521;182;5794;55;49;263;37;182646;9879;4
"5182";"2006";"5102637";"Campo Novo do Parecis - MT";344477;172885;274400;176684;118656767,67;515;3081;1024;471982;240;149;190;208;2259979;177540;7
"5183";"2006";"5102678";"Campo Verde - MT";215618;171228;244746;164830;148854341,9;1723;2906;1172;548215;575;479;457;442;1908642;216053;7
"5184";"2006";"5102686";"Campos de Júlio - MT";177915;93546;125838;96574;86236013,82;213;1377;449;236499;84;87;86;51;1069138;106391;2
"5186";"2006";"5102702";"Canarana - MT";90381;43080;47907;36310;83518161,0199998;1624;2744;911;79618;277;158;296;255;863316;34932;2
"5187";"2006";"5102793";"Carlinda - MT";2375;8139;259;1469;6130751;4525;350;152;807;89;653;135;72;132865;9710;4
"5188";"2006";"5102850";"Castanheira - MT";1248;7004;287;411;22373018,96;2521;122;80;507;4;137;133;9;146965;13087;4
"5189";"2006";"5103007";"Chapada dos Guimarães - MT";10617;9177;7127;7144;19470314,22;2296;798;344;9913;199;89;385;202;202028;19594;9
"5190";"2006";"5103056";"Cláudia - MT";50989;22185;30067;20881;14476862,94;771;1175;336;39629;217;118;157;183;365133;11591;9
"5192";"2006";"5103205";"Colíder - MT";12632;9215;1348;2392;59806403,1300002;4495;834;251;9373;227;406;319;201;188543;15105;9
"5193";"2006";"5103254";"Colniza - MT";17964;2617;1182;250;7098605,89999997;8059;42;58;3023;25;770;328;10;152638;9881;6
"5194";"2006";"5103304";"Comodoro - MT";44794;19980;20104;15835;40898558,57;3070;700;280;25978;62;96;311;62;400579;24467;9
"5195";"2006";"5103353";"Confresa - MT";12690;7381;9209;4048;120310467,099997;3904;197;81;14471;15;21;251;8;234682;23492;4
"5196";"2006";"5103361";"Conquista D'Oeste - MT";1348;3386;612;1627;3244387,2;827;242;66;224;55;60;107;28;88532;3542;4
"5197";"2006";"5103379";"Cotriguaçu - MT";8539;3620;1743;557;22356145,4200001;5429;117;107;1651;94;323;200;36;103779;7530;4
"5198";"2006";"5103403";"Cuiabá - MT";2602;3805;1760;1118;43415793,29;2111;780;219;3499;162;42;171;115;94002;9292;4
"5199";"2006";"5103437";"Curvelândia - MT";885;1859;1637;830;9338918,59999999;1192;199;44;1313;29;34;17;19;52148;3726;4
"5200";"2006";"5103452";"Denise - MT";13988;32678;84851;29561;9210133,2;3620;310;115;13720;44;45;89;29;263373;38780;9
"5201";"2006";"5103502";"Diamantino - MT";221689;77086;78232;57969;66263233,74;2228;2000;770;291679;417;164;365;506;1602621;171317;7
"5203";"2006";"5103700";"Feliz Natal - MT";36265;14393;19568;14301;53405583,48;496;569;201;27574;59;53;62;36;509815;10834;9
"5204";"2006";"5103809";"Figueirópolis D'Oeste - MT";336;3249;24;772;6004921,42;1344;284;65;18;18;203;122;4;83111;5545;4
"5205";"2006";"5103858";"Gaúcha do Norte - MT";62147;108354;131791;103528;31312829,35;998;1181;457;35161;176;107;130;149;642250;15762;2
"5206";"2006";"5103908";"General Carneiro - MT";67802;30515;34803;29034;15950615,13;653;563;268;62673;41;38;126;31;306082;13816;9
"5207";"2006";"5103957";"Glória D'Oeste - MT";721;3052;182;458;13574238,37;778;556;148;340;30;128;43;8;48326;4320;4
"5208";"2006";"5104104";"Guarantã do Norte - MT";3619;7221;744;699;43734521,5300002;7973;492;232;2072;95;142;201;58;180887;12221;6
"5209";"2006";"5104203";"Guiratinga - MT";75286;37687;43713;36814;30096566,32;1432;1277;546;90452;64;54;365;76;310343;42586;2
"5211";"2006";"5104526";"Ipiranga do Norte - MT";155644;107906;158521;109281;5178997,36;873;1715;566;173109;257;221;218;262;1122885;48489;2
"5212";"2006";"5104542";"Itanhangá - MT";37664;13947;14863;13343;632915,11;2299;582;199;20858;228;200;64;184;397424;12699;9
"5213";"2006";"5104559";"Itaúba - MT";23948;14291;16326;10898;25344376,46;397;434;160;28434;29;28;133;47;230836;10035;4
"5214";"2006";"5104609";"Itiquira - MT";204108;126308;165363;126412;59389171,32;1411;2517;996;299306;340;136;324;196;1133368;105803;7
"5215";"2006";"5104807";"Jaciara - MT";23840;19308;62041;17499;70832019,31;816;839;255;19005;111;110;202;78;275608;55383;9
"5216";"2006";"5104906";"Jangada - MT";2556;2093;936;1048;169413,55;1850;758;78;6491;155;39;113;119;42646;8226;4
"5217";"2006";"5105002";"Jauru - MT";786;5113;603;235;16938806,08;2364;575;57;608;17;75;73;4;100437;8685;4
"5218";"2006";"5105101";"Juara - MT";3007;17743;1312;4562;80260185,83;3014;1195;497;1345;120;252;313;71;579260;32078;9
"5219";"2006";"5105150";"Juína - MT";12397;16191;3002;6048;48831273,75;5189;745;294;4891;345;528;422;163;217263;22964;9
"5220";"2006";"5105176";"Juruena - MT";1777;3006;225;22;12366440,1;2395;50;44;219;7;29;304;6;50947;5361;4
"5221";"2006";"5105200";"Juscimeira - MT";48615;45473;76726;42872;73087365,71;1503;698;238;41060;63;105;339;48;184893;25456;9
"5222";"2006";"5105234";"Lambari D'Oeste - MT";18930;9911;340651;8549;9206377,73999999;854;282;98;163225;21;53;64;23;305663;32583;2
"5223";"2006";"5105259";"Lucas do Rio Verde - MT";171394;142570;201266;145396;196017991,22;954;2557;733;315197;220;184;213;144;1248305;120621;7
"5224";"2006";"5105309";"Luciara - MT";1185;784;12;73;6102831,5;240;107;57;22;3;2;15;2;7821;1696;4
"5225";"2006";"5105507";"Vila Bela da Santíssima Trindade - MT";7586;16896;1938;3811;53339805,62;3096;1434;498;5792;32;211;266;20;598157;34007;9
"5226";"2006";"5105580";"Marcelândia - MT";7620;7686;2009;3553;38869785,72;2479;743;352;3180;185;138;150;116;282137;9687;9
"5227";"2006";"5105606";"Matupá - MT";13199;8613;5142;4898;9776457,46;4099;535;204;7088;174;195;467;75;392913;9243;9
"5228";"2006";"5105622";"Mirassol d'Oeste - MT";37583;3751;324;610;12660058,26;3686;504;131;5705;86;103;153;35;140834;18246;4
"5229";"2006";"5105903";"Nobres - MT";15216;6225;4981;3952;17587691,5;1189;557;188;19576;60;25;58;50;189403;9072;4
"5230";"2006";"5106000";"Nortelândia - MT";11778;10236;16937;8346;24668112,7900001;1161;308;88;18254;171;145;186;169;188217;6513;4
"5231";"2006";"5106109";"Nossa Senhora do Livramento - MT";6553;859125;915;803;21297720,57;2553;828;305;4920;74;43;473;56;58856;9632;2
"5232";"2006";"5106158";"Nova Bandeirantes - MT";3319;5226;1401;408;10792711,0799999;3781;184;134;4325;15;390;53;2;92501;10266;4
"5233";"2006";"5106174";"Nova Nazaré - MT";7008;2684;1220;857;3184957,62;598;287;104;2720;15;28;77;21;65342;2977;4
"5234";"2006";"5106182";"Nova Lacerda - MT";23000;5818;1005;2792;10587907,97;890;390;148;1828;24;104;94;14;217959;6386;4
"5235";"2006";"5106190";"Nova Santa Helena - MT";2913;7508;2640;2056;14292986,46;746;428;145;4443;33;84;54;44;120539;5210;4
"5236";"2006";"5106208";"Nova Brasilândia - MT";3090;1970;225;261;8186272,53;1123;273;115;3220;42;13;123;33;64011;5693;4
"5237";"2006";"5106216";"Nova Canaã do Norte - MT";8942;15168;3264;4987;27846177,1100001;3381;823;246;3510;112;515;198;84;269741;16477;9
"5238";"2006";"5106224";"Nova Mutum - MT";262069;238419;298017;239955;400841807,14;1434;2902;1034;520725;339;268;494;327;2298926;149823;7
"5239";"2006";"5106232";"Nova Olímpia - MT";62163;20697;64747;19663;25946542,2;1377;879;307;524148;18;31;200;14;146234;32253;2
"5240";"2006";"5106240";"Nova Ubiratã - MT";282719;352896;505845;352910;45806509,56;1829;2234;872;221620;233;177;416;207;1515249;71247;7
"5241";"2006";"5106257";"Nova Xavantina - MT";29905;31111;25024;21462;49331716,6400002;3332;1429;466;29242;247;129;597;133;283650;20503;9
"5242";"2006";"5106265";"Novo Mundo - MT";2992;7001;2491;2099;16120419;2635;457;193;1915;69;63;245;56;260033;12415;4
"5243";"2006";"5106273";"Novo Horizonte do Norte - MT";696;1445;152;274;3201208,45;1418;94;35;306;67;18;197;31;39058;3898;4
"5244";"2006";"5106281";"Novo São Joaquim - MT";83400;404092;414142;399106;39556579,86;1498;991;408;52531;63;42;102;39;547209;38240;2
"5245";"2006";"5106299";"Paranaíta - MT";4168;8916;1343;2878;18695316,08;4839;510;201;1248;106;814;227;50;151504;12769;6
"5246";"2006";"5106307";"Paranatinga - MT";40393;22332;17673;13781;54090276,66;2426;1854;753;30138;91;50;240;63;1005565;28417;2
"5247";"2006";"5106315";"Novo Santo Antônio - MT";1537;2799;2668;178;360896,86;576;51;16;18;5;4;193;1;7383;846;4
"5248";"2006";"5106372";"Pedra Preta - MT";54332;59584;68166;54845;101418052,58;1972;1566;614;218521;61;228;309;65;691553;80968;2
"5249";"2006";"5106422";"Peixoto de Azevedo - MT";3443;6918;848;2174;20206240,4600001;3553;282;163;3958;50;78;119;29;268262;10558;4
"5250";"2006";"5106455";"Planalto da Serra - MT";6784;3290;770;1026;15878926,29;423;292;124;33;42;8;68;37;134148;4838;4
"5251";"2006";"5106505";"Poconé - MT";30187;3901;1242;598;25621896,08;3850;616;333;125649;42;95;234;59;97665;34016;9
"5252";"2006";"5106653";"Pontal do Araguaia - MT";859;3049;76;392;927636,35;469;447;213;55;57;44;104;58;50741;4515;4
"5253";"2006";"5106703";"Ponte Branca - MT";201;860;52;142;913281,53;300;84;46;56;23;4;22;6;10055;1245;4
"5254";"2006";"5106752";"Pontes e Lacerda - MT";11681;15596;3603;5599;70551715,7599998;3421;1303;428;3770;109;242;252;44;448508;28122;9
"5255";"2006";"5106778";"Porto Alegre do Norte - MT";11286;1459;301;147;9049344,49;1619;209;70;645;33;15;74;6;195385;8901;4
"5256";"2006";"5106802";"Porto dos Gaúchos - MT";47398;28614;34609;27792;8634643,54;986;741;272;52196;68;30;59;69;749791;20780;9
"5257";"2006";"5106828";"Porto Esperidião - MT";1135;7277;351;1162;11915635,54;2329;1091;355;1296;91;150;141;23;178041;18098;9
"5258";"2006";"5106851";"Porto Estrela - MT";1255;2993;306;961;9422406,84;1255;352;137;343;45;86;74;28;48644;4720;4
"5259";"2006";"5107008";"Poxoréu - MT";52632;48152;52294;42035;47039271,05;2424;1452;595;98009;146;333;372;166;616084;62411;2
"5260";"2006";"5107040";"Primavera do Leste - MT";185154;66672;98671;69933;152920031,09;921;1253;623;186147;120;83;121;99;1439575;115144;2
"5261";"2006";"5107065";"Querência - MT";157838;1075550;1111841;1070685;53310550,7099999;1296;1852;561;355828;189;154;393;182;1608404;50669;1
"5262";"2006";"5107107";"São José dos Quatro Marcos - MT";3010;5909;2774;2153;22172554,14;3550;1409;235;3989;218;580;168;29;120172;11212;9
"5265";"2006";"5107198";"Ribeirãozinho - MT";12378;4820;4789;4524;731782,73;314;228;78;6784;8;7;66;7;91869;3915;4
"5266";"2006";"5107206";"Rio Branco - MT";559;1880;81;497;5466320;595;126;35;80;8;78;34;6;18755;2848;4
"5267";"2006";"5107248";"Santa Carmem - MT";54380;30861;51826;30391;25964277,81;623;1054;318;46901;156;112;130;131;489037;12810;9
"5268";"2006";"5107263";"Santo Afonso - MT";608;3190;355;909;5147856,26;483;301;83;459;34;52;75;19;128268;4894;4
"5269";"2006";"5107297";"São José do Povo - MT";323;1926;49;156;13186307,93;1499;168;63;95;4;125;156;10;54860;2693;4
"5270";"2006";"5107305";"São José do Rio Claro - MT";90510;42575;71827;42542;61959811,99;1564;1000;275;84010;120;91;218;105;553891;42911;2
"5271";"2006";"5107354";"São José do Xingu - MT";3706;7806;220;1504;75523854,46;589;554;177;314;28;18;84;30;446115;15435;4
"5272";"2006";"5107404";"São Pedro da Cipa - MT";2523;1628;1427;1064;7435222,42;340;149;40;895;30;53;35;18;35672;6249;4
"5273";"2006";"5107578";"Rondolândia - MT";1962;3244;2153;282;465056,34;1601;86;78;3523;3;117;42;3;81874;8818;4
