"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"CR_sicor";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"3104";"2017";"3200508";"Apiacá - ES";2193;3661;7036;4970899,08;2084;283;12;12525;424;332;141;213;18792;19179;2
"3105";"2017";"3200607";"Aracruz - ES";10192,2;55166;34963;30151126,44;10184;1217;761;67793;705;512;327;444;133284;56493;3
"3106";"2017";"3200706";"Atílio Vivácqua - ES";2026,8;4139;3624;6150716,47;1197;61;41;9219;242;139;90;122;26748;15956;2
"3107";"2017";"3200805";"Baixo Guandu - ES";7153,7;9793;16332;16744468,1;4216;149;133;27921;844;704;447;327;56249;34825;3
"3108";"2017";"3200904";"Barra de São Francisco - ES";7756,9;26929;20071;11872325,22;8059;93;76;38460;1631;659;252;730;70090;41002;3
"3109";"2017";"3201001";"Boa Esperança - ES";9822,8;15247;37961;25166233,68;12439;1075;623;72776;917;772;483;557;80599;62417;3
"3110";"2017";"3201100";"Bom Jesus do Norte - ES";333,7;1080;494;3202851,34;431;19;12;1066;99;44;72;47;4110;3563;2
"3111";"2017";"3201159";"Brejetuba - ES";12070,9;19783;44349;27793661,27;5368;149;145;74834;783;519;204;402;65456;70653;3
"3112";"2017";"3201209";"Cachoeiro de Itapemirim - ES";8536,2;35410;14785;28157304,64;4493;198;153;37293;1196;1011;347;515;114807;58586;3
"3113";"2017";"3201308";"Cariacica - ES";2033,3;3021;4965;4625444,64;1275;65;57;16192;290;122;70;127;20879;11233;2
"3114";"2017";"3201407";"Castelo - ES";13765,4;22614;39552;31080337,47;6151;237;200;78234;2196;2039;647;909;103041;67206;3
"3115";"2017";"3201506";"Colatina - ES";13605,5;27419;62213;53827423,27;6819;669;594;114012;1944;1656;486;1076;126020;49710;3
"3116";"2017";"3201605";"Conceição da Barra - ES";16451,5;8845;25236;6888637,98;2284;224;189;55848;448;226;158;252;71099;44091;2
"3117";"2017";"3201704";"Conceição do Castelo - ES";6771,4;12289;17136;16168396,56;3289;231;195;37373;885;703;412;381;58263;27098;3
"3118";"2017";"3201803";"Divino de São Lourenço - ES";2406,6;4961;6439;3907576,63;1775;117;109;14629;552;258;129;267;21478;21319;2
"3119";"2017";"3201902";"Domingos Martins - ES";23731,8;88860;38264;46907928,59;11284;1566;1537;89618;3905;3065;731;2059;214825;127583;4
"3120";"2017";"3202009";"Dores do Rio Preto - ES";4598;9598;20223;9826411,48;3316;220;174;34145;581;277;239;374;42731;23526;2
"3121";"2017";"3202108";"Ecoporanga - ES";3910,8;26875;10007;57949220,87;6281;280;171;22574;868;557;365;577;160810;58935;3
"3122";"2017";"3202207";"Fundão - ES";2909,1;4611;7965;13978080,33;1504;82;61;19630;334;237;92;223;31025;27620;2
"3123";"2017";"3202256";"Governador Lindenberg - ES";10828,3;20513;56228;29664830,51;3834;168;165;63570;1055;1056;188;583;91632;43848;3
"3124";"2017";"3202306";"Guaçuí - ES";8492,7;14184;20157;8804785,42;5083;259;194;57488;1266;698;322;819;68788;36848;3
"3125";"2017";"3202405";"Guarapari - ES";3917,4;11678;4782;2741424,46;1631;65;55;18025;458;348;148;256;33754;48728;2
"3126";"2017";"3202454";"Ibatiba - ES";11261,5;20159;47398;20304851,65;6122;208;204;86439;1722;1233;151;702;78367;42697;3
"3128";"2017";"3202553";"Ibitirama - ES";5591,5;11799;24826;13401448,51;4610;246;224;42832;917;650;252;374;52347;48742;3
"3129";"2017";"3202603";"Iconha - ES";5128,9;5630;10216;6604768,22;1967;20;10;31796;888;703;106;241;39289;33721;2
"3130";"2017";"3202652";"Irupi - ES";8710,4;15155;36029;21114005,14;4602;157;150;51510;1025;638;419;565;60241;41912;3
"3131";"2017";"3202702";"Itaguaçu - ES";8867,7;11866;27317;23188582,9;4374;311;292;59403;1424;1116;570;679;75248;76365;3
"3132";"2017";"3202801";"Itapemirim - ES";7937,5;8452;9279;10646412,47;2451;147;108;30496;531;127;165;339;53200;79129;2
"3133";"2017";"3202900";"Itarana - ES";7017;14594;28211;20168600,36;3323;769;752;38121;1159;953;342;541;51747;37859;3
"3134";"2017";"3203007";"Iúna - ES";12835,6;23799;57569;31006284,8;8685;217;215;113085;1683;1352;781;967;90917;75439;3
"3135";"2017";"3203056";"Jaguaré - ES";20939;34077;84107;42006691,67;6294;1492;963;157034;1410;1328;530;822;170290;62262;3
"3136";"2017";"3203106";"Jerônimo Monteiro - ES";2514,3;4241;5567;4665831,96;2160;39;23;13614;478;366;273;259;21350;16212;2
"3138";"2017";"3203163";"Laranja da Terra - ES";7520,4;15254;24164;7547478,03;6415;635;608;45120;1670;1378;350;652;70057;32834;3
"3139";"2017";"3203205";"Linhares - ES";50766;92388;270469;112506034,36;11766;2141;1751;1396427;1821;1580;697;1231;566128;215310;4
"3140";"2017";"3203304";"Mantenópolis - ES";6781,7;7377;15399;8130373,84;4528;57;56;38793;956;533;103;473;35674;40391;2
"3141";"2017";"3203320";"Marataízes - ES";7034,9;5926;15078;3504877,81;2418;72;59;72951;1190;956;43;141;67308;80440;2
"3142";"2017";"3203346";"Marechal Floriano - ES";5599,2;40971;13121;5522877,77;2803;218;214;27997;729;366;187;389;149359;71211;2
"3143";"2017";"3203353";"Marilândia - ES";9089,3;15831;51370;28027687,33;3347;181;165;63893;740;719;186;386;69700;50216;2
"3144";"2017";"3203403";"Mimoso do Sul - ES";12004,8;16085;28949;21097278,3;7196;114;92;63964;2538;2156;468;1136;94216;82427;3
"3145";"2017";"3203502";"Montanha - ES";15194,5;35154;46592;72628217,63;3810;529;381;91143;650;452;305;384;158048;59429;3
"3146";"2017";"3203601";"Mucurici - ES";1401,7;10622;2185;13052227,23;1747;93;55;2428;163;33;101;119;55255;20355;2
"3147";"2017";"3203700";"Muniz Freire - ES";10949,3;24941;24988;20617835,27;5930;207;180;54934;2016;1570;824;1129;88276;72810;3
"3148";"2017";"3203809";"Muqui - ES";5788,3;7031;21662;10263646,49;3746;60;26;42238;995;858;311;389;52307;23901;3
"3149";"2017";"3203908";"Nova Venécia - ES";16786,6;30602;60204;41630934,59;10633;454;363;124783;2650;2310;972;1564;158659;78337;3
"3150";"2017";"3204005";"Pancas - ES";12603,7;16281;53688;25159500,72;7351;134;125;81009;1632;1407;378;752;84970;39676;3
"3151";"2017";"3204054";"Pedro Canário - ES";10964,6;12301;22427;14799970,56;1656;302;214;68489;321;215;167;235;73547;26558;2
"3152";"2017";"3204104";"Pinheiros - ES";24724,9;194470;199479;60970808,27;5168;612;421;216768;733;558;250;474;248420;82059;5
"3154";"2017";"3204252";"Ponto Belo - ES";972,4;3532;3692;7967841,99;1043;23;15;7742;108;55;50;72;21226;13612;2
"3155";"2017";"3204302";"Presidente Kennedy - ES";2626,5;5954;3504;12622790,59;1963;173;113;6761;213;164;226;257;35578;56606;2
"3156";"2017";"3204351";"Rio Bananal - ES";20843,4;37317;109279;53504875,15;6875;489;409;160944;1841;1799;340;962;209651;53670;3
"3158";"2017";"3204500";"Santa Leopoldina - ES";11243,8;19469;16525;16167222,8;6025;1012;991;52959;2075;1677;427;1293;104112;64845;3
"3159";"2017";"3204559";"Santa Maria de Jetibá - ES";20357,1;593048;26837;189581009,55;15761;3288;3243;61043;4872;3817;1710;2639;1199903;661758;4
"3160";"2017";"3204609";"Santa Teresa - ES";13632,8;30209;36825;40194561,58;6049;637;604;64977;1767;1312;539;891;108109;85764;3
"3161";"2017";"3204658";"São Domingos do Norte - ES";7469;13282;37752;23895728,79;4742;80;69;53516;937;863;230;569;59048;30760;3
"3162";"2017";"3204708";"São Gabriel da Palha - ES";11934,5;16585;51622;81744968,62;5211;280;262;78983;1481;1351;684;810;80937;42844;3
"3163";"2017";"3204807";"São José do Calçado - ES";3295,1;5166;3789;4847596,69;2305;38;35;13445;514;136;275;241;26756;18179;2
"3164";"2017";"3204906";"São Mateus - ES";37685;74293;143855;57554175,51;14978;1610;1250;760806;3387;2706;978;2379;344311;140543;4
"3165";"2017";"3204955";"São Roque do Canaã - ES";6711,4;10781;24434;15041607,09;2680;408;405;38200;877;776;236;411;47372;49814;3
"3166";"2017";"3205002";"Serra - ES";1721,6;4347;4894;1572541,68;878;127;91;5850;148;85;70;104;24165;22833;2
"3168";"2017";"3205036";"Vargem Alta - ES";7015,2;17946;21972;17599870,2;3482;70;62;50060;1070;810;204;548;62662;81850;3
"3169";"2017";"3205069";"Venda Nova do Imigrante - ES";5569,9;40260;18989;16842553,42;2863;431;376;41345;655;454;223;367;113786;56117;2
"3170";"2017";"3205101";"Viana - ES";3688,7;15125;6495;1350006,69;1754;152;119;14982;332;82;108;126;30958;20152;2
"3171";"2017";"3205150";"Vila Pavão - ES";4816,9;9879;15789;6665914;4568;114;109;33372;1163;967;315;563;47116;38785;3
"3172";"2017";"3205176";"Vila Valério - ES";18857,6;25255;87511;41660131,46;8218;639;497;114545;1632;1539;666;740;110788;68213;3
"3173";"2017";"3205200";"Vila Velha - ES";685,1;6902;913;2758642,79;588;77;75;1535;120;10;64;52;15034;18068;2
"3175";"2017";"3300100";"Angra dos Reis - RJ";714,9;1466;1514;307536,81;1181;16;16;7373;190;13;78;46;11658;49691;2
"3177";"2017";"3300209";"Araruama - RJ";2433;5669;6536;3693193,33;1858;240;198;14656;324;40;175;131;25117;35499;2
"3181";"2017";"3300308";"Barra do Piraí - RJ";844,5;20688;407;4181848;1082;122;93;489;109;8;242;37;148714;29980;2
"3182";"2017";"3300407";"Barra Mansa - RJ";1808,2;10380;1574;15284511,91;1835;105;86;3319;396;53;221;84;43515;46865;2
"3184";"2017";"3300506";"Bom Jardim - RJ";3591,2;16660;5541;4071864,41;2577;288;266;17871;756;576;216;533;55694;51584;3
"3185";"2017";"3300605";"Bom Jesus do Itabapoana - RJ";2171;6917;2279;20931889,78;2469;144;111;9045;576;166;246;263;45207;39336;2
"3186";"2017";"3300704";"Cabo Frio - RJ";957,3;1199;940;1441726,68;988;95;74;3176;84;13;65;40;11617;37367;2
"3187";"2017";"3300803";"Cachoeiras de Macacu - RJ";6082,2;12447;15463;3153210,05;4854;743;686;28581;906;635;396;608;59532;45242;3
"3188";"2017";"3300902";"Cambuci - RJ";1233,8;11825;456;21289683;2530;81;73;959;495;316;220;215;44288;53333;2
"3189";"2017";"3300936";"Carapebus - RJ";910,4;4180;1015;185991,64;1280;120;88;1536;367;20;249;92;12305;8074;2
"3191";"2017";"3301009";"Campos dos Goytacazes - RJ";34951,8;27527;39563;20478041,47;17202;1186;931;223901;1896;707;881;488;348964;194820;3
"3192";"2017";"3301108";"Cantagalo - RJ";1372,1;8331;1779;10869018,41;2275;159;120;3321;233;40;290;127;31512;22410;2
"3193";"2017";"3301157";"Cardoso Moreira - RJ";1226,3;3208;1833;3833744,39;1338;71;53;5453;219;61;77;32;27110;17677;2
"3195";"2017";"3301306";"Casimiro de Abreu - RJ";1920,1;2545;1691;556644,37;1018;154;108;4809;137;58;123;81;15283;8063;2
"3196";"2017";"3301405";"Conceição de Macabu - RJ";761,2;3309;1414;1965450,11;1009;102;65;2064;165;27;133;97;16445;10905;2
"3197";"2017";"3301504";"Cordeiro - RJ";303,1;1868;723;1496210,61;471;37;27;802;63;16;88;42;6633;4129;2
"3198";"2017";"3301603";"Duas Barras - RJ";2983,3;8212;4510;3520566,08;1351;104;93;11317;327;166;213;202;37112;27838;2
"3199";"2017";"3301702";"Duque de Caxias - RJ";892,2;2241;2960;2680812;1157;66;55;9402;211;41;98;80;13213;17153;2
"3201";"2017";"3301850";"Guapimirim - RJ";1125,5;2149;1846;292678,48;642;122;103;5354;121;31;88;67;13031;16561;2
"3203";"2017";"3301900";"Itaboraí - RJ";852,8;1776;2803;1156426,77;1092;76;70;6928;168;61;100;48;9159;9614;2
"3204";"2017";"3302007";"Itaguaí - RJ";2585,4;2225;4198;15721,46;1040;111;103;8683;177;60;90;63;12672;15663;2
"3206";"2017";"3302106";"Itaocara - RJ";2340,9;11501;3334;8089983,2;3549;95;74;6310;685;422;326;196;44608;49480;2
"3207";"2017";"3302205";"Itaperuna - RJ";1132,9;13273;1005;17993572,27;3355;210;173;1436;336;68;254;170;69906;54915;2
"3209";"2017";"3302270";"Japeri - RJ";683,9;619;795;28652,15;576;42;42;4481;90;13;55;33;7340;8614;2
"3211";"2017";"3302403";"Macaé - RJ";3626,1;8251;3976;2326876,34;2470;283;197;10690;388;74;239;111;47949;51739;2
"3213";"2017";"3302502";"Magé - RJ";1589,4;3215;5358;1223267,85;2892;233;233;13603;479;219;296;263;19697;43027;2
"3214";"2017";"3302601";"Mangaratiba - RJ";1173,1;1039;939;55695,14;658;30;22;4599;82;8;54;26;7264;23616;2
"3219";"2017";"3303005";"Miracema - RJ";384,6;4472;579;4190185,69;1146;43;35;1153;118;14;218;69;16085;14039;2
"3220";"2017";"3303104";"Natividade - RJ";951,1;5753;1283;10544737,47;1662;96;83;2090;252;123;215;120;26453;14132;2
"3222";"2017";"3303401";"Nova Friburgo - RJ";5979,1;38561;2885;8363294,84;5405;835;829;8252;1770;1484;787;1392;121445;92255;3
"3223";"2017";"3303500";"Nova Iguaçu - RJ";796,1;3125;2069;19987,97;1179;42;40;5131;310;16;51;44;13647;7876;2
"3224";"2017";"3303609";"Paracambi - RJ";801,2;1096;1071;332693,83;853;25;25;6102;213;4;102;42;6048;2655;2
"3225";"2017";"3303708";"Paraíba do Sul - RJ";1174,6;13685;2153;2083130,63;1260;176;124;2342;121;32;118;76;34309;34395;2
"3226";"2017";"3303807";"Paraty - RJ";1555,8;1223;2849;451891,93;2049;19;19;10593;416;22;116;49;14623;37132;2
"3227";"2017";"3303856";"Paty do Alferes - RJ";1392,7;13762;7390;2116756,45;2174;106;93;8856;528;314;371;377;35721;37439;2
"3228";"2017";"3303906";"Petrópolis - RJ";1957;12483;1408;1341923,56;2171;357;340;2024;587;225;311;251;42265;47416;2
"3230";"2017";"3304003";"Piraí - RJ";2033,3;4859;2966;1205406,92;2179;110;89;10597;380;20;370;69;28631;14498;2
"3231";"2017";"3304102";"Porciúncula - RJ";4189,6;8711;10748;4047003,86;2455;380;123;21259;872;622;222;536;37081;24283;3
"3235";"2017";"3304151";"Quissamã - RJ";2529,7;3046;4071;3541345,67;843;146;109;10527;120;57;127;65;17164;24248;2
"3236";"2017";"3304201";"Resende - RJ";2812;18276;681;2654260,49;1286;118;98;1538;90;9;198;39;47568;34686;2
"3237";"2017";"3304300";"Rio Bonito - RJ";2303,2;2146;4470;4661086,41;1516;78;77;14606;158;96;100;70;17215;16560;2
"3238";"2017";"3304409";"Rio Claro - RJ";742,4;84947;2857;3473057,2;1556;91;91;2363;361;16;248;29;116751;64096;2
"3240";"2017";"3304524";"Rio das Ostras - RJ";422,9;1515;1097;257531,57;612;75;42;1600;77;13;113;54;11171;28475;2
"3241";"2017";"3304557";"Rio de Janeiro - RJ";2620;10614;5594;52703820,82;2839;138;127;17322;677;208;289;222;48918;81673;2
"3242";"2017";"3304607";"Santa Maria Madalena - RJ";701,2;5112;986;3697698,41;2423;76;71;2916;152;48;174;96;29728;15911;2
"3243";"2017";"3304706";"Santo Antônio de Pádua - RJ";1091,3;8292;740;6989498,34;2603;78;62;1528;216;62;328;104;28929;29953;2
"3244";"2017";"3304755";"São Francisco de Itabapoana - RJ";22385,2;22318;42797;27564832,37;8078;591;433;135412;2045;1398;116;671;152701;193425;3
"3245";"2017";"3304805";"São Fidélis - RJ";2780,4;9029;2306;12560261,28;4078;105;78;7196;483;331;198;167;54305;40405;2
"3246";"2017";"3304904";"São Gonçalo - RJ";267,9;523;833;506544,29;483;25;22;2271;179;8;91;108;3554;60574;2
"3250";"2017";"3305158";"São José do Vale do Rio Preto - RJ";2152,3;31009;4015;1978024,58;2426;150;144;9707;580;312;268;257;73966;97896;2
"3251";"2017";"3305208";"São Pedro da Aldeia - RJ";578,5;969;444;815279,64;650;61;50;2010;57;4;73;14;11300;30969;2
"3252";"2017";"3305307";"São Sebastião do Alto - RJ";865,8;8156;223;4591765,36;1665;46;37;610;275;162;206;131;28816;32868;2
"3253";"2017";"3305406";"Sapucaia - RJ";2999,9;6834;2952;3154644,15;1831;125;106;5109;334;144;146;144;32268;38843;2
"3254";"2017";"3305505";"Saquarema - RJ";1245,6;3024;2417;1286814,6;995;109;90;7883;155;22;101;46;18747;16166;2
"3255";"2017";"3305554";"Seropédica - RJ";1783;2348;2272;45099,37;1209;131;116;6917;225;57;84;63;14914;15829;2
"3256";"2017";"3305604";"Silva Jardim - RJ";3463;4252;3863;1662397,91;1884;233;200;13182;223;27;160;159;38745;28977;2
"3257";"2017";"3305703";"Sumidouro - RJ";7986,8;53324;5112;20102554,72;6718;835;824;11680;2400;2157;837;1518;148719;120677;3
"3258";"2017";"3305752";"Tanguá - RJ";1727,8;1852;4328;438099,88;1087;53;53;12378;169;231;103;76;12306;6785;2
"3259";"2017";"3305802";"Teresópolis - RJ";4207,2;36746;3365;10113659,03;8094;812;806;9496;3170;2254;836;1957;136686;265564;4
"3260";"2017";"3305901";"Trajano de Moraes - RJ";4406,2;5711;2779;2909268,58;2160;41;36;7924;444;307;190;235;21775;21233;2
"3262";"2017";"3306107";"Valença - RJ";1272,1;18387;1481;4346607,81;3256;273;191;3725;695;36;543;276;61454;39549;2
"3263";"2017";"3306156";"Varre-Sai - RJ";3513,3;8718;15515;7217794,23;2264;144;121;27400;556;344;174;393;32569;17786;2
"3265";"2017";"3306305";"Volta Redonda - RJ";194,8;1582;1688;3382610,89;530;25;20;1759;99;9;52;21;6644;7269;2
"3266";"2017";"3500105";"Adamantina - SP";15951,3;28722;97836;236084956,33;2071;573;338;66737;282;185;121;152;90017;45201;2
"3267";"2017";"3500204";"Adolfo - SP";11309,6;7344;13589;7384299,1;556;92;80;57401;28;24;36;29;65214;33550;2
"3268";"2017";"3500303";"Aguaí - SP";27562,5;45380;96674;36698759,97;1840;940;794;158455;317;295;207;244;223446;87873;5
"3269";"2017";"3500402";"Águas da Prata - SP";1929,8;6249;8698;9222005,62;646;163;115;6642;61;38;36;42;16341;11288;2
"3270";"2017";"3500501";"Águas de Lindóia - SP";398,9;1615;1568;854532,99;235;69;50;2856;52;25;34;30;9113;5823;2
"3271";"2017";"3500550";"Águas de Santa Bárbara - SP";14229,8;28369;63789;21094466,9;1321;399;249;104975;111;79;141;79;103829;43381;2
"3273";"2017";"3500758";"Alambari - SP";2509,3;12980;4143;1596325,94;807;252;157;7575;90;63;55;63;48426;35578;2
"3275";"2017";"3500907";"Altair - SP";19992,5;57893;35289;17889813,39;767;233;178;43194;52;43;44;40;205467;137867;2
"3276";"2017";"3501004";"Altinópolis - SP";37160,1;45570;77518;138574769,83;2764;945;644;104322;219;194;171;205;255640;195155;5
"3277";"2017";"3501103";"Alto Alegre - SP";11722,8;10755;14573;21306153,46;1011;486;305;47358;346;172;96;188;39968;36909;2
"3279";"2017";"3501202";"Álvares Florence - SP";12642;12157;7714;19993770,9;1340;489;295;64952;246;126;112;147;94418;54505;2
"3286";"2017";"3501905";"Amparo - SP";6389,3;23497;17815;14763586,42;2603;677;548;80529;296;183;225;160;108280;82867;2
"3287";"2017";"3502002";"Analândia - SP";10040,1;16782;1342178;4885677,35;755;246;170;39296;61;40;57;37;186971;37155;5
"3288";"2017";"3502101";"Andradina - SP";41323,2;17485;27534;17095795,69;2939;711;456;201927;337;236;241;147;254211;106593;2
"3289";"2017";"3502200";"Angatuba - SP";15818;84740;66157;77559237,27;3271;924;641;99544;403;200;165;155;272286;128126;5
"3290";"2017";"3502309";"Anhembi - SP";7841;11517;24781;13461301,1;880;511;351;65551;73;47;84;50;102849;63606;2
"3293";"2017";"3502606";"Aparecida d'Oeste - SP";4144,1;7579;8600;5815756,44;773;217;182;10994;138;113;95;75;27159;25621;2
"3296";"2017";"3502804";"Araçatuba - SP";42928,4;38151;47679;55325626,99;3193;1191;737;238337;534;320;281;299;291246;96174;5
"3297";"2017";"3502903";"Araçoiaba da Serra - SP";2467,9;6918;7396;1674165,98;958;445;309;9394;188;124;134;117;22174;21992;2
"3299";"2017";"3503109";"Arandu - SP";9749,1;32627;47987;18532334,5;1093;456;284;67212;118;70;118;90;117077;44439;2
"3301";"2017";"3503208";"Araraquara - SP";38860,3;12535;18739;13235993,08;2671;591;399;95145;557;401;343;258;255586;200057;3
"3302";"2017";"3503307";"Araras - SP";41985,9;93917;282707;13364382,9;4236;1345;862;101600;289;229;250;170;303989;122419;5
"3303";"2017";"3503356";"Arco-Íris - SP";11420,4;7879;8686;11601397,84;517;239;145;41175;120;68;73;83;42080;19211;2
"3304";"2017";"3503406";"Arealva - SP";13960,5;23173;15009;27746360,39;1870;491;393;62617;309;198;307;226;113412;63078;2
"3307";"2017";"3503703";"Ariranha - SP";11806,9;69106;447481;6187523,36;4706;601;420;75414;96;93;71;67;66783;28757;2
"3308";"2017";"3503802";"Artur Nogueira - SP";6870,8;18327;30565;11165784,75;1830;808;539;41738;397;312;130;189;73050;115396;2
"3311";"2017";"3504008";"Assis - SP";20312,7;21674;20195;29893214,84;1118;563;325;88279;230;163;160;141;124412;65695;2
"3312";"2017";"3504107";"Atibaia - SP";2461,6;30699;9187;16791294,24;3644;764;604;12255;521;436;224;342;114437;165003;3
"3313";"2017";"3504206";"Auriflama - SP";7770,6;12467;4519;13397469,67;858;446;273;36427;213;97;208;103;86040;28172;2
"3314";"2017";"3504305";"Avaí - SP";9208;25949;17349;48548480,75;1040;290;243;36639;223;92;83;111;74816;162332;2
"3315";"2017";"3504404";"Avanhandava - SP";24787,1;8892;19524;19299619,01;654;292;187;80138;119;67;77;94;87491;44779;2
"3316";"2017";"3504503";"Avaré - SP";43020,9;79692;170576;58602117,78;3919;1327;827;223038;410;170;358;280;520443;119650;5
"3317";"2017";"3504602";"Bady Bassitt - SP";3876;3606;3429;1997853,56;436;151;112;15422;79;51;80;47;23856;16171;2
"3319";"2017";"3504800";"Bálsamo - SP";7543,3;3992;7754;8154455,87;662;205;157;13884;87;98;62;48;22365;36588;2
"3321";"2017";"3505005";"Barão de Antonina - SP";1209,8;3445;1871;2486546,97;488;99;67;6737;103;69;36;62;14184;7526;2
"3323";"2017";"3505203";"Bariri - SP";28146,8;36814;154496;32078278,83;2174;980;646;140031;295;265;232;158;288376;72378;5
"3326";"2017";"3505401";"Barra do Turvo - SP";1149,2;1709;513;497024,93;1140;31;28;3569;124;70;167;63;12214;3855;2
"3327";"2017";"3505500";"Barretos - SP";104277;152410;248535;264220643,63;3807;1996;1324;538569;604;489;337;423;651384;239260;5
"3329";"2017";"3505807";"Bastos - SP";4138,8;274267;4884;47261124,49;3409;577;493;16745;137;59;172;79;1026120;580210;5
"3330";"2017";"3505906";"Batatais - SP";51962,8;108653;470353;111341646,97;6480;1820;1117;94477;329;290;221;259;324928;170049;5
"3331";"2017";"3506003";"Bauru - SP";6128;23467;20772;63741778,11;2070;418;319;58522;204;93;116;122;130786;42933;2
"3332";"2017";"3506102";"Bebedouro - SP";51817,1;50961;149004;1356794835,45;2375;1238;823;289923;465;384;402;304;326802;120480;5
"3334";"2017";"3506300";"Bernardino de Campos - SP";10671,4;27725;43686;29811697,59;890;379;237;68019;204;171;156;104;84081;26365;2
"3336";"2017";"3506409";"Bilac - SP";6488,4;11086;12937;10081480,69;640;238;147;19975;199;106;86;151;45779;56254;2
"3337";"2017";"3506508";"Birigui - SP";25749,6;35218;41266;49107497,7;1661;956;565;78418;426;288;264;291;145853;67652;2
"3338";"2017";"3506607";"Biritiba Mirim - SP";1801,2;17188;759;6480114,36;2657;675;591;2482;386;349;175;337;111059;293618;2
"3339";"2017";"3506706";"Boa Esperança do Sul - SP";45808,8;24275;117721;15755197,16;2008;498;340;155962;105;63;98;67;289059;135844;2
"3342";"2017";"3507001";"Boituva - SP";5909,2;6849;17220;9704815,5;1074;374;213;10917;103;66;68;66;34719;23616;2
"3346";"2017";"3507308";"Boracéia - SP";6619,3;7339;23670;9178541,55;325;147;100;26168;55;45;37;21;29728;21310;2
"3347";"2017";"3507407";"Borborema - SP";35031,7;20811;43698;63342577,19;1178;725;440;174904;264;189;237;189;180246;122079;2
"3349";"2017";"3507506";"Botucatu - SP";37714;80981;134762;126806392,4;2430;1186;849;120070;235;144;181;177;369037;194541;5
"3350";"2017";"3507605";"Bragança Paulista - SP";5597,4;29039;28681;18379492,57;2911;821;587;27448;437;235;175;326;95301;50981;2
"3351";"2017";"3507704";"Braúna - SP";10785,4;3274;4636;6259633,8;344;202;134;52552;101;74;75;70;47030;23531;2
"3353";"2017";"3507803";"Brodowski - SP";12393;9664;16824;11578769,85;586;356;237;27121;125;97;86;77;95534;62260;2
"3354";"2017";"3507902";"Brotas - SP";46490,4;58388;161977;37946073,66;2656;1097;750;199897;246;172;158;183;222154;96909;5
"3355";"2017";"3508009";"Buri - SP";29751,6;85317;123713;58678521,17;2526;1017;656;190113;296;260;118;248;360374;97996;5
"3356";"2017";"3508108";"Buritama - SP";11396,6;71176;265560;40964620,88;1963;462;329;44809;242;131;139;194;117605;50861;2
"3357";"2017";"3508207";"Buritizal - SP";14875,9;48352;298939;10013822,39;404;312;188;41801;70;73;64;63;109168;42539;2
"3358";"2017";"3508306";"Cabrália Paulista - SP";2339,5;12157;12371;14086020,9;319;171;116;6651;39;23;53;31;15632;17475;2
"3359";"2017";"3508405";"Cabreúva - SP";665,2;27990;2678;11250803,6;855;119;98;2433;39;25;55;31;46405;28712;2
"3362";"2017";"3508702";"Caconde - SP";11697,8;32793;55371;53071223,17;4412;1018;791;73413;1063;1010;632;606;127915;84813;3
"3363";"2017";"3508801";"Cafelândia - SP";42170,8;51734;180729;43867958,08;1644;604;422;107922;124;97;142;95;191317;97479;2
"3366";"2017";"3509106";"Caiuá - SP";7046,7;13259;12169;12356687,02;1747;354;212;10292;214;113;369;146;42579;24940;2
"3368";"2017";"3509254";"Cajati - SP";6316,3;12934;27759;3412425,77;1690;189;185;54535;240;137;75;184;71415;236014;2
"3369";"2017";"3509304";"Cajobi - SP";13722,6;15826;92108;13286189,81;621;322;217;88242;133;112;87;86;82843;28436;2
"3370";"2017";"3509403";"Cajuru - SP";27895,6;10113;20189;18561358,68;2207;511;420;178512;507;256;97;451;120350;105637;2
"3372";"2017";"3509502";"Campinas - SP";5216,5;21351;38402;69460073,9;2942;724;605;24188;375;269;151;177;85295;103183;2
"3375";"2017";"3509809";"Campos Novos Paulista - SP";19306,9;37549;55327;33226021,83;688;540;282;77881;145;118;122;110;110275;46180;2
"3376";"2017";"3509908";"Cananéia - SP";539,8;877;1576;1264137,13;419;44;34;4806;44;11;21;26;6889;33096;2
"3379";"2017";"3510104";"Cândido Rodrigues - SP";5339,9;5046;10380;4662333,5;555;276;211;36182;117;120;107;45;36221;44705;2
"3381";"2017";"3510203";"Capão Bonito - SP";28852,8;73089;125639;46253179,16;3174;1581;952;155088;612;512;272;446;220490;126724;5
"3382";"2017";"3510302";"Capela do Alto - SP";3652,1;56277;24533;2558078,18;787;210;146;19667;62;45;54;38;97598;36621;2
"3386";"2017";"3510807";"Casa Branca - SP";50967,9;137357;294347;98663111,98;3519;1652;1071;364467;401;350;281;269;412437;191197;5
"3387";"2017";"3510906";"Cássia dos Coqueiros - SP";5965,4;6882;13730;12856640,7;952;392;222;20564;256;215;155;173;37847;94947;2
"3388";"2017";"3511003";"Castilho - SP";36332;51777;185650;34442551,89;2935;512;326;137836;458;262;416;184;186281;66154;2
"3389";"2017";"3511102";"Catanduva - SP";18931,7;107337;527758;52579129,89;3598;551;391;109800;117;97;90;74;111001;60809;5
"3390";"2017";"3511201";"Catiguá - SP";8960,5;1625;3271;4816814,32;181;95;70;45070;33;19;27;20;45766;24766;2
