"";"Ano";"Município (Código)";"Município";"area_lavouras";"despesa_insumos";"despesa_lavouras";"CR_sicor";"pessoal_ocupado";"qtde_maquinas";"qtde_tratores";"receita_lavouras";"uso_adubos";"uso_agrotoxicos";"uso_assistencia_tecnica";"uso_corretivos";"producao";"pib_agro";"cluster"
"1";"2017";"1100015";"Alta Floresta D'Oeste - RO";8146,8;53914;15354;60873761,25;8550;665;517;39555;1052;2178;511;178;191374;169623;3
"2";"2017";"1100023";"Ariquemes - RO";10575,8;46887;11917;88515333,67;7082;635;501;20499;351;1077;329;320;153569;165217;3
"3";"2017";"1100031";"Cabixi - RO";35088,6;53396;117024;28374693,57;3085;417;247;95531;200;488;307;176;146924;63022;2
"4";"2017";"1100049";"Cacoal - RO";8681,3;36969;15588;63506972,37;9410;539;465;33498;1204;2795;378;363;165834;255060;3
"5";"2017";"1100056";"Cerejeiras - RO";40378,3;88470;111502;54799084,08;2182;605;303;132285;199;333;167;185;202533;61940;2
"6";"2017";"1100064";"Colorado do Oeste - RO";2512,1;23835;7888;56741752,15;4891;367;248;7063;203;864;548;146;129799;78346;3
"7";"2017";"1100072";"Corumbiara - RO";50163,7;113242;99183;106279248,25;5921;554;306;173134;173;776;299;100;571195;227123;5
"8";"2017";"1100080";"Costa Marques - RO";2282,2;21361;2154;31853326,53;4425;297;269;5745;120;716;550;90;91310;62852;2
"9";"2017";"1100098";"Espigão D'Oeste - RO";5031,2;29166;7710;44971872,58;6715;405;334;10773;206;1321;241;120;140380;124625;3
"10";"2017";"1100106";"Guajará-Mirim - RO";1840,3;5817;718;6076417,09;2780;97;91;4722;68;79;262;58;28970;47074;2
"11";"2017";"1100114";"Jaru - RO";4718;32083;2527;73263530,75;8390;321;262;5609;200;1522;575;225;177910;172325;3
"12";"2017";"1100122";"Ji-Paraná - RO";2299,8;27024;2452;77580328,41;7803;431;312;4486;343;1090;740;340;135145;142861;3
"13";"2017";"1100130";"Machadinho D'Oeste - RO";10600,9;34667;13894;62157069,89;11820;341;257;27794;498;1566;408;448;112310;183427;3
"14";"2017";"1100148";"Nova Brasilândia D'Oeste - RO";8142,3;18667;15883;28906957,66;7851;282;229;42339;1501;2464;319;667;99557;115926;3
"15";"2017";"1100155";"Ouro Preto do Oeste - RO";1757,1;24493;1450;52794570,09;6038;235;183;5091;225;1260;598;181;137037;135777;3
"16";"2017";"1100189";"Pimenta Bueno - RO";404,9;19939;882;68545929,24;2898;376;332;1488;88;720;150;91;97683;107192;2
"17";"2017";"1100205";"Porto Velho - RO";14454,3;64361;14760;142785650,74;16985;1153;772;41913;852;1866;1231;647;362789;589995;4
"18";"2017";"1100254";"Presidente Médici - RO";1802,1;20531;3120;48208938,37;6621;233;190;7346;320;1505;603;102;126928;103300;3
"19";"2017";"1100262";"Rio Crespo - RO";6899,9;19966;16863;23875423,97;1685;241;163;25693;88;190;71;81;104753;59951;2
"20";"2017";"1100288";"Rolim de Moura - RO";4650,7;34631;12673;45016014,02;5634;427;314;20627;498;1185;449;298;113004;105487;3
"21";"2017";"1100296";"Santa Luzia D'Oeste - RO";7510,8;14211;6915;23969536,87;3214;304;230;18523;269;609;271;80;81999;56678;2
"22";"2017";"1100304";"Vilhena - RO";36520,8;99730;106154;93623857,14;4970;869;561;159727;489;672;423;484;263125;162728;5
"23";"2017";"1100320";"São Miguel do Guaporé - RO";22650,1;44517;41770;47943753,02;6938;499;333;70978;959;1659;280;562;166658;223964;3
"24";"2017";"1100338";"Nova Mamoré - RO";2398,7;29240;1329;95463240,08;6366;262;219;3206;91;605;225;106;118887;183651;2
"25";"2017";"1100346";"Alvorada D'Oeste - RO";2726,6;21672;5656;43828203,39;6026;307;224;14479;416;1165;402;244;82346;82744;3
"26";"2017";"1100379";"Alto Alegre dos Parecis - RO";8918,4;20949;19066;30262980,48;7445;270;242;46009;1214;1633;363;162;98983;174974;3
"27";"2017";"1100403";"Alto Paraíso - RO";13861,4;26740;22107;66714560,08;6989;351;257;32834;315;1303;215;236;90113;87557;3
"28";"2017";"1100452";"Buritis - RO";3231,7;26502;3240;76514993,36;9261;255;243;8374;208;1526;237;174;131275;189480;3
"29";"2017";"1100502";"Novo Horizonte do Oeste - RO";4432,3;11864;7545;20401261,77;4172;163;129;16646;409;902;378;199;51228;63004;2
"30";"2017";"1100601";"Cacaulândia - RO";1538,4;25652;688;49551687,53;2707;171;148;2919;59;619;309;57;124898;74769;2
"31";"2017";"1100700";"Campo Novo de Rondônia - RO";2364;21054;1406;55388594;5857;138;120;3333;85;972;117;77;105822;124132;2
"32";"2017";"1100809";"Candeias do Jamari - RO";15292;32262;19998;54561509,76;3793;405;315;22963;182;362;262;220;71868;85428;2
"33";"2017";"1100908";"Castanheiras - RO";1999;10047;5657;11386236,56;1345;141;108;8698;124;262;183;96;32484;75537;2
"34";"2017";"1100924";"Chupinguaia - RO";33443,9;105204;56920;126762410,63;3331;508;362;72179;82;326;363;80;511029;105950;5
"35";"2017";"1100940";"Cujubim - RO";16856,1;36094;26325;37835288,74;5678;392;297;31641;207;975;327;182;110175;84130;3
"36";"2017";"1101005";"Governador Jorge Teixeira - RO";1477,7;15331;754;42324915,18;4644;110;93;3257;56;661;316;45;100341;95410;2
"37";"2017";"1101104";"Itapuã do Oeste - RO";2109,6;12487;1614;15837450,51;3079;196;168;13338;100;451;325;169;55495;40430;2
"38";"2017";"1101203";"Ministro Andreazza - RO";2569,1;10480;3614;16905543,88;3616;78;72;11846;416;832;190;162;55468;84837;2
"39";"2017";"1101302";"Mirante da Serra - RO";1567,9;10651;1683;23034869,92;3516;108;79;5388;153;517;269;86;48127;63373;2
"40";"2017";"1101401";"Monte Negro - RO";1665,1;18574;804;34519679,32;3978;178;159;2206;89;920;317;120;71526;88242;2
"41";"2017";"1101435";"Nova União - RO";1085,2;9457;1113;27669893,72;4569;67;56;3098;76;679;409;120;59151;55705;2
"43";"2017";"1101468";"Pimenteiras do Oeste - RO";21952,6;47756;65817;64211745,03;1281;460;257;110071;96;176;173;78;134656;61868;2
"44";"2017";"1101476";"Primavera de Rondônia - RO";917,7;8554;1124;5065560,75;979;164;121;1535;85;280;156;99;34203;25151;2
"45";"2017";"1101484";"São Felipe D'Oeste - RO";2195,3;5897;3570;9142946,12;2260;141;98;10396;190;440;262;89;34723;32279;2
"46";"2017";"1101492";"São Francisco do Guaporé - RO";4765,2;32675;7605;33350603,27;6136;427;318;11154;209;739;213;126;124104;132787;2
"48";"2017";"1101559";"Teixeirópolis - RO";435,3;6633;237;13810838,87;2273;55;45;997;84;481;202;49;42319;34815;2
"49";"2017";"1101609";"Theobroma - RO";2179,8;17242;1716;35638731,01;5219;222;159;4849;92;495;191;80;97560;89676;2
"50";"2017";"1101708";"Urupá - RO";570;9326;698;27280447,83;4229;41;38;2711;86;642;207;70;55861;72654;2
"51";"2017";"1101757";"Vale do Anari - RO";2916;13390;1768;20441817,71;5544;174;135;4574;176;723;324;177;54453;48687;2
"52";"2017";"1101807";"Vale do Paraíso - RO";878,3;8772;264;16178295,78;2974;114;90;740;55;520;133;51;55633;69290;2
"53";"2017";"1200013";"Acrelândia - AC";4514,2;10502;4794;18361065,36;4198;247;199;12139;199;1040;121;73;47638;71992;2
"55";"2017";"1200104";"Brasiléia - AC";4180,6;12592;3928;22652192,66;8000;207;168;12595;243;569;270;99;79841;72911;2
"56";"2017";"1200138";"Bujari - AC";2194,2;14038;3157;17438080,48;4679;176;148;6300;107;133;171;46;73939;70748;2
"57";"2017";"1200179";"Capixaba - AC";4662,7;9116;10090;5847384,96;3980;162;111;14111;94;179;67;39;58169;70954;2
"58";"2017";"1200203";"Cruzeiro do Sul - AC";6868;6400;8559;3482037,07;9421;61;43;41979;360;234;192;83;68176;67010;2
"59";"2017";"1200252";"Epitaciolândia - AC";2311;5603;2912;6046906,25;4525;95;76;7665;154;443;34;50;50669;45565;2
"60";"2017";"1200302";"Feijó - AC";6121,9;3215;9097;5727275,23;12276;7;7;23737;11;95;510;7;55846;67066;2
"62";"2017";"1200336";"Mâncio Lima - AC";2048,3;2268;2463;2876336,23;3660;12;10;13475;80;46;181;37;24119;39397;2
"63";"2017";"1200344";"Manoel Urbano - AC";1768,2;1372;2184;1167946,05;2944;19;17;4932;5;155;25;5;8266;21253;2
"65";"2017";"1200385";"Plácido de Castro - AC";4554,8;16098;3239;19343142,65;4728;332;241;7755;153;654;115;69;63720;64312;2
"67";"2017";"1200401";"Rio Branco - AC";8389;26634;9605;42469983,26;14004;393;299;27374;733;940;443;193;188905;165637;3
"68";"2017";"1200427";"Rodrigues Alves - AC";3327,7;2154;3396;1219916,08;4865;20;19;17587;33;85;145;20;28099;41639;2
"70";"2017";"1200450";"Senador Guiomard - AC";4101,1;20995;5240;21217139,78;4790;366;276;11711;334;577;218;110;100872;95354;2
"71";"2017";"1200500";"Sena Madureira - AC";3498,8;11828;4052;15900584,84;10404;177;134;11209;44;1214;105;33;78981;109486;3
"73";"2017";"1200708";"Xapuri - AC";3320,4;7901;2252;10799221,8;5520;193;152;6409;134;508;251;34;64024;67178;2
"74";"2017";"1200807";"Porto Acre - AC";3114,3;11058;3358;11587891,42;4672;256;196;12137;125;373;437;48;99687;79015;2
"79";"2017";"1300144";"Apuí - AM";2256,9;11387;2488;4108349,4;3695;159;140;4189;101;392;283;60;46310;55955;2
"81";"2017";"1300300";"Autazes - AM";3820,1;3858;7078;1024602,96;10047;64;53;22713;326;86;210;217;61544;82955;2
"83";"2017";"1300508";"Barreirinha - AM";3212,3;3163;9723;1047768,56;7314;10;8;9970;139;27;60;8;33753;50106;2
"87";"2017";"1300706";"Boca do Acre - AM";9742,7;10240;7562;7488729,47;9425;166;147;20422;90;653;210;28;89524;84143;2
"88";"2017";"1300805";"Borba - AM";5406;832;4195;9910,07;8701;21;9;17461;175;169;231;48;32958;45989;2
"90";"2017";"1300904";"Canutama - AM";1682,7;4499;4251;5507344,31;4168;167;143;13400;139;53;80;102;23605;15964;2
"92";"2017";"1301100";"Careiro - AM";5533,4;4507;5979;614372,19;8397;64;50;19647;586;190;213;268;30772;47797;2
"93";"2017";"1301159";"Careiro da Várzea - AM";2904,8;3046;2112;41895,1;5976;56;55;8458;901;814;184;153;48349;164719;3
"94";"2017";"1301209";"Coari - AM";6263,9;664;6479;646624,77;8782;4;3;31865;164;184;125;46;40542;142084;2
"99";"2017";"1301654";"Guajará - AM";1366,8;2295;2557;3050821,01;4124;31;24;7710;8;253;86;12;26160;18610;2
"100";"2017";"1301704";"Humaitá - AM";2197,2;4664;4956;1569827,18;2571;109;77;14067;123;108;99;55;23294;122536;2
"102";"2017";"1301852";"Iranduba - AM";3032;14898;8905;1853043,17;5700;317;299;24440;1091;649;415;675;84032;176759;3
"103";"2017";"1301902";"Itacoatiara - AM";12382;11016;15055;6347502,62;10505;165;150;53097;1411;428;376;569;92674;468832;3
"109";"2017";"1302405";"Lábrea - AM";3046,3;10217;5564;8829706,97;9397;254;220;17979;80;177;181;29;92578;214242;2
"110";"2017";"1302504";"Manacapuru - AM";6547,8;8817;14346;822955,66;8384;86;67;40124;761;761;236;309;52180;735631;3
"112";"2017";"1302603";"Manaus - AM";3974,7;40095;10802;56786111,56;7949;215;191;23921;1392;365;499;1029;153033;218517;3
"113";"2017";"1302702";"Manicoré - AM";5539;14830;9552;11537722,42;10836;181;168;31277;256;446;251;166;96279;146693;3
"115";"2017";"1302900";"Maués - AM";6521;3042;7574;1670372,55;8447;22;22;24748;444;188;231;116;34476;53142;2
"119";"2017";"1303304";"Novo Aripuanã - AM";3648,1;1842;2953;718193,68;3557;56;52;11567;162;147;150;76;29673;46619;2
"120";"2017";"1303403";"Parintins - AM";6593;2758;5386;1634588,79;11422;27;21;25475;515;514;268;72;59192;270295;3
"122";"2017";"1303536";"Presidente Figueiredo - AM";10308,9;21754;44859;797468,32;7692;265;227;61662;1241;489;391;1117;93567;68532;3
"123";"2017";"1303569";"Rio Preto da Eva - AM";4734;17253;23500;1760096,35;3285;240;200;46167;784;180;439;699;69985;139659;3
"128";"2017";"1303957";"São Sebastião do Uatumã - AM";807,4;477;869;50017,69;2443;7;7;5006;80;30;97;37;11572;23911;2
"132";"2017";"1304203";"Tefé - AM";4073,6;1102;7340;663853,76;11749;5;5;28180;320;140;100;83;55569;149900;2
"137";"2017";"1400027";"Amajari - RR";6279;6787;2069;13013427,94;6745;120;93;4326;84;24;312;34;79987;32653;2
"138";"2017";"1400050";"Alto Alegre - RR";20767,5;28534;25436;22166769,29;6818;327;212;55208;362;120;107;107;108516;71532;2
"139";"2017";"1400100";"Boa Vista - RR";14268,6;30721;23408;14153102,45;4350;314;212;28149;829;362;282;589;68894;137439;3
"140";"2017";"1400159";"Bonfim - RR";22523,6;27447;52788;14511603,9;4657;327;192;69593;217;131;111;143;111815;97178;2
"141";"2017";"1400175";"Cantá - RR";6116,9;13147;7420;5924901,69;8115;362;274;23615;567;312;210;227;105562;26423;2
"142";"2017";"1400209";"Caracaraí - RR";4998,2;5570;3365;4872615,82;4081;113;88;8077;149;116;78;66;26495;33687;2
"143";"2017";"1400233";"Caroebe - RR";5191,9;5459;7337;7978876,02;3296;120;107;19070;147;236;126;47;38470;36952;2
"144";"2017";"1400282";"Iracema - RR";7465,3;7911;14178;10198394,6;2898;119;90;15098;161;144;83;61;45650;20261;2
"145";"2017";"1400308";"Mucajaí - RR";3021,5;14834;4536;21100626,34;3136;221;175;8548;210;208;175;93;67781;38456;2
"148";"2017";"1400472";"Rorainópolis - RR";4253,8;11423;12049;5351055,33;6454;161;139;15276;457;457;224;275;34116;45506;2
"149";"2017";"1400506";"São João da Baliza - RR";4613,1;2802;3910;1595532,68;2021;112;99;7018;68;133;88;40;15579;14710;2
"150";"2017";"1400605";"São Luiz - RR";907,5;3486;1650;1530832,71;1325;44;41;3616;43;90;34;31;16038;15868;2
"152";"2017";"1500107";"Abaetetuba - PA";53808,4;5461;20055;1195213,73;32227;67;55;91504;1730;90;624;71;220781;168016;3
"154";"2017";"1500206";"Acará - PA";27377,8;5279;30504;4777938,22;19330;182;168;115302;1312;151;258;226;155879;541088;3
"156";"2017";"1500347";"Água Azul do Norte - PA";3159,2;38106;3603;41123236,75;6693;496;355;7764;134;755;103;36;190932;147165;2
"157";"2017";"1500404";"Alenquer - PA";26676,6;5967;10689;6218638,18;24238;153;141;49101;469;613;322;60;107972;266753;3
"158";"2017";"1500503";"Almeirim - PA";8240,6;1387;1826;2465607,2;4230;14;8;9478;36;25;259;21;32905;71865;2
"159";"2017";"1500602";"Altamira - PA";35617,9;48706;31802;19139481,94;13962;914;782;98663;341;1112;199;242;296922;245254;3
"161";"2017";"1500800";"Ananindeua - PA";688;350;503;9909303,97;697;9;9;1841;137;15;91;28;5443;11088;2
"162";"2017";"1500859";"Anapu - PA";7910,8;9042;7487;14734022,16;7807;106;95;19552;110;248;110;55;70033;94524;2
"163";"2017";"1500909";"Augusto Corrêa - PA";6409,9;2502;5883;546599,39;14588;71;43;35209;1113;791;63;143;60504;76643;3
"164";"2017";"1500958";"Aurora do Pará - PA";14349,9;8649;6212;5649621,63;6430;224;173;19198;782;329;42;151;56890;95371;2
"165";"2017";"1501006";"Aveiro - PA";8264,1;1448;2910;75000;4739;17;12;26564;14;18;13;6;31580;63576;2
"167";"2017";"1501204";"Baião - PA";20250,5;4498;12698;2947863,49;12258;73;62;34463;1015;248;118;610;64664;110001;3
"171";"2017";"1501451";"Belterra - PA";13846,7;11191;17323;7083467,93;1903;191;97;31059;114;41;78;38;34119;44274;2
"172";"2017";"1501501";"Benevides - PA";407,7;1301;374;1811242,54;466;7;7;1848;182;9;20;18;41997;3717;2
"174";"2017";"1501600";"Bonito - PA";20326,3;2585;23981;3540399,78;2556;174;150;52164;734;350;67;101;67893;22620;2
"175";"2017";"1501709";"Bragança - PA";7921,2;7828;21667;5061825,93;17408;158;97;55750;1659;856;218;368;100954;188255;3
"176";"2017";"1501725";"Brasil Novo - PA";10641,5;17404;9855;9392345,13;7573;226;200;37697;330;586;146;113;111069;86126;2
"178";"2017";"1501782";"Breu Branco - PA";9102,2;12318;4341;3387977,87;9098;281;221;18452;585;194;190;213;83585;131218;2
"180";"2017";"1501907";"Bujaru - PA";7307,7;872;5231;830541,4;7389;58;48;44232;260;76;106;113;67866;307718;2
"181";"2017";"1501956";"Cachoeira do Piriá - PA";8110,7;3228;2620;3476574,83;4552;49;44;9696;85;72;35;8;30531;42532;2
"182";"2017";"1502004";"Cachoeira do Arari - PA";9275,5;3116;6609;95000;2595;47;32;25499;85;7;34;23;35008;58862;2
"183";"2017";"1502103";"Cametá - PA";16797,4;6663;13081;3524814,48;48246;75;72;147670;1659;256;377;539;138359;366372;3
"184";"2017";"1502152";"Canaã dos Carajás - PA";7667,6;15812;3188;3573110,25;3467;166;114;8534;419;532;156;57;141237;65250;2
"185";"2017";"1502202";"Capanema - PA";2059,6;1829;2089;6527905,95;3042;88;65;6720;440;159;115;64;14847;25365;2
"186";"2017";"1502301";"Capitão Poço - PA";18229,3;11148;26127;11224222,51;8399;473;396;70638;1612;926;319;320;102739;100979;3
"187";"2017";"1502400";"Castanhal - PA";4605,8;14554;10696;3190374,53;3461;278;254;29032;882;540;152;270;86022;103397;2
"189";"2017";"1502608";"Colares - PA";635,3;697;1407;27500;1760;4;4;2628;36;16;18;13;3864;13843;2
"190";"2017";"1502707";"Conceição do Araguaia - PA";14304,4;19029;11542;20840401,15;10171;425;310;25177;869;791;398;223;84323;82467;3
"191";"2017";"1502756";"Concórdia do Pará - PA";9449,2;3265;12824;1616092,99;5254;85;73;23325;469;232;87;100;36921;63211;2
"192";"2017";"1502764";"Cumaru do Norte - PA";9720,4;51067;11346;149635557,75;3939;540;411;38969;62;249;56;30;220575;188215;2
"193";"2017";"1502772";"Curionópolis - PA";2079,9;15011;454;40880304,74;1483;198;164;516;84;194;115;26;191275;65819;2
"196";"2017";"1502905";"Curuçá - PA";1075,6;3589;2865;58000;2549;29;24;10527;376;158;46;50;20346;67561;2
"197";"2017";"1502939";"Dom Eliseu - PA";65536,1;142070;170160;45354446,27;3022;609;363;199884;359;299;148;266;275324;151792;5
"198";"2017";"1502954";"Eldorado do Carajás - PA";2745,7;13409;1912;24638162;8758;207;162;3352;197;1006;134;44;118022;92793;2
"201";"2017";"1503077";"Garrafão do Norte - PA";12175,6;4780;29950;2932024,39;5825;159;130;28476;903;317;53;84;39147;76961;2
"202";"2017";"1503093";"Goianésia do Pará - PA";5284;18151;4422;12108760,13;4068;459;318;16546;185;147;121;113;99945;98149;2
"204";"2017";"1503200";"Igarapé-Açu - PA";14044,7;7452;17261;3419422,86;5880;320;297;53628;1342;682;145;471;56285;58689;3
"205";"2017";"1503309";"Igarapé-Miri - PA";24822,4;1822;19570;450123,96;14786;22;19;78631;763;27;52;21;89687;112592;3
"206";"2017";"1503408";"Inhangapi - PA";1424,5;1626;1813;590651,15;1837;56;47;9768;148;75;158;67;25641;45084;2
"207";"2017";"1503457";"Ipixuna do Pará - PA";14919;16559;16131;6328443,32;6872;388;256;66094;440;361;173;163;125228;85130;2
"208";"2017";"1503507";"Irituia - PA";7394,6;5417;5902;2460345,35;7984;139;88;45747;476;337;142;147;53672;37908;2
"209";"2017";"1503606";"Itaituba - PA";5259,9;7894;2806;5699482,55;5288;215;188;9879;188;130;71;48;44797;182798;2
"210";"2017";"1503705";"Itupiranga - PA";5806,1;25506;3141;38926522,15;13382;323;262;18987;116;1579;307;72;245952;211097;3
"212";"2017";"1503804";"Jacundá - PA";386;8711;207;9196510,9;2408;132;93;494;98;56;28;43;31656;61167;2
"213";"2017";"1503903";"Juruti - PA";2339,9;1311;2033;266070,87;6664;22;15;10953;45;41;93;18;16960;132982;2
"215";"2017";"1504059";"Mãe do Rio - PA";2558,2;4719;4034;18520594,55;2659;96;66;9627;164;62;49;52;29793;24225;2
"216";"2017";"1504109";"Magalhães Barata - PA";937,9;410;1007;539833,86;1467;13;9;5374;131;36;36;43;5361;24009;2
"217";"2017";"1504208";"Marabá - PA";10879,7;47796;9121;95310614,83;16460;730;530;23306;432;1580;304;283;373471;376519;3
"218";"2017";"1504307";"Maracanã - PA";4018,8;2140;3872;215780,67;6155;50;48;20845;598;258;41;113;30228;58194;2
"219";"2017";"1504406";"Marapanim - PA";1632,5;1700;2640;152145,23;3630;19;19;11527;335;196;46;84;20844;49135;2
"221";"2017";"1504455";"Medicilândia - PA";28231,4;12379;50858;9956118,79;13078;280;277;146752;745;790;77;418;189170;320572;3
"223";"2017";"1504604";"Mocajuba - PA";5330,6;1150;3659;827273,04;6351;26;25;19583;302;134;27;123;19931;108751;2
"224";"2017";"1504703";"Moju - PA";58673,8;40093;116185;16540178,01;23091;582;481;232004;1384;578;383;287;290473;250743;3
"225";"2017";"1504752";"Mojuí dos Campos - PA";21672,9;27642;36963;9967755;4439;315;166;65134;686;129;94;148;74192;44154;2
"226";"2017";"1504802";"Monte Alegre - PA";20562,6;4333;8153;4265027,06;13415;98;90;27846;342;442;158;36;49977;256315;3
"228";"2017";"1504950";"Nova Esperança do Piriá - PA";6924,5;4573;17132;18277014,11;5788;177;124;32295;483;234;25;54;53098;75370;2
"229";"2017";"1504976";"Nova Ipixuna - PA";2979,9;7790;1252;4039798,43;4442;162;124;3408;91;487;155;61;60474;33467;2
"230";"2017";"1505007";"Nova Timboteua - PA";3484,7;9179;10401;1115829,03;1994;115;94;19155;599;346;58;169;21243;27834;2
"231";"2017";"1505031";"Novo Progresso - PA";10510,9;37618;10559;18353814,8;3979;1163;858;35384;126;307;123;113;185442;189927;2
"232";"2017";"1505064";"Novo Repartimento - PA";8376,1;31074;3759;37222032,56;15524;318;267;15916;120;834;333;49;254398;271565;3
"233";"2017";"1505106";"Óbidos - PA";4113,2;4748;4862;3444489,96;11811;48;44;21161;107;103;74;19;62483;253173;2
"234";"2017";"1505205";"Oeiras do Pará - PA";3425,8;817;2576;910006,16;12222;21;21;22337;256;18;60;39;43534;240953;2
"235";"2017";"1505304";"Oriximiná - PA";7685,6;2999;4036;2354027,71;10496;43;32;30536;88;66;72;23;63736;231483;2
"236";"2017";"1505403";"Ourém - PA";2807,9;2378;3542;2909510,59;3203;57;52;11947;695;430;68;101;24149;73909;2
"237";"2017";"1505437";"Ourilândia do Norte - PA";1661,6;9049;1816;3919010,28;4817;178;145;7070;112;427;25;38;70238;49931;2
"238";"2017";"1505486";"Pacajá - PA";11587,2;16485;5495;32293561,49;17282;143;134;20252;114;329;128;72;142153;242167;3
"240";"2017";"1505502";"Paragominas - PA";111922,3;139279;150526;199292665,19;8407;1230;734;438861;661;520;341;275;603816;309229;5
"241";"2017";"1505536";"Parauapebas - PA";2611;5734;2704;3744212,67;4752;111;88;9921;304;221;302;97;88389;195211;2
"242";"2017";"1505551";"Pau D'Arco - PA";1966,9;3404;1270;16889757,23;1849;43;39;3750;118;164;33;23;19058;26548;2
"243";"2017";"1505601";"Peixe-Boi - PA";1470,4;1938;1253;2865387,9;2726;51;45;3745;430;296;173;73;17642;8622;2
"245";"2017";"1505650";"Placas - PA";12797;11773;11770;4274176,71;6412;193;157;43974;179;461;143;121;94921;96105;2
"247";"2017";"1505809";"Portel - PA";3430,9;1184;3015;39120,2;7636;21;19;11527;15;16;18;6;17108;256528;2
"248";"2017";"1505908";"Porto de Moz - PA";5124,9;6534;2750;693550,23;5703;75;41;8673;60;42;59;14;48450;63332;2
"249";"2017";"1506005";"Prainha - PA";6404,8;1377;1958;1022299,24;4285;40;32;21232;34;58;68;10;31738;125285;2
"255";"2017";"1506195";"Rurópolis - PA";9113,7;6377;3431;6846011,62;7436;182;154;18433;130;128;73;59;69953;80118;2
"257";"2017";"1506302";"Salvaterra - PA";1934,8;3464;5344;2976939,16;1584;28;16;14849;191;47;51;24;10685;23443;2
"258";"2017";"1506351";"Santa Bárbara do Pará - PA";3068,5;1406;6750;253067,75;1273;9;7;4702;131;11;110;66;8165;9694;2
"260";"2017";"1506500";"Santa Izabel do Pará - PA";4915,1;51800;6825;2861513,01;3798;211;194;24557;769;136;225;155;571663;91537;2
"261";"2017";"1506559";"Santa Luzia do Pará - PA";2822,6;2446;4725;1106960,97;3663;62;47;10394;254;78;29;37;17733;33229;2
"262";"2017";"1506583";"Santa Maria das Barreiras - PA";38677,1;65167;326213;111967274,18;9630;740;528;109735;424;1013;165;142;249213;169853;5
"263";"2017";"1506609";"Santa Maria do Pará - PA";5146,2;2612;5697;2651622,49;3608;148;128;21575;1047;793;121;133;18803;109811;2
"264";"2017";"1506708";"Santana do Araguaia - PA";64761,2;102457;104363;129290620,96;5859;955;710;190183;106;539;78;88;349194;197687;5
"265";"2017";"1506807";"Santarém - PA";34535,5;31850;50381;30889170,29;25288;401;224;126280;1287;321;593;247;207910;544763;3
"267";"2017";"1507003";"Santo Antônio do Tauá - PA";14417,5;19281;4079;4915661,58;3359;132;124;14167;472;237;184;231;101924;114108;2
"268";"2017";"1507102";"São Caetano de Odivelas - PA";3139,7;3586;2859;389774,4;1700;43;39;8648;336;90;99;107;22390;33668;2
"269";"2017";"1507151";"São Domingos do Araguaia - PA";1648,6;17676;2169;12724560,55;3835;201;130;4908;67;646;54;51;111563;71637;2
"270";"2017";"1507201";"São Domingos do Capim - PA";26294,8;3026;8511;6218445,56;9760;96;88;40189;466;169;191;77;66331;118686;2
"271";"2017";"1507300";"São Félix do Xingu - PA";16023,3;100315;15084;79563368,45;22521;1601;1306;41769;474;2495;272;169;610898;514909;5
"272";"2017";"1507409";"São Francisco do Pará - PA";7367,3;3786;5621;811121,09;1940;161;126;25624;537;409;108;120;66896;70119;2
"273";"2017";"1507458";"São Geraldo do Araguaia - PA";2778,4;22211;504;28199746,24;4649;251;214;4380;156;780;108;80;163257;112091;2
"274";"2017";"1507466";"São João da Ponta - PA";1225,6;466;1477;46500;944;22;15;3561;136;95;15;42;6007;11470;2
"275";"2017";"1507474";"São João de Pirabas - PA";745,4;527;1095;22500;2179;9;6;4758;115;40;44;18;6537;25668;2
"276";"2017";"1507508";"São João do Araguaia - PA";2686,6;4853;2404;7242768,65;5113;100;73;9757;103;483;90;54;54150;36464;2
"277";"2017";"1507607";"São Miguel do Guamá - PA";9757;3869;4588;3097547,55;7019;157;122;34705;1009;795;133;158;51210;233551;3
"280";"2017";"1507805";"Senador José Porfírio - PA";13280;4070;3863;315633,41;6509;31;28;21330;64;667;58;25;48077;41499;2
"282";"2017";"1507953";"Tailândia - PA";58557,8;37578;989730;19860673,6;7769;615;475;67938;461;207;187;150;177631;67934;5
"283";"2017";"1507961";"Terra Alta - PA";1127,7;569;1214;246243,08;345;15;15;2170;60;42;2;17;3032;14096;2
"285";"2017";"1508001";"Tomé-Açu - PA";31597,9;16873;51965;27390873,08;10046;680;595;105115;1888;463;294;752;148419;114144;3
"286";"2017";"1508035";"Tracuateua - PA";6393,8;4012;10394;164595,77;10804;140;109;30535;2118;464;71;151;37339;73930;3
"287";"2017";"1508050";"Trairão - PA";2230;4741;1304;871832,79;1890;73;64;4463;52;52;3;19;18103;133125;2
"288";"2017";"1508084";"Tucumã - PA";8459,2;19636;11158;10236651,91;6836;452;323;27236;495;1025;112;243;118445;92515;3
"290";"2017";"1508126";"Ulianópolis - PA";70651,4;27513;34930;13836166,25;4835;854;422;351069;367;205;383;159;703013;749385;5
"291";"2017";"1508159";"Uruará - PA";28019,5;17682;29074;18705204,71;11284;304;244;107878;515;677;230;202;208429;151958;3
"292";"2017";"1508209";"Vigia - PA";1257,1;3040;2637;1982944,73;2943;44;37;9669;389;128;52;136;49997;66580;2
"293";"2017";"1508308";"Viseu - PA";16161,2;5847;10289;9021342,79;16240;193;142;109551;880;395;270;102;82594;271497;3
