Município (Código);Município;Arrendamento de terras;Adubos e corretivos;Sementes e mudas;Agrotóxicos;Novas culturas permanentes e silvicultura;Formação de pastagens;Soma
3521101;Ipeúna (SP);5292;3349;98;2213;8;X;10960
3521150;Ipiguá (SP);1894;640;441;289;-;40;3304
3521200;Iporanga (SP);724;1372;156;179;-;17;2448
3521309;Ipuã (SP);30777;12458;2848;14190;-;X;60273
3521408;Iracemápolis (SP);5660;2319;613;3203;-;-;11795
3521507;Irapuã (SP);1413;7866;600;9265;-;44;19188
3521606;Irapuru (SP);843;6699;134;4350;-;129;12155
3521705;Itaberá (SP);22240;35730;22804;49574;69;278;130695
3521804;Itaí (SP);11940;53842;19453;45148;264;377;131024
3521903;Itajobi (SP);1294;7614;1117;8414;-;45;18484
3522000;Itaju (SP);1195;2855;1204;2726;167;41;8188
3522109;Itanhaém (SP);89;687;26;152;X;X;954
3522158;Itaoca (SP);77;66;23;23;X;3;192
3522208;Itapecerica da Serra (SP);437;892;474;62;-;-;1865
3522307;Itapetininga (SP);22423;43229;19044;44691;17255;127;146769
3522406;Itapeva (SP);29231;68274;34298;69087;138;169;201197
3522505;Itapevi (SP);0;62;12;X;-;-;74
3522604;Itapira (SP);19898;8480;1621;8810;-;46;38855
3522653;Itapirapuã Paulista (SP);879;126;158;65;227;7;1462
3522703;Itápolis (SP);20870;22852;5681;34022;627;173;84225
3522802;Itaporanga (SP);5396;8163;5065;7535;X;503;26662
3522901;Itapuí (SP);305;1984;249;831;-;-;3369
3523008;Itapura (SP);1451;5774;1113;3560;X;37;11935
3523107;Itaquaquecetuba (SP);119;257;231;90;-;-;697
3523206;Itararé (SP);8526;23586;12785;17341;X;69;62307
3523305;Itariri (SP);182;2451;30;1034;-;-;3697
3523404;Itatiba (SP);1357;3488;2093;1342;-;X;8280
3523503;Itatinga (SP);12047;146835;1857;7423;2260;217;170639
3523602;Itirapina (SP);12102;8661;934;6388;X;112;28197
3523701;Itirapuã (SP);641;8103;446;2412;286;-;11888
3523800;Itobi (SP);1045;5981;1464;4751;X;X;13241
3523909;Itu (SP);5842;2898;1541;1601;X;X;11882
3524006;Itupeva (SP);1594;1888;1784;770;X;X;6036
3524105;Ituverava (SP);22233;16641;3528;14980;121;88;57591
3524204;Jaborandi (SP);6486;16301;1697;10800;-;X;35284
3524303;Jaboticabal (SP);14513;39271;10908;32285;-;X;96977
3524402;Jacareí (SP);19313;1535;894;324;37;49;22152
3524501;Jaci (SP);207;789;111;327;-;X;1434
3524600;Jacupiranga (SP);69;4092;54;577;-;-;4792
3524709;Jaguariúna (SP);2242;2078;461;1362;46;9;6198
3524808;Jales (SP);5084;5883;1227;4616;15;162;16987
3524907;Jambeiro (SP);398;384;27;9;-;8;826
3525102;Jardinópolis (SP);3057;11646;765;6115;-;X;21583
3525201;Jarinu (SP);497;2397;790;1621;X;X;5305
3525300;Jaú (SP);2065;12853;1757;5650;X;X;22325
3525409;Jeriquara (SP);2773;8934;533;4849;X;X;17089
3525508;Joanópolis (SP);565;731;423;161;X;X;1880
3525607;João Ramalho (SP);2058;3169;861;2078;X;X;8166
3525706;José Bonifácio (SP);41230;16591;3990;18816;X;1097;81724
3525805;Júlio Mesquita (SP);2661;2232;137;1765;X;277;7072
3525854;Jumirim (SP);307;562;88;130;-;X;1087
3525904;Jundiaí (SP);433;2120;2681;1093;72;24;6423
3526001;Junqueirópolis (SP);3882;15057;919;11564;16;648;32086
3526100;Juquiá (SP);169;2587;389;760;22;X;3927
3526209;Juquitiba (SP);X;96;349;8;-;-;453
3526308;Lagoinha (SP);389;920;212;77;34;84;1716
3526407;Laranjal Paulista (SP);4187;4054;1707;5794;X;X;15742
3526506;Lavínia (SP);2923;3374;507;3260;-;414;10478
3526605;Lavrinhas (SP);290;139;17;20;-;-;466
3526704;Leme (SP);7806;13448;3174;7520;X;X;31948
3526803;Lençóis Paulista (SP);22558;45112;2709;23012;X;X;93391
3526902;Limeira (SP);11655;9666;4250;8680;137;58;34446
3527009;Lindóia (SP);901;284;32;42;-;-;1259
3527108;Lins (SP);19842;13788;221;3538;X;X;37389
3527207;Lorena (SP);1010;1356;173;261;55;44;2899
3527256;Lourdes (SP);459;3858;168;227;X;131;4843
3527306;Louveira (SP);799;1540;1361;876;X;-;4576
3527405;Lucélia (SP);1154;4084;135;5862;-;X;11235
3527504;Lucianópolis (SP);3562;7189;1154;4590;-;227;16722
3527603;Luís Antônio (SP);73388;33269;164;34488;-;9;141318
3527702;Luiziânia (SP);2098;2442;813;2394;X;162;7909
3527801;Lupércio (SP);2614;5286;1375;2288;-;25;11588
3527900;Lutécia (SP);2722;6307;2740;4834;X;111;16714
3528007;Macatuba (SP);5550;6736;2523;7807;X;X;22616
3528106;Macaubal (SP);969;1435;478;232;X;X;3114
3528205;Macedônia (SP);11360;4833;184;5149;-;X;21526
3528304;Magda (SP);3701;4665;121;494123;17;139;502766
3528403;Mairinque (SP);244;870;676;293;-;X;2083
3528502;Mairiporã (SP);14;24;41;2;-;-;81
3528601;Manduri (SP);726;5470;1321;3784;X;X;11301
3528700;Marabá Paulista (SP);1460;11179;399;4374;X;252;17664
3528809;Maracaí (SP);10352;16190;11141;21281;X;X;58964
3528858;Marapoama (SP);20765;10677;762;9299;-;X;41503
3528908;Mariápolis (SP);926;1090;168;574;X;83;2841
3529005;Marília (SP);7711;9158;1989;6596;60;452;25966
3529104;Marinópolis (SP);186;1425;108;1168;X;X;2887
3529203;Martinópolis (SP);32203;27645;4007;17921;22;626;82424
3529302;Matão (SP);598;17724;1918;16464;X;X;36704
3529401;Mauá (SP);X;65;65;11;-;-;141
3529500;Mendonça (SP);805;1247;355;316;-;13;2736
3529609;Meridiano (SP);699;28790;439;20215;-;241;50384
3529658;Mesópolis (SP);1071;1132;333;627;-;127;3290
3529708;Miguelópolis (SP);82875;24805;11574;31194;-;X;150448
3529807;Mineiros do Tietê (SP);953;2875;356;1045;X;X;5229
3529906;Miracatu (SP);455;6159;272;1592;97;53;8628
3530003;Mira Estrela (SP);1784;2538;519;1226;X;106;6173
3530102;Mirandópolis (SP);2356;4154;632;1996;19;253;9410
3530201;Mirante do Paranapanema (SP);9089;23064;1916;8311;37;971;43388
3530300;Mirassol (SP);885;1702;689;1140;X;86;4502
3530409;Mirassolândia (SP);379;1105;160;635;-;35;2314
3530508;Mococa (SP);39082;46659;3451;7901;4;152;97249
3530607;Mogi das Cruzes (SP);2358;13330;8166;4823;6;X;28683
3530706;Mogi Guaçu (SP);13051;55735;17365;45825;168;X;132144
3530805;Mogi Mirim (SP);5388;19983;6734;14136;X;X;46241
3530904;Mombuca (SP);2629;2990;60;2507;X;54;8240
3531001;Monções (SP);33594;7543;75;8536;-;51;49799
3531100;Mongaguá (SP);0;73;1;X;-;-;74
3531209;Monte Alegre do Sul (SP);153;806;332;141;X;X;1432
3531308;Monte Alto (SP);1792;24906;5178;21484;418;X;53778
3531407;Monte Aprazível (SP);5935;5539;827;2256;X;X;14557
3531506;Monte Azul Paulista (SP);1073;13462;1903;11981;X;X;28419
3531605;Monte Castelo (SP);1237;3183;194;1998;94;114;6820
3531704;Monteiro Lobato (SP);140;453;15;8;-;X;616
3531803;Monte Mor (SP);2910;5760;2088;6127;X;X;16885
3531902;Morro Agudo (SP);3634;51628;4683;30895;-;19;90859
3532009;Morungaba (SP);438;1113;525;369;-;22;2467
3532058;Motuca (SP);X;566;332;99;-;-;997
3532108;Murutinga do Sul (SP);433;1775;241;755;36;329;3569
3532157;Nantes (SP);3470;3677;2856;4633;X;X;14636
3532207;Narandiba (SP);4188;1661;556;737;-;168;7310
3532306;Natividade da Serra (SP);653;432;83;45;5;125;1343
3532405;Nazaré Paulista (SP);213;343;426;395;X;-;1377
3532504;Neves Paulista (SP);1096;3390;357;1064;X;X;5907
3532603;Nhandeara (SP);1054;2027;413;544;-;16;4054
3532702;Nipoã (SP);371;1574;361;901;-;61;3268
3532801;Nova Aliança (SP);471;1317;210;1001;X;X;2999
3532827;Nova Campina (SP);2041;2024;1505;1490;-;X;7060
3532843;Nova Canaã Paulista (SP);281;1127;101;393;X;164;2066
3532868;Nova Castilho (SP);761;1580;181;472;-;64;3058
3532900;Nova Europa (SP);69798;18547;2413;16612;-;X;107370
3533007;Nova Granada (SP);620;4997;925;3036;X;290;9868
3533106;Nova Guataporanga (SP);398;230;86;99;X;X;813
3533205;Nova Independência (SP);65098;30758;38;14364;60;52;110370
3533254;Novais (SP);4443;3165;111;1409;-;-;9128
3533304;Nova Luzitânia (SP);612;272;32;59;X;22;997
3533403;Nova Odessa (SP);110;292;157;66;-;-;625
3533502;Novo Horizonte (SP);373807;94623;1413;38775;246;230;509094
3533601;Nuporanga (SP);8473;10496;1714;6740;802;44;28269
3533700;Ocauçu (SP);1680;6328;691;1969;-;70;10738
3533809;Óleo (SP);2292;21724;5008;2060;-;53;31137
3533908;Olímpia (SP);72968;64467;1772;39769;28;63;179067
3534005;Onda Verde (SP);5357;7631;159;978;X;89;14214
3534104;Oriente (SP);574;1176;254;690;-;71;2765
3534203;Orindiúva (SP);17994;53252;1044;38946;X;X;111236
3534302;Orlândia (SP);2135;27522;754;18636;X;7;49054
3534401;Osasco (SP);-;54;13;-;-;-;67
3534500;Oscar Bressane (SP);1006;1274;350;842;X;X;3472
3534609;Osvaldo Cruz (SP);1279;4374;250;1908;X;21;7832
3534708;Ourinhos (SP);3557;19443;3322;8636;-;X;34958
3534757;Ouroeste (SP);14246;24705;1960;17694;-;268;58873
3534807;Ouro Verde (SP);9890;11569;3308;6244;X;103;31114
3534906;Pacaembu (SP);1992;15306;636;9982;X;140;28056
3535002;Palestina (SP);17952;53399;18932;25122;X;2602;118007
3535101;Palmares Paulista (SP);810;2157;47;1182;-;-;4196
3535200;Palmeira d'Oeste (SP);3589;5871;205;3697;146;331;13839
3535309;Palmital (SP);7516;21819;16771;18399;X;X;64505
3535408;Panorama (SP);1513;3963;2290;2874;X;8;10648
3535507;Paraguaçu Paulista (SP);58851;10630;4313;9053;10065;134;93046
3535606;Paraibuna (SP);676;978;207;193;8;116;2178
3535705;Paraíso (SP);47172;14438;4303;12175;-;-;78088
3535804;Paranapanema (SP);9700;42233;20583;40327;66;253;113162
3535903;Paranapuã (SP);371;1853;599;1709;64;156;4752
3536000;Parapuã (SP);1254;9879;472;5635;X;102;17342
3536109;Pardinho (SP);941;6715;1444;4270;315;172;13857
3536208;Pariquera-Açu (SP);325;2760;249;1095;X;X;4429
3536257;Parisi (SP);331;1476;232;954;X;X;2993
3536307;Patrocínio Paulista (SP);3312;17847;1273;8590;375;190;31587
3536406;Paulicéia (SP);197;4482;3357;3637;X;44;11717
3536505;Paulínia (SP);1326;1893;408;821;-;X;4448
3536570;Paulistânia (SP);3001;1768;81;1138;139;X;6127
3536604;Paulo de Faria (SP);41862;7367;590;3203;X;963;53985
3536703;Pederneiras (SP);14124;25662;3403;11852;X;X;55041
3536802;Pedra Bela (SP);913;1969;1170;471;-;X;4523
3536901;Pedranópolis (SP);4968;3359;502;2522;X;62;11413
3537008;Pedregulho (SP);13693;31767;1358;18018;555;108;65499
3537107;Pedreira (SP);146;64;7;15;-;X;232
3537156;Pedrinhas Paulista (SP);2219;6021;5678;5021;-;X;18939
3537206;Pedro de Toledo (SP);57;1191;9;281;-;X;1538
3537305;Penápolis (SP);4190;12796;1236;5180;X;121;23523
3537404;Pereira Barreto (SP);4895;42164;5238;17584;X;128;70009
3537503;Pereiras (SP);691;515;278;568;X;X;2052
3537602;Peruíbe (SP);X;195;20;35;-;X;250
3537701;Piacatu (SP);4666;3817;344;1545;X;251;10623
3537800;Piedade (SP);3487;24309;17130;17316;38;20;62300
3537909;Pilar do Sul (SP);2282;11254;3898;7855;X;X;25289
3538006;Pindamonhangaba (SP);1926;3220;862;1313;X;X;7321
3538105;Pindorama (SP);609;2180;295;2068;X;X;5152
3538204;Pinhalzinho (SP);750;1211;2419;1006;X;X;5386
3538303;Piquerobi (SP);1206;2631;381;396;-;433;5047
3538501;Piquete (SP);374;192;25;19;-;X;610
3538600;Piracaia (SP);798;740;463;334;X;-;2335
3538709;Piracicaba (SP);36436;18851;2561;16873;630;186;75537
3538808;Piraju (SP);4624;10754;5483;10280;X;101;31242
3538907;Pirajuí (SP);19549;8179;1866;4760;-;459;34813
3539004;Pirangi (SP);1667;6117;731;7134;X;X;15649
3539103;Pirapora do Bom Jesus (SP);X;12;1;X;-;-;13
3539202;Pirapozinho (SP);22311;11235;624;5524;-;37;39731
3539301;Pirassununga (SP);44023;20263;6648;16538;X;X;87472
3539400;Piratininga (SP);8653;4676;707;2664;X;X;16700
3539509;Pitangueiras (SP);84390;34895;2903;26018;X;-;148206
3539608;Planalto (SP);2074;2477;500;1659;X;X;6710
3539707;Platina (SP);2055;10085;5599;5521;X;115;23375
3539806;Poá (SP);X;30;17;X;-;-;47
3539905;Poloni (SP);650;1414;77;566;-;X;2707
3540002;Pompéia (SP);5889;6165;1302;8609;6;405;22376
3540101;Pongaí (SP);7302;2902;380;1825;X;150;12559
3540200;Pontal (SP);8816;26083;861;16881;-;-;52641
3540259;Pontalinda (SP);1728;2580;248;1456;X;137;6149
3540309;Pontes Gestal (SP);406;19602;308;12227;-;58;32601
3540408;Populina (SP);17693;3756;268;985;-;29;22731
3540507;Porangaba (SP);748;3042;158;54;-;14;4016
3540606;Porto Feliz (SP);27911;10511;1479;13673;723;34;54331
3540705;Porto Ferreira (SP);17968;7024;2692;6196;-;-;33880
3540754;Potim (SP);215;173;112;115;-;-;615
3540804;Potirendaba (SP);1247;26111;1057;20194;X;X;48609
3540853;Pracinha (SP);262;1022;11;416;-;-;1711
3540903;Pradópolis (SP);X;39732;2972;29926;-;X;72630
3541059;Pratânia (SP);1895;2908;823;1715;X;X;7341
3541109;Presidente Alves (SP);4265;1706;408;1229;X;80;7688
3541208;Presidente Bernardes (SP);9410;8331;2321;3259;26;1036;24383
3541307;Presidente Epitácio (SP);691;11900;262;3996;X;430;17279
3541406;Presidente Prudente (SP);21290;6072;540;3983;X;223;32108
3541505;Presidente Venceslau (SP);5265;4425;557;846;X;768;11861
3541604;Promissão (SP);9445;8984;3202;3908;718;278;26535
3541653;Quadra (SP);1879;1779;439;1104;X;-;5201
3541703;Quatá (SP);1045;1793;193;425;X;X;3456
3541802;Queiroz (SP);989;4616;187;2227;-;37;8056
3541901;Queluz (SP);60;338;39;18;-;-;455
3542008;Quintana (SP);6110;6136;5330;11174;X;X;28750
3542107;Rafard (SP);1854;1312;126;565;X;X;3857
3542206;Rancharia (SP);11831;20359;8003;17145;X;299;57637
3542305;Redenção da Serra (SP);280;419;113;23;149;53;1037
3542404;Regente Feijó (SP);1494;1099;439;761;X;159;3952
3542503;Reginópolis (SP);1318;3237;1072;4412;X;X;10039
3542602;Registro (SP);2275;6319;302;2272;70;50;11288
3542701;Restinga (SP);888;8447;155;3227;X;X;12717
3542800;Ribeira (SP);X;70;25;22;X;49;166
3542909;Ribeirão Bonito (SP);1916;6143;366;5586;42;153;14206
3543006;Ribeirão Branco (SP);1307;5479;2571;6336;26;30;15749
3543105;Ribeirão Corrente (SP);2463;12366;498;5773;X;-;21100
3543204;Ribeirão do Sul (SP);8307;9450;5730;9255;-;X;32742
3543238;Ribeirão dos Índios (SP);3346;1431;196;356;-;X;5329
3543253;Ribeirão Grande (SP);527;1641;792;1686;X;X;4646
3543303;Ribeirão Pires (SP);47;36;29;9;-;-;121
3543402;Ribeirão Preto (SP);8611;7282;1343;2342;2;4;19584
3543501;Riversul (SP);1393;1712;1441;2411;X;X;6957
3543600;Rifaina (SP);203;473;225;320;-;X;1221
3543709;Rincão (SP);534;3636;519;5451;-;X;10140
3543808;Rinópolis (SP);3153;6925;1160;2861;X;96;14195
3543907;Rio Claro (SP);6410;9449;1823;2457;X;98;20237
3544004;Rio das Pedras (SP);2852;1986;217;1760;X;37;6852
3544103;Rio Grande da Serra (SP);-;32;7;X;-;-;39
3544202;Riolândia (SP);17850;1939;622;1800;-;X;22211
3544251;Rosana (SP);1721;7414;1456;3285;809;331;15016
3544301;Roseira (SP);320;771;251;660;-;X;2002
3544400;Rubiácea (SP);1805;6385;465;3553;-;93;12301
3544509;Rubinéia (SP);307;437;141;141;-;166;1192
3544608;Sabino (SP);16056;6241;781;3165;X;39;26282
3544707;Sagres (SP);442;3340;330;1917;X;X;6029
3544806;Sales (SP);990;1566;411;869;X;23;3859
3544905;Sales Oliveira (SP);3408;7034;698;4068;X;31;15239
3545001;Salesópolis (SP);523;873;495;326;79;15;2311
3545100;Salmourão (SP);1024;3162;456;3123;-;X;7765
3545159;Saltinho (SP);645;1216;74;818;-;53;2806
3545209;Salto (SP);1249;844;547;314;-;X;2954
3545308;Salto de Pirapora (SP);1916;2817;1136;2728;X;X;8597
3545407;Salto Grande (SP);3343;8854;7549;7048;X;X;26794
3545506;Sandovalina (SP);32793;15625;2329;8506;-;189;59442
3545605;Santa Adélia (SP);3260;3678;464;3271;X;X;10673
3545704;Santa Albertina (SP);4917;10862;302;16427;-;72;32580
3545803;Santa Bárbara d'Oeste (SP);743;1822;335;650;X;-;3550
3546009;Santa Branca (SP);954;489;115;39;-;X;1597
3546108;Santa Clara d'Oeste (SP);194;817;124;577;X;213;1925
3546207;Santa Cruz da Conceição (SP);4300;3588;682;1121;X;X;9691
3546256;Santa Cruz da Esperança (SP);555;1811;373;846;X;X;3585
3546306;Santa Cruz das Palmeiras (SP);39933;6605;1136;5028;-;-;52702
3546405;Santa Cruz do Rio Pardo (SP);17265;27944;15407;22831;X;X;83447
3546504;Santa Ernestina (SP);263;2820;91;3398;-;X;6572
3546603;Santa Fé do Sul (SP);1347;1240;131;1338;X;48;4104
3546702;Santa Gertrudes (SP);5317;1868;341;2773;X;X;10299
3546801;Santa Isabel (SP);446;497;585;272;X;24;1824
3546900;Santa Lúcia (SP);X;1947;339;967;-;X;3253
3547007;Santa Maria da Serra (SP);1883;1066;79;812;X;X;3840
3547106;Santa Mercedes (SP);2362;1948;1177;1325;X;62;6874
3547205;Santana da Ponte Pensa (SP);705;1202;83;865;X;104;2959
3547304;Santana de Parnaíba (SP);39;18;15;X;-;X;72
3547403;Santa Rita d'Oeste (SP);2340;1934;158;1399;-;152;5983
3547502;Santa Rita do Passa Quatro (SP);30192;14228;1770;8172;-;31;54393
3547601;Santa Rosa de Viterbo (SP);16457;3991;601;2241;87;31;23408
3547650;Santa Salete (SP);751;2252;221;3074;X;X;6298
3547700;Santo Anastácio (SP);6568;7392;1913;2134;X;142;18149
3547809;Santo André (SP);-;56;97;0;-;-;153
3547908;Santo Antônio da Alegria (SP);3181;7602;899;3786;X;X;15468
3548005;Santo Antônio de Posse (SP);4995;7617;31285;6781;-;X;50678
3548054;Santo Antônio do Aracanguá (SP);3066;8742;2051;7129;-;371;21359
3548104;Santo Antônio do Jardim (SP);751;6001;445;2407;74;X;9678
3548203;Santo Antônio do Pinhal (SP);311;402;209;198;X;-;1120
3548302;Santo Expedito (SP);2192;974;27;616;-;64;3873
3548401;Santópolis do Aguapeí (SP);1308;1660;162;2452;-;X;5582
3548500;Santos (SP);-;-;-;-;-;-;NA
3548609;São Bento do Sapucaí (SP);865;789;303;152;22;15;2146
3548708;São Bernardo do Campo (SP);X;206;147;11;-;-;364
3548807;São Caetano do Sul (SP);-;39;32;X;-;-;71
3548906;São Carlos (SP);10009;8656;1836;6583;34;94;27212
3549003;São Francisco (SP);1870;1314;73;1364;X;X;4621
3549102;São João da Boa Vista (SP);3187;16250;2442;8137;47;49;30112
3549201;São João das Duas Pontes (SP);933;866;37;560;-;X;2396
3549250;São João de Iracema (SP);642;1444;83;781;X;X;2950
3549300;São João do Pau d'Alho (SP);667;830;438;543;X;21;2499
3549409;São Joaquim da Barra (SP);119027;51622;9814;47519;-;7;227989
3549508;São José da Bela Vista (SP);325;4574;580;1681;X;-;7160
3549607;São José do Barreiro (SP);874;305;59;10;-;X;1248
3549706;São José do Rio Pardo (SP);8944;22422;5343;4487;X;X;41196
3549805;São José do Rio Preto (SP);5293;2548;1135;1053;X;X;10029
3549904;São José dos Campos (SP);1898;1562;520;515;X;X;4495
3549953;São Lourenço da Serra (SP);95;1099;755;180;-;X;2129
3550001;São Luiz do Paraitinga (SP);1130;1399;610;198;X;218;3555
3550100;São Manuel (SP);10946;36458;3207;4930;-;X;55541
3550209;São Miguel Arcanjo (SP);9455;31676;15011;31290;1972;77;89481
3550308;São Paulo (SP);578;2329;912;379;X;X;4198
3550407;São Pedro (SP);28276;6285;301;3913;X;X;38775
3550506;São Pedro do Turvo (SP);56343;18100;6379;15976;141;249;97188
3550605;São Roque (SP);404;1046;870;297;X;-;2617
3550704;São Sebastião (SP);46;33;1;X;-;-;80
3550803;São Sebastião da Grama (SP);450;6982;808;2453;X;59;10752
3550902;São Simão (SP);6926;3425;453;7301;-;18;18123
3551009;São Vicente (SP);-;X;X;-;-;-;NA
3551108;Sarapuí (SP);2116;4732;1060;2477;743;74;11202
3551207;Sarutaiá (SP);1540;3588;927;2078;X;X;8133
3551306;Sebastianópolis do Sul (SP);571;30191;905;23255;-;X;54922
3551405;Serra Azul (SP);4059;4676;3591;1723;-;-;14049
3551504;Serrana (SP);95073;43507;200;21583;-;-;160363
3551603;Serra Negra (SP);655;3904;442;1206;X;X;6207
3551702;Sertãozinho (SP);100649;59949;2676;3680;-;X;166954
3551801;Sete Barras (SP);3419;9564;250;2092;X;X;15325
3551900;Severínia (SP);3385;4572;428;2910;-;-;11295
3552007;Silveiras (SP);627;638;50;12;-;X;1327
3552106;Socorro (SP);2268;9054;2471;2738;31;48;16610
3552205;Sorocaba (SP);1328;3489;1569;1337;X;X;7723
3552304;Sud Mennucci (SP);3927;28682;1155;14406;X;X;48170
3552403;Sumaré (SP);844;3809;1596;4688;-;-;10937
3552502;Suzano (SP);1552;3617;2348;1673;X;-;9190
3552551;Suzanápolis (SP);994;8321;483;5957;-;559;16314
3552601;Tabapuã (SP);1593;5150;461;4533;-;X;11737
3552700;Tabatinga (SP);461;3204;1043;2157;X;X;6865
3552809;Taboão da Serra (SP);-;X;X;X;-;-;NA
3552908;Taciba (SP);4461;7752;5481;7429;X;X;25123
3553005;Taguaí (SP);951;2313;1375;2612;70;50;7371
3553104;Taiaçu (SP);2867;4813;1350;5535;189;X;14754
3553203;Taiúva (SP);1664;4225;406;2831;X;-;9126
3553302;Tambaú (SP);61528;13533;1948;11679;X;X;88688
3553401;Tanabi (SP);71683;28093;613;25997;60;221;126667
3553500;Tapiraí (SP);217;519;32;108;-;X;876
3553609;Tapiratiba (SP);120;10445;676;4331;79;X;15651
3553658;Taquaral (SP);474;4624;207;7065;-;-;12370
3553708;Taquaritinga (SP);6377;21339;3558;17919;366;X;49559
3553807;Taquarituba (SP);11104;47308;13289;25594;214;153;97662
3553856;Taquarivaí (SP);9237;10809;4876;21624;X;8;46554
3553906;Tarabai (SP);7323;3904;50;1500;-;X;12777
3553955;Tarumã (SP);109564;13634;2924;15351;-;X;141473
3554003;Tatuí (SP);5984;8860;2885;15236;-;64;33029
3554102;Taubaté (SP);1988;2658;854;747;56;27;6330
3554201;Tejupá (SP);2500;5307;1674;3523;4;79;13087
3554300;Teodoro Sampaio (SP);5919;33327;578;12656;2;184;52666
3554409;Terra Roxa (SP);1619;9217;627;4423;-;-;15886
3554508;Tietê (SP);5730;6707;1643;3200;X;95;17375
3554607;Timburi (SP);475;3076;715;1241;X;X;5507
3554656;Torre de Pedra (SP);85;120;9;X;-;X;214
3554706;Torrinha (SP);3741;5778;1060;3178;252;21;14030
3554755;Trabiju (SP);174;246;130;34;X;X;584
3554805;Tremembé (SP);1344;2414;483;1196;43;X;5480
3554904;Três Fronteiras (SP);663;992;78;1171;-;138;3042
3554953;Tuiuti (SP);758;2425;1953;454;11;33;5634
3555000;Tupã (SP);8219;9996;2579;11355;X;352;32501
3555109;Tupi Paulista (SP);3434;6375;1134;4736;579;90;16348
3555208;Turiúba (SP);530;787;425;417;-;X;2159
3555307;Turmalina (SP);9948;3293;724;3618;X;56;17639
