Código (Município);Município;Produção de lavouras temporárias;Produção de lavouras permanentes;Soma
2209401;Santo Antônio de Lisboa (PI);2150;9708;11858
2209450;Santo Antônio dos Milagres (PI);1562;122;1684
2209500;Santo Inácio do Piauí (PI);3604;177;3781
2209559;São Braz do Piauí (PI);4724;341;5065
2209609;São Félix do Piauí (PI);1155;X;1155
2209658;São Francisco de Assis do Piauí (PI);3300;X;3300
2209708;São Francisco do Piauí (PI);5363;X;5363
2209757;São Gonçalo do Gurguéia (PI);5040;X;5040
2209807;São Gonçalo do Piauí (PI);7763;696;8459
2209856;São João da Canabrava (PI);3014;X;3014
2209872;São João da Fronteira (PI);1065;X;1065
2209906;São João da Serra (PI);3369;X;3369
2209955;São João da Varjota (PI);2786;210;2996
2209971;São João do Arraial (PI);3402;262;3664
2210003;São João do Piauí (PI);3751;969;4720
2210052;São José do Divino (PI);1392;131;1523
2210102;São José do Peixe (PI);2219;-;2219
2210201;São José do Piauí (PI);11134;605;11739
2210300;São Julião (PI);1878;X;1878
2210359;São Lourenço do Piauí (PI);2282;X;2282
2210375;São Luis do Piauí (PI);2271;X;2271
2210383;São Miguel da Baixa Grande (PI);1076;X;1076
2210391;São Miguel do Fidalgo (PI);969;-;969
2210409;São Miguel do Tapuio (PI);10856;378;11234
2210508;São Pedro do Piauí (PI);10015;827;10842
2210607;São Raimundo Nonato (PI);10655;942;11597
2210623;Sebastião Barros (PI);2677;-;2677
2210631;Sebastião Leal (PI);138469;98;138567
2210656;Sigefredo Pacheco (PI);4054;872;4926
2210706;Simões (PI);12494;39;12533
2210805;Simplício Mendes (PI);3138;636;3774
2210904;Socorro do Piauí (PI);2814;X;2814
2210938;Sussuapara (PI);2728;1292;4020
2210953;Tamboril do Piauí (PI);3396;X;3396
2210979;Tanque do Piauí (PI);3388;183;3571
2211001;Teresina (PI);25459;8116;33575
2211100;União (PI);113484;1275;114759
2211209;Uruçuí (PI);436522;586;437108
2211308;Valença do Piauí (PI);4952;4368;9320
2211357;Várzea Branca (PI);3091;61;3152
2211407;Várzea Grande (PI);3111;X;3111
2211506;Vera Mendes (PI);1831;X;1831
2211605;Vila Nova do Piauí (PI);4281;167;4448
2211704;Wall Ferraz (PI);2935;301;3236
2300101;Abaiara (CE);4797;44;4841
2300150;Acarape (CE);6576;4083;10659
2300200;Acaraú (CE);20777;47126;67903
2300309;Acopiara (CE);22241;274;22515
2300408;Aiuaba (CE);14976;168;15144
2300507;Alcântaras (CE);4455;65;4520
2300606;Altaneira (CE);3255;X;3255
2300705;Alto Santo (CE);3997;5947;9944
2300754;Amontada (CE);14842;18314;33156
2300804;Antonina do Norte (CE);2406;-;2406
2300903;Apuiarés (CE);3297;1328;4625
2301000;Aquiraz (CE);16144;18208;34352
2301109;Aracati (CE);14820;55493;70313
2301208;Aracoiaba (CE);15230;4716;19946
2301257;Ararendá (CE);10922;X;10922
2301307;Araripe (CE);19621;856;20477
2301406;Aratuba (CE);6864;5072;11936
2301505;Arneiroz (CE);2865;87;2952
2301604;Assaré (CE);18287;143;18430
2301703;Aurora (CE);10244;101;10345
2301802;Baixio (CE);4474;X;4474
2301851;Banabuiú (CE);2707;23;2730
2301901;Barbalha (CE);23799;13757;37556
2301950;Barreira (CE);6755;18931;25686
2302008;Barro (CE);6433;1261;7694
2302057;Barroquinha (CE);4811;2588;7399
2302107;Baturité (CE);12212;7399;19611
2302206;Beberibe (CE);11006;46437;57443
2302305;Bela Cruz (CE);10579;28841;39420
2302404;Boa Viagem (CE);32425;X;32425
2302503;Brejo Santo (CE);8103;490;8593
2302602;Camocim (CE);7597;9692;17289
2302701;Campos Sales (CE);18923;X;18923
2302800;Canindé (CE);25607;242;25849
2302909;Capistrano (CE);12992;2889;15881
2303006;Caridade (CE);5651;77;5728
2303105;Cariré (CE);8107;1064;9171
2303204;Caririaçu (CE);12786;1381;14167
2303303;Cariús (CE);12817;2685;15502
2303402;Carnaubal (CE);8747;880;9627
2303501;Cascavel (CE);6833;14353;21186
2303600;Catarina (CE);4995;X;4995
2303659;Catunda (CE);5232;34;5266
2303709;Caucaia (CE);8174;1416;9590
2303808;Cedro (CE);12042;1447;13489
2303907;Chaval (CE);1499;905;2404
2303931;Choró (CE);8740;31;8771
2303956;Chorozinho (CE);2651;14457;17108
2304004;Coreaú (CE);6286;X;6286
2304103;Crateús (CE);37960;213;38173
2304202;Crato (CE);16253;2629;18882
2304236;Croatá (CE);6836;523;7359
2304251;Cruz (CE);4295;20774;25069
2304269;Deputado Irapuan Pinheiro (CE);4496;30;4526
2304277;Ereré (CE);1346;X;1346
2304285;Eusébio (CE);69;866;935
2304301;Farias Brito (CE);14148;360;14508
2304350;Forquilha (CE);4028;X;4028
2304400;Fortaleza (CE);46;60;106
2304459;Fortim (CE);3028;4404;7432
2304509;Frecheirinha (CE);5472;X;5472
2304608;General Sampaio (CE);680;124;804
2304657;Graça (CE);13324;873;14197
2304707;Granja (CE);15406;8854;24260
2304806;Granjeiro (CE);2912;X;2912
2304905;Groaíras (CE);6680;X;6680
2304954;Guaiúba (CE);5937;2315;8252
2305001;Guaraciaba do Norte (CE);9726;3880;13606
2305100;Guaramiranga (CE);416;2325;2741
2305209;Hidrolândia (CE);11870;210;12080
2305233;Horizonte (CE);3803;5570;9373
2305266;Ibaretama (CE);7234;336;7570
2305308;Ibiapina (CE);9712;11311;21023
2305332;Ibicuitinga (CE);4387;156;4543
2305357;Icapuí (CE);1247;4164;5411
2305407;Icó (CE);28323;1928;30251
2305506;Iguatu (CE);15229;9997;25226
2305605;Independência (CE);9848;72;9920
2305654;Ipaporanga (CE);13263;111;13374
2305704;Ipaumirim (CE);6838;X;6838
2305803;Ipu (CE);10569;3567;14136
2305902;Ipueiras (CE);24721;2182;26903
2306009;Iracema (CE);2475;52;2527
2306108;Irauçuba (CE);9440;25;9465
2306207;Itaiçaba (CE);4505;560;5065
2306256;Itaitinga (CE);3019;1210;4229
2306306;Itapajé (CE);11572;5302;16874
2306405;Itapipoca (CE);29526;37009;66535
2306504;Itapiúna (CE);13907;162;14069
2306553;Itarema (CE);9085;36258;45343
2306603;Itatira (CE);15845;752;16597
2306702;Jaguaretama (CE);2159;82;2241
2306801;Jaguaribara (CE);2724;1683;4407
2306900;Jaguaribe (CE);8476;661;9137
2307007;Jaguaruana (CE);16792;1881;18673
2307106;Jardim (CE);12132;981;13113
2307205;Jati (CE);2329;703;3032
2307254;Jijoca de Jericoacoara (CE);2232;15349;17581
2307304;Juazeiro do Norte (CE);5348;355;5703
2307403;Jucás (CE);11494;1465;12959
2307502;Lavras da Mangabeira (CE);15499;2918;18417
2307601;Limoeiro do Norte (CE);16778;49927;66705
2307635;Madalena (CE);10484;-;10484
2307650;Maracanaú (CE);2007;455;2462
2307700;Maranguape (CE);14982;6879;21861
2307809;Marco (CE);4523;4817;9340
2307908;Martinópole (CE);1429;1050;2479
2308005;Massapê (CE);7961;X;7961
2308104;Mauriti (CE);18782;7722;26504
2308203;Meruoca (CE);7868;2187;10055
2308302;Milagres (CE);12196;242;12438
2308351;Milhã (CE);2798;-;2798
2308377;Miraíma (CE);1516;-;1516
2308401;Missão Velha (CE);23617;27515;51132
2308500;Mombaça (CE);22500;261;22761
2308609;Monsenhor Tabosa (CE);10318;X;10318
2308708;Morada Nova (CE);22600;1782;24382
2308807;Moraújo (CE);3693;285;3978
2308906;Morrinhos (CE);7022;2916;9938
2309003;Mucambo (CE);5279;497;5776
2309102;Mulungu (CE);4494;4540;9034
2309201;Nova Olinda (CE);5721;X;5721
2309300;Nova Russas (CE);11348;205;11553
2309409;Novo Oriente (CE);20742;278;21020
2309458;Ocara (CE);12042;6208;18250
2309508;Orós (CE);10621;82;10703
2309607;Pacajus (CE);7602;15464;23066
2309706;Pacatuba (CE);3479;3047;6526
2309805;Pacoti (CE);3569;6577;10146
2309904;Pacujá (CE);1617;X;1617
2310001;Palhano (CE);7311;6575;13886
2310100;Palmácia (CE);5381;4153;9534
2310209;Paracuru (CE);3272;2269;5541
2310258;Paraipaba (CE);7236;27596;34832
2310308;Parambu (CE);32462;338;32800
2310407;Paramoti (CE);5268;X;5268
2310506;Pedra Branca (CE);16454;X;16454
2310605;Penaforte (CE);1484;1739;3223
2310704;Pentecoste (CE);6619;1607;8226
2310803;Pereiro (CE);8890;X;8890
2310852;Pindoretama (CE);8424;6083;14507
2310902;Piquet Carneiro (CE);10641;167;10808
2310951;Pires Ferreira (CE);5434;927;6361
2311009;Poranga (CE);11420;526;11946
2311108;Porteiras (CE);7150;3604;10754
2311207;Potengi (CE);8215;246;8461
2311231;Potiretama (CE);4284;X;4284
2311264;Quiterianópolis (CE);17770;272;18042
2311306;Quixadá (CE);27105;530;27635
2311355;Quixelô (CE);5236;132;5368
2311405;Quixeramobim (CE);31005;306;31311
2311504;Quixeré (CE);10157;21365;31522
2311603;Redenção (CE);10989;9946;20935
2311702;Reriutaba (CE);7061;2410;9471
2311801;Russas (CE);21625;23627;45252
2311900;Saboeiro (CE);11021;X;11021
2311959;Salitre (CE);35414;X;35414
2312007;Santana do Acaraú (CE);13085;1165;14250
2312106;Santana do Cariri (CE);7176;291;7467
2312205;Santa Quitéria (CE);20065;2586;22651
2312304;São Benedito (CE);22024;4856;26880
2312403;São Gonçalo do Amarante (CE);9415;3342;12757
2312502;São João do Jaguaribe (CE);3440;1236;4676
2312601;São Luís do Curu (CE);3251;2789;6040
2312700;Senador Pompeu (CE);12453;X;12453
2312809;Senador Sá (CE);2800;1216;4016
2312908;Sobral (CE);29029;861;29890
2313005;Solonópole (CE);6601;373;6974
2313104;Tabuleiro do Norte (CE);7610;3697;11307
2313203;Tamboril (CE);15151;67;15218
