;area_estabelecimentos;area_lavouras;area_producao;despesas_terra;qtde_estabelecimentos;pessoal_ocupado;salarios;pessoal_homens;pessoal_mulheres;qtde_tratores;qtde_maquinas;despesas_maquinas;uso_adubos;uso_corretivos;uso_assistencia_tecnica;uso_agrotoxicos;uso_conservacao;uso_irrigacao;uso_energia;despesa_insumos;intensidade_agrotoxico;despesas_estabelecimentos;despesas_outras;despesas_lavouras;receitas_lavouras;receitas_estabelecimentos;CR_sicor;producao;pib_agro_municipios
4219606;13593,6;3793,8;3076;9303;738;2626;5442;1794;832;372;1009;7812;681;88;570;570;1420;6;710;56401;42,20833333;97468;10530;2894;5505;723;28943814,3;128022;63053,64
4219705;17706,9;8458,9;8954;15353;915;2618;8150;1614;1004;635;1251;12840;793;127;628;628;782;6;896;30932;2,33770015;89952;5807;35139;26562;906;28069703,64;133335;90044,82
4219853;11069,9;3338,4;8957;18263;246;742;2687;587;155;141;289;4010;208;99;189;189;585;7;208;15870;Inf;35807;4540;23034;27054;255;23264739,7;41838;23386,46
4220000;1408,9;156,3;374;592;82;189;342;136;53;37;46;NA;47;14;22;22;88;7;58;747;1,31372549;2517;13;876;1935;85;35060,42;4396;4470,84
4300034;129637,5;NA;61537;57352;803;2332;15574;1737;595;774;1548;NA;529;75;328;328;524;54;752;54895;NA;142554;7705;80505;149269;800;61464874,18;250509;124098,45
4300059;20159,2;18055,9;20508;33418;579;1765;2027;1130;635;668;1260;13764;541;279;508;508;617;42;475;50516;1718,14285714;81249;3844;43221;63109;560;87294990,94;119047;65546,64
4300109;30908,1;17620;43894;32757;2073;5786;5821;3502;2284;1345;2352;13070;1983;697;1359;1359;3012;369;2020;30498;332,52380952;68797;5709;61312;119959;2051;35900355,29;153332;128704,91
4300208;26104,4;23995;22947;47986;753;2223;3330;1341;882;939;2319;24365;742;246;635;635;1577;71;671;63383;396,18181818;119951;17664;71398;85066;748;62560000,33;161469;81843,11
4300307;24602,8;7041;11171;9754;1353;3147;2001;1847;1300;281;603;7003;1235;80;223;223;2365;11;1288;14195;420,75000000;32953;2813;11411;23171;1349;10924059,39;66149;29559,59
4300406;694901,4;107763,2;253472;209829;2648;8279;76331;6447;1832;2326;4399;82478;1376;537;880;880;1700;351;2519;196143;1099,27659574;578872;25029;348724;534598;2611;490404704,41;856425;435106,74
4300455;12883,4;8972,4;10677;15348;720;1994;1139;1121;873;275;648;6513;688;156;288;288;1383;42;647;18337;2325,50000000;41936;8356;26932;34833;709;17501553,84;62142;32634,17
4300471;19717,9;18499,3;21911;39774;421;1292;4109;856;436;372;979;NA;420;236;393;393;802;6;352;40737;3011,25000000;69702;4909;54683;73675;419;30693742,22;107694;66473,97
4300505;18491,5;7677,7;15161;12095;1417;3439;850;2088;1351;411;698;5873;1311;289;546;546;1738;24;1379;13776;2,79708637;29561;2209;19155;45268;1391;17394053,19;66888;50896,21
4300554;8207,6;6873,6;7956;10603;391;868;548;551;317;289;635;4794;356;122;321;321;390;5;314;13465;104,59459459;22249;451;16190;23664;384;13094110,23;37650;26082,46
4300570;3425,8;1229,5;3296;2410;443;1100;4189;732;368;216;263;2144;346;107;134;134;327;27;420;18355;1,93569132;37128;9082;3346;9218;441;4054774,34;50534;24088,08
4300604;1408,8;150,4;226;592;27;82;416;65;17;21;35;NA;25;10;14;14;24;11;24;881;NA;2399;133;234;312;26;615622,58;2614;862,76
4300638;31373,6;8219,4;24345;17075;1053;2899;3281;1949;950;796;995;8336;963;273;618;618;1683;30;1011;14809;Inf;43756;4161;30132;58084;1048;8900813,58;70785;44296,06
4300646;4964,1;2116,7;4400;2443;645;1720;476;985;735;65;89;1209;494;26;199;199;613;18;615;2806;2,49339207;7417;1197;4623;11068;564;3131255,81;14546;13043,41
4300661;24404,5;13268,6;17763;20328;245;655;4174;534;121;197;443;5591;151;136;147;147;281;3;183;17544;162,08571429;41545;4213;29881;54137;238;22124683,9;74465;70068,09
4300703;13463,1;9016,9;10934;13569;939;2454;1259;1527;927;632;1230;6849;860;191;441;441;1507;15;878;73263;1,06839623;109305;3747;13838;38368;927;16910065,36;162482;70383,85
4300802;17228,5;5653,4;16185;19543;1036;4070;4814;2842;1228;1199;1981;14372;924;460;892;892;944;205;989;33858;3,28882642;72205;8229;40704;84230;1000;79888618,26;112871;61706,76
4300851;46026,4;34264,1;39948;49902;167;638;10567;552;86;438;870;17914;131;68;124;124;221;102;164;33352;NA;91534;8134;88062;191888;170;34806658,48;209277;73561,51
4300877;699,8;164,5;414;321;58;148;128;108;40;29;37;NA;46;23;34;34;97;8;54;486;4,37500000;1494;26;352;734;57;279055,2;2213;1297,06
4300901;18005,6;5943,6;7695;9143;950;2047;2786;1326;721;315;625;3463;831;168;639;639;787;3;865;18789;1,86089645;34886;2065;6724;17455;930;24719143,63;77573;63381,29
4301008;6723,5;3998,7;3268;7212;808;1843;12542;1065;778;500;901;NA;666;68;395;395;886;24;795;80741;99,50000000;161403;8908;5003;10579;789;107589198,03;187135;45405,06
4301057;2723,8;NA;687;360;67;132;499;95;37;36;44;251;51;23;13;13;55;7;67;NA;NA;1899;32;330;494;66;485609,52;2589;2784,29
4301073;6510,5;4226,5;7144;5679;427;1162;159;686;476;456;609;3027;410;249;227;227;969;53;417;6317;55,00000000;11887;936;9927;25371;421;5212364,15;29070;25632,2
4301107;30190,1;NA;23439;7849;395;714;2436;585;129;234;318;5532;197;131;39;39;264;12;296;7286;241,11111111;23061;261;9790;17729;299;4578211,53;99823;25578,81
4301206;20771,1;15866,7;24490;30435;1940;6269;2492;3760;2509;1003;1729;14504;1868;648;1492;1492;2167;45;1872;31005;618,50000000;74160;15374;66794;115428;1918;28403110,94;128146;121246,23
4301305;177327,5;NA;137849;140465;950;2915;15827;2220;695;942;2176;31140;573;194;506;506;1006;162;846;122734;NA;226754;7191;197555;460076;936;170087145,49;506670;306729,77
4301404;14613,2;9740,3;18716;12124;1230;3095;2809;2053;1042;560;772;NA;1101;440;521;521;1217;4;1024;45613;0,73052315;72858;3947;23916;55818;1185;16993503,6;102309;73784,89
4301503;26404,2;22450,7;19723;36929;922;2620;2850;1487;1133;1056;2588;19824;903;335;386;386;1750;56;874;55841;881,71428571;100854;10682;47551;57888;914;58447122,09;156105;91454,86
4301552;10510,7;8858,7;10828;13496;661;1415;697;885;530;368;670;5922;634;203;242;242;655;16;544;14702;3,55708661;27332;1595;20339;34903;642;23724210,77;42876;32923,83
4301602;328267,7;60385,3;113332;107758;1122;4242;56996;3262;980;1166;2301;49557;578;257;374;374;860;126;1071;95200;328,02272727;307662;17808;127617;236290;1110;233742715,35;444983;177884,87
4301636;4122,7;NA;NA;1068;17;312;6647;244;68;27;45;NA;10;10;12;12;13;4;15;1055;NA;11280;1259;NA;NA;19;79147,4;20176;3348,68
4301651;5404,5;2137;4845;3933;734;1766;2266;1029;737;346;570;3579;584;124;213;213;534;34;692;9300;6,38983051;20156;1300;3990;9596;706;3647189,26;48163;19376,97
4301701;16776,9;12014,6;15740;17770;1030;2284;849;1451;833;437;911;6807;980;146;773;773;924;14;729;25895;7,32582583;42657;1521;21774;38787;953;37328790,82;78369;57598,32
4301750;21876;NA;25005;10904;1775;4013;1487;2714;1299;1035;1354;4264;1576;676;595;595;3253;42;1709;10775;194,36363636;22347;2136;19493;79214;1723;7218443,7;74550;53868,73
4301800;39974,6;18317;29300;34474;1021;2333;2023;1443;890;424;770;9847;791;243;551;551;910;3;781;33041;141,34939759;70293;3458;48934;72614;989;36575783,19;92949;85613,29
4301859;2882,9;1927,6;2882;3302;213;504;247;311;193;47;112;1337;186;12;78;78;282;3;202;6179;NA;9859;541;5047;7653;212;3881449,42;18024;10531,13
4301875;84655,8;NA;60471;35757;140;772;14501;687;85;324;602;17898;86;31;116;116;106;63;142;32333;NA;97876;10674;85228;128758;143;51785630,39;156377;120542,35
4301909;51496,2;19377,8;35840;49039;497;1935;19551;1338;597;603;885;16818;331;227;144;144;351;110;465;40827;540,60000000;112022;7494;56755;79921;476;36636612,34;171048;108957,67
4301925;9305,2;2723;5223;4948;451;1132;NA;628;504;148;246;2979;418;75;169;169;448;3;430;8752;5,45652174;19968;4416;6804;10071;439;14112559,87;31471;25399,17
4301958;4307,5;3863;4000;9352;234;474;248;332;142;174;404;NA;233;81;213;213;243;12;205;11769;143,94444444;17570;678;11326;15631;233;10868383,39;25714;19276,6
4302006;32626,5;15643,6;29225;24006;1662;3991;2362;2479;1512;437;672;5447;1550;389;1046;1046;2109;20;1628;22466;485,90909091;42883;3367;37705;87105;1620;28670521,39;94866;83471,87
4302055;5029,4;2657,5;4017;3999;390;968;310;550;418;86;114;1733;331;19;175;175;541;5;375;4549;39,57894737;8092;289;5631;10021;383;7677909,18;14870;9243,3
4302105;10242,6;6478,3;13712;22574;1128;5230;12914;4483;747;1215;1401;13749;1044;410;775;775;685;51;1086;18616;2,32326995;58526;5224;55124;133907;1113;177929760,02;131803;106704,33
4302154;17706,4;16333,6;19559;30800;239;741;3137;527;214;243;524;NA;220;90;172;172;395;18;193;30864;570,73333333;55264;5737;48804;55743;226;38719395,87;74583;59603,75
4302204;7864,2;4977,5;3566;9626;542;1375;552;767;608;280;698;7186;510;43;306;306;1085;19;504;17569;1579,00000000;38476;7716;10528;12911;526;18227413,47;59564;44486,59
4302220;53097,8;41557,2;50542;72702;505;1582;5519;1077;505;665;1488;20852;464;242;332;332;665;26;471;64931;25260,00000000;116537;6567;100237;148110;519;80952669,49;197340;125730,68
4302238;37324,5;34592,6;40644;61825;346;1246;4422;882;364;558;1275;16155;337;142;288;288;366;19;340;58293;NA;93676;3313;86554;125231;345;61979823,6;145776;92561,26
4302253;6301,4;1843,5;4091;2727;886;1853;1154;1193;660;268;372;2572;583;110;297;297;589;31;706;6740;3,16923077;14569;801;2726;8431;853;8076198,58;30307;14608,16
4302303;199141,9;28833,7;84397;62927;910;4457;34300;3306;1151;936;1474;18652;596;409;320;320;651;19;817;62016;10,93260968;188093;40386;134911;259187;859;112201370,17;315202;100809,71
4302352;3144;1518;2619;2629;616;1262;2490;915;347;353;395;2071;530;195;239;239;545;70;568;9173;1,19069767;19594;428;2324;7580;600;5758074,1;36139;18988,79
4302378;5375,6;4567,4;4964;8556;211;613;700;372;241;124;290;2070;198;48;120;120;328;9;200;9610;356,42857143;15368;759;11157;18780;206;6660038,73;29911;17217,14
4302402;6140,5;1553,8;2719;3624;341;767;2123;517;250;149;265;NA;265;44;128;128;230;5;307;9431;328,00000000;20704;1386;2469;4491;333;6747597,27;49175;19306,41
4302451;16518,1;6283,6;19021;14165;1315;3319;1928;2029;1290;438;522;NA;1223;403;970;970;1158;8;1291;14378;211,90000000;27922;2960;24131;64349;1296;9708401,25;73287;58067,05
4302501;124716,5;37343,9;70840;64286;934;2410;9514;1719;691;615;1292;43456;606;282;385;385;615;31;867;62451;5694,25000000;145517;4013;119877;153426;920;88207168,73;204290;127308,85
4302584;15786,6;14184,6;16256;28253;363;1157;1077;707;450;493;1149;6780;352;95;315;315;741;17;307;28496;1960,33333333;48665;7599;43019;57322;363;34679147,75;65892;39335,8
4302600;8900,4;8493,4;9260;21533;380;725;615;578;147;216;573;5217;370;66;215;215;399;3;303;20718;NA;30575;1107;27664;32953;370;13673442,47;40766;22530,89
4302659;5997,4;1343,5;5786;1046;709;1327;1063;878;449;300;314;1847;524;35;128;128;404;5;642;1952;0,85906040;7184;749;1674;6347;690;4268591,63;16274;22271,73
4302709;46322,8;NA;40964;12639;335;1050;5043;749;301;268;472;NA;156;93;94;94;451;17;299;11702;297,16666667;43599;882;18416;58581;326;16241747,01;100651;102467,97
4302808;225977;36615,1;68875;59275;2628;6353;14919;4496;1857;1148;2051;28090;1069;453;522;522;1776;63;2436;56752;200,62337662;173257;4546;78203;129077;2601;160688850,2;250602;106768,35
4302907;185740,3;52221,8;84463;81175;431;1770;14566;1471;299;714;1400;25703;265;196;280;280;394;95;403;64924;108,50666667;159523;9779;115434;183466;454;122486945,61;246661;124823,86
4303004;274598,8;135520,3;228611;220498;2762;7825;41444;5528;2297;2656;5039;92890;1942;773;821;821;2510;382;2652;186511;86,43223443;465995;36488;372618;547133;2705;186506635,42;678147;520756,77
4303103;190,4;28,4;NA;62;6;28;272;24;4;11;18;40;6;5;3;3;13;2;6;108;NA;510;22;NA;NA;5;353952,52;435;683,11
4303202;14365,2;10914,4;15869;17884;900;2279;148;1312;967;391;736;8426;881;166;685;685;773;14;726;21093;92,45161290;38119;2345;27527;42915;892;19183370,87;59468;38870,31
4303301;20931,8;13327,3;17460;30950;565;1291;1829;850;441;290;654;8240;452;137;171;171;591;16;506;30541;3760,66666667;52721;3548;43129;54319;536;26622128,18;73954;48280,26
4303400;11697,8;6612;10095;12452;936;1938;NA;1191;747;368;771;5203;882;126;391;391;1187;10;898;16846;74,96296296;27704;1313;15662;37372;929;15235699,49;60745;43125,9
4303509;116411,4;66040,2;106173;114249;2625;7589;24362;5032;2557;2746;4200;56276;2420;1025;1755;1755;6531;263;2595;97033;3255,50000000;271295;39401;229883;343377;2584;129814239,88;407671;328238,23
4303558;8961,4;7231,5;8613;11041;436;1188;NA;760;428;438;905;5905;428;112;381;381;664;14;400;18339;243,93333333;38977;2466;16663;25341;429;22471004,41;59620;44202,4
4303608;70256,4;1668,2;47515;7296;351;1032;5042;767;265;197;283;5617;220;121;89;89;227;13;306;8108;NA;30738;1267;4249;5743;335;12750040,67;64030;35510,15
4303673;31168;14049,5;24030;28045;609;1460;6611;968;492;550;771;6929;511;249;197;197;446;49;556;24301;6,30538173;56857;7394;37757;89021;602;37726093,35;111474;51653,9
4303707;14744;8880,3;8328;18390;1122;2654;831;1505;1149;575;1205;10447;1033;118;699;699;1709;571;1026;30247;1739,00000000;56693;7784;17208;23533;1101;20995592,64;91627;54230,25
4303806;16802,1;15705,5;17079;29040;351;1104;5274;699;405;393;868;11973;345;193;330;330;644;21;299;34491;3282,66666667;62832;2907;45720;63624;348;38468071,64;98530;65142,55
4303905;1183;125,7;572;692;99;257;1308;181;76;53;57;181;76;26;45;45;97;13;93;1128;2,33333333;3768;203;406;989;94;769277,18;5237;1678,97
4304002;14479,1;13703,7;15838;23629;284;845;3528;611;234;255;562;6411;257;127;207;207;399;20;248;22379;NA;38579;1373;33924;60469;278;142121087,1;78563;43636,21
4304101;13753,1;9923,5;13539;16420;499;1307;1371;833;474;332;665;5230;397;112;295;295;497;22;413;30891;84,01538462;47002;1234;24036;36653;495;20969443,34;56150;28835,43
4304200;55092,9;33246,6;60393;63404;3643;8200;6146;4920;3280;1761;2979;22157;3334;1197;2323;2323;4345;192;3496;57908;742,30000000;115820;6600;103443;194868;3568;51134868,08;219899;207149,4
4304309;18991,7;12943,1;11129;26164;1346;3575;1924;2083;1492;794;2256;12500;1315;206;982;982;2610;529;1249;41975;3839,50000000;74780;8756;28256;36604;1330;27803574,15;115664;69823,23
4304358;63366,3;14633,3;43972;31131;560;1888;5655;1210;678;361;732;NA;277;92;407;407;603;29;549;25843;55,10593220;81087;1822;45994;66616;553;37539485,41;123472;55175,13
4304408;8261,3;585;8781;1267;268;673;2942;433;240;83;97;1029;152;36;78;78;304;33;244;2961;8,85714286;8785;274;2771;4236;248;802824,41;8740;7869,78
4304507;216909,4;90924,2;179983;106699;8069;21284;18483;12441;8843;4646;7349;66475;6886;2707;3411;3411;14057;224;7894;106335;27,40933768;271531;12713;203072;393471;7883;111927076,74;495116;361184,91
4304606;898,8;775,4;79;1762;40;132;607;107;25;48;61;NA;36;14;32;32;48;29;40;1393;NA;3726;122;NA;NA;40;61476557,63;6990;5424,13
4304614;4251,6;1512,3;3019;2102;423;1064;197;600;464;118;158;2133;393;33;336;336;393;1;417;37069;6,33333333;51452;1931;2637;7267;416;2605097,92;81880;20048,36
4304622;37540,1;28030,5;36397;57712;369;1052;4642;754;298;294;615;17605;310;165;236;236;436;15;327;47378;89,66826923;94897;4240;86065;118556;362;48003717,27;144294;89715,51
4304630;3065,9;NA;NA;481;26;86;496;72;14;23;30;NA;8;3;13;13;12;2;25;NA;NA;2613;100;NA;NA;28;457383,57;3220;1670,81
4304655;84327,2;50506,5;70961;90695;527;1458;11844;951;507;442;998;15815;364;217;140;140;545;10;523;73874;NA;136463;6036;129500;173112;521;65321489,54;217117;141460,93
4304663;39568,9;NA;31623;30366;197;975;8527;788;187;345;625;6002;141;75;111;111;315;26;192;27746;NA;67441;9543;51101;92193;187;88625903,09;110090;64859,4
4304671;27633,7;15688,9;21492;28707;95;637;8774;572;65;255;516;8593;80;55;73;73;97;59;81;21490;NA;57922;4186;52612;82194;93;59505566,65;104996;66439,68
4304689;11677,8;2696,6;6571;5476;384;912;3696;655;257;261;310;2105;267;53;103;103;45;74;357;5656;17,30769231;19932;184;7890;13720;342;7956307,02;27848;19570,78
4304697;3459,3;875,3;1802;1014;339;1062;2223;681;381;114;198;NA;271;29;235;235;157;1;326;67973;28,25000000;120597;3448;723;2594;335;4565259,13;153061;32641,71
4304705;49270;43107,5;57744;84611;334;1342;10686;967;375;596;1302;21751;322;217;290;290;671;20;300;76535;Inf;140676;11839;135198;200057;339;116325870,07;243034;128450,46
4304713;10907,2;3036;8872;2169;1302;2382;937;1715;667;117;144;3751;1113;159;416;416;1684;121;1286;3954;14,45454545;13048;49;6201;19168;1326;2215672,67;27592;30783,7
4304804;11062,2;3299,2;7752;6973;1313;2937;2849;1955;982;677;1082;8531;1013;368;509;509;1760;116;946;19980;3,65777778;43567;3555;5626;19774;1287;84906495,59;70611;40177,75
4304853;5307,3;4222,2;5293;5985;337;769;31;498;271;130;237;2166;333;45;183;183;373;7;304;6507;18,90277778;11670;461;8193;17255;335;8234308,44;25463;15178,92
4304903;16465,1;14224;13340;26611;793;2103;2032;1297;806;713;1427;15041;725;228;545;545;796;13;714;48516;172,04878049;98925;10264;31690;44536;776;54044770,78;144222;76410,29
4304952;13969,8;10127,7;12727;21334;358;1192;2369;754;438;313;620;9481;326;167;292;292;464;21;329;20071;37,83333333;42762;2478;29402;44139;356;18079082,41;69390;42324,63
4305009;44898,3;39362,8;45968;74197;814;2376;5337;1559;817;861;2075;25323;799;289;581;581;1715;62;742;73310;1233,33333333;138995;18451;113273;156381;810;85999128,63;197500;114463,74
4305108;61404,3;15315,8;44773;68375;2752;9542;44419;6420;3122;3164;4005;32600;2436;1150;1239;1239;3538;795;2681;77385;3,75669896;212659;26647;121128;225950;2717;181583772,3;364992;192169,64
4305116;10792;8522,3;9945;14608;576;1339;NA;770;569;316;665;NA;569;194;422;422;571;9;528;15944;10,67036011;30384;1115;22281;30459;568;17264753,64;45839;31400,93
4305124;28070,3;9038,2;12152;13122;651;1445;1814;957;488;328;624;NA;475;156;250;250;972;18;628;14647;44,20238095;30225;955;15258;24775;610;15270208,79;40868;33177,18
4305132;6137,6;3730,5;8985;6090;715;1603;367;967;636;312;429;1547;671;217;487;487;464;71;709;5744;316,75000000;10846;729;10466;29190;706;5043590,85;29060;30341,5
4305157;4394,6;3728;4343;8248;321;834;NA;499;335;76;169;2825;291;28;125;125;622;7;304;7754;33,93181818;14668;1266;10590;13423;310;12220289,98;20208;21881,48
4305173;15100;6494,5;17966;11262;1409;3461;3012;2381;1080;886;1034;4824;1240;460;715;715;1905;95;1365;10351;661,33333333;25485;2927;22124;58205;1369;5701099,33;55244;51884,16
4305207;10690,8;7089,7;7615;14611;780;2031;3293;1218;813;416;923;7909;718;82;492;492;1547;108;737;22505;1644,50000000;48420;6371;19569;31353;769;20944471,48;72205;47124,55
4305306;50361,1;45486,1;53612;89655;1165;3213;6724;2017;1196;970;2332;22097;1146;551;966;966;2205;19;1011;95638;1681,40000000;160163;12829;124849;145911;1146;135526570;254216;174439,54
4305355;13953,3;6518,1;10526;7382;121;488;2863;360;128;110;206;NA;97;78;81;81;123;43;113;5684;30,25000000;14950;123;10486;29329;129;7631118,12;37483;25870,44
4305371;11567;10420,1;15580;16571;490;1208;1054;768;440;320;657;NA;481;73;356;356;839;5;403;19397;183,06896552;36942;4399;24087;39292;485;18935917,18;57616;36769,51
4305405;32241,7;29932;35328;50980;416;1355;7442;894;461;449;1093;16439;406;125;301;301;768;33;344;51546;3646,60000000;106547;17994;87882;103012;411;49319218,84;158068;109260,81
4305439;15831,6;2458,4;NA;2186;80;202;1458;162;40;46;88;1213;32;20;33;33;27;6;72;1440;NA;6272;277;NA;NA;76;2073141,3;19854;19751,33
4305447;11861,6;6909,3;14487;12453;1011;2330;1105;1330;1000;783;995;7418;998;396;675;675;3106;15;1006;12046;NA;28082;3516;26562;55591;1002;8967486,78;55169;57286,86
4305454;12113,6;2099,8;4738;3867;57;204;2235;161;43;80;134;2006;32;25;42;42;43;11;54;3725;NA;12308;851;7385;12681;59;1541800;25320;12342,88
4305504;17365,6;14198,7;18236;22619;642;1587;1571;915;672;381;665;7371;562;249;442;442;509;22;589;21684;858,75000000;42084;2872;33370;61184;633;29380583,73;82279;52087,89
4305587;3182,9;1884,3;1872;2750;344;806;1006;480;326;169;282;2795;316;19;166;166;340;4;325;43241;31,90909091;76795;3143;2514;6232;346;6384952,93;94527;22167,14
4305603;22696,4;21068,8;25159;39614;424;1226;2994;835;391;576;1337;12486;412;197;401;401;908;7;368;43107;NA;72046;4886;60888;86870;419;45194379,85;129420;84050,71
4305702;35653,6;31070,4;34960;52204;579;1591;8236;974;617;600;1301;16778;566;194;497;497;815;33;517;59128;5959,66666667;104351;8360;83745;123251;560;88010786,6;173302;108363,27
4305801;14167,8;12563,6;12756;25605;824;2648;1366;1608;1040;465;1106;10420;754;180;595;595;892;36;691;32401;26,12608696;60165;7009;34766;47312;816;48650871,84;99290;55111,95
4305835;4983,6;1117,8;2625;1444;362;752;322;478;274;141;227;2457;253;36;210;210;296;3;316;45603;19,50000000;67058;2676;998;1688;351;2340533,63;92014;16362,5
4305850;18116;16064,8;19894;28100;426;1238;2648;846;392;432;1038;11962;418;180;325;325;875;6;398;30290;2237,50000000;61004;8398;44681;44359;420;21223316,53;93092;54349,67
4305871;13560,6;11278,9;13119;18863;399;869;902;547;322;437;988;6784;375;51;291;291;404;6;360;19694;1069,50000000;34204;2856;28032;39271;391;14856253,51;51499;37023,91
