municipio;ano;produto;tipo_agricultura;despesas_custeio;outras_despesas;juros;renda_fatores;despesas_pos_colheita
L.Eduardo;2011;CAFÉ ARÁBICA;Agricultura Empresarial;7236.92;;208.55490095991064;1019.17765;830.98
L.Eduardo;2012;CAFÉ ARÁBICA;Agricultura Empresarial;8874.12;;302.47122713863916;1060.7276846796135;1350.0
L.Eduardo;2013;CAFÉ ARÁBICA;Agricultura Empresarial;6027.91;;263.90397065860833;978.6578815855275;452.54
L.Eduardo;2014;CAFÉ ARÁBICA;Agricultura Empresarial;9317.45;;564.4602655692273;1040.2712124688537;551.0
L.Eduardo;2015;CAFÉ ARÁBICA;Agricultura Empresarial;11006.03;;979.918968343823;1213.9413364197048;813.51
L.Eduardo;2016;CAFÉ ARÁBICA;Agricultura Empresarial;10032.65;1694.42;720.85;1788.2;
L.Eduardo;2017;CAFÉ ARÁBICA;Agricultura Empresarial;8983.220000000001;1660.43;261.40864498134204;577.4747869910782;
L.Eduardo;2018;CAFÉ ARÁBICA;Agricultura Empresarial;9520.5;1387.05;336.18;1283.65;
L.Eduardo;2019;CAFÉ ARÁBICA;Agricultura Empresarial;9739.69;1405.6;342.42;1182.48;
L.Eduardo;2020;CAFÉ ARÁBICA;Agricultura Empresarial;12189.02;1550.41;553.42;608.0699999999999;
L.Eduardo;2021;CAFÉ ARÁBICA;Agricultura Empresarial;21614.199999999997;2761.77;1427.18;852.4000000000001;
L.Eduardo;2022;CAFÉ ARÁBICA;Agricultura Empresarial;24053.8;2654.82;2589.14;2992.48;
L.Eduardo;2023;CAFÉ ARÁBICA;Agricultura Empresarial;20683.71;2921.14;2270.3;6275.15;
Venda N. Imigrante;2008;CAFÉ ARÁBICA;Agricultura Familiar;4290.36;;259.34981783796036;550.8611635455845;198.96
Venda N. Imigrante;2009;CAFÉ ARÁBICA;Agricultura Familiar;4939.19;;270.2210509742444;552.9732083798077;174.12
Venda N. Imigrante;2010;CAFÉ ARÁBICA;Agricultura Familiar;5590.26;;280.14294283706363;587.6401936889824;72.0
Venda N. Imigrante;2011;CAFÉ ARÁBICA;Agricultura Familiar;5859.24;;317.2414148379682;599.5077410212915;76.8
Venda N. Imigrante;2012;CAFÉ ARÁBICA;Agricultura Familiar;5169.86;;147.60757877664298;570.7508174481518;234.12
Venda N. Imigrante;2013;CAFÉ ARÁBICA;Agricultura Familiar;6438.14;;198.10137082294673;425.525046352968;140.22
Venda N. Imigrante;2014;CAFÉ ARÁBICA;Agricultura Familiar;6020.2;205.51;315.43;541.71;
Venda N. Imigrante;2015;CAFÉ ARÁBICA;Agricultura Familiar;8981.89;718.07;752.15;618.05;
Venda N. Imigrante;2016;CAFÉ ARÁBICA;Agricultura Familiar;8682.81;847.87;793.63;649.38;
Venda N. Imigrante;2017;CAFÉ ARÁBICA;Agricultura Familiar;7200.73;730.41;660.45;689.66;
Venda N. Imigrante;2018;CAFÉ ARÁBICA;Agricultura Familiar;9872.33;750.12;196.91;1571.05;
Venda N. Imigrante;2019;CAFÉ ARÁBICA;Agricultura Familiar;9708.33;783.51;202.57;982.51;
Venda N. Imigrante;2020;CAFÉ ARÁBICA;Agricultura Familiar;9662.189999999999;749.16;261.13;364.64000000000004;
Venda N. Imigrante;2021;CAFÉ ARÁBICA;Agricultura Familiar;17931.62;1562.98;621.64;687.0;
Venda N. Imigrante;2022;CAFÉ ARÁBICA;Agricultura Familiar;21870.96;1557.0;1162.21;2193.62;
Venda N. Imigrante;2023;CAFÉ ARÁBICA;Agricultura Familiar;18365.760000000002;1522.15;862.14;2359.7;
Cristalina;2013;CAFÉ ARÁBICA;Agricultura Empresarial;8755.88;;217.38748363172417;1231.1561734030674;891.76
Cristalina;2014;CAFÉ ARÁBICA;Agricultura Empresarial;9180.86;1507.05;432.33;1358.2;
Cristalina;2015;CAFÉ ARÁBICA;Agricultura Empresarial;11696.06;1664.26;562.89;1580.33;
Cristalina;2016;CAFÉ ARÁBICA;Agricultura Empresarial;11011.04;1727.02;522.28;1659.35;
Cristalina;2017;CAFÉ ARÁBICA;Agricultura Empresarial;11359.71;1688.5;532.37;1854.69;
Cristalina;2018;CAFÉ ARÁBICA;Agricultura Empresarial;11967.53;1497.63;556.0;1446.23;
Cristalina;2019;CAFÉ ARÁBICA;Agricultura Empresarial;9443.35;1392.15;334.89;2025.54;
Cristalina;2020;CAFÉ ARÁBICA;Agricultura Empresarial;10431.64;1516.8700000000001;152.55;758.61;
Cristalina;2021;CAFÉ ARÁBICA;Agricultura Empresarial;21811.23;2759.84;1119.81;1115.31;
Cristalina;2022;CAFÉ ARÁBICA;Agricultura Empresarial;25922.940000000002;2626.12;2330.02;3851.16;
Cristalina;2023;CAFÉ ARÁBICA;Agricultura Empresarial;19588.41;2437.7599999999998;1749.97;4328.200000000001;
Guaxupé;2003;CAFÉ ARÁBICA;Agricultura Familiar;3091.77;;107.77;283.659999375;156.24
Guaxupé;2004;CAFÉ ARÁBICA;Agricultura Familiar;3708.71;;114.61;293.18398385;188.24
Guaxupé;2005;CAFÉ ARÁBICA;Agricultura Familiar;4406.92;;148.52;395.85846595;29.22
Guaxupé;2006;CAFÉ ARÁBICA;Agricultura Familiar;4019.22;;98.81;392.55424945000004;26.64
Guaxupé;2007;CAFÉ ARÁBICA;Agricultura Familiar;4303.42;;87.01;405.0202799;28.67
Guaxupé;2008;CAFÉ ARÁBICA;Agricultura Familiar;4755.05;;97.8;320.5302799;28.67
Guaxupé;2009;CAFÉ ARÁBICA;Agricultura Familiar;7636.77;;305.4770296757764;374.1126818866968;317.85
Guaxupé;2010;CAFÉ ARÁBICA;Agricultura Familiar;7584.88;;282.8220881926547;369.6424015592224;135.0
Guaxupé;2011;CAFÉ ARÁBICA;Agricultura Familiar;8086.31;;273.53679498208294;363.6424015592224;135.0
Guaxupé;2012;CAFÉ ARÁBICA;Agricultura Familiar;8816.96;;253.52334652511303;359.9392826248905;135.0
Guaxupé;2013;CAFÉ ARÁBICA;Agricultura Familiar;9112.03;;262.38006106917476;641.8314392048933;396.6
Guaxupé;2014;CAFÉ ARÁBICA;Agricultura Familiar;9428.11;866.85;371.76;551.66;
Guaxupé;2015;CAFÉ ARÁBICA;Agricultura Familiar;11677.18;963.94;520.17;825.05;
Guaxupé;2016;CAFÉ ARÁBICA;Agricultura Familiar;11773.34;1071.74;550.9;1078.92;
Guaxupé;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;9276.32;;217.97942882762848;635.9028305659244;393.15
Guaxupé;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;9848.98;;252.1029641928102;425.814212818842;482.65
Guaxupé;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;12031.05;;317.11648316909964;454.36353815099176;511.52
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;6995.99;;219.57473751300049;624.8230436939764;392.07
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;6975.05;;271.07722735518473;417.5646687468966;481.57
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;9163.93;;394.5606129209593;655.2777157171661;434.57
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;7700.2;1567.55;362.57;1291.11;
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;7979.43;1514.71;380.82;1370.0;
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;8412.21;1399.82;343.58;1232.26;
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;7654.24;1368.07;202.33;873.01;
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;8886.79;1027.84;252.42;318.65;
Guaxupé;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;15019.97;1847.72;748.82;453.37;
Guaxupé;2022;CAFÉ ARÁBICA;Agricultura Familiar;18792.22;2006.46;658.1715087890963;2050.1084750051205;
Guaxupé;2023;CAFÉ ARÁBICA;Agricultura Familiar;17707.78;2026.3200000000002;621.7699188110182;2420.350455476813;
Manhuaçu;2007;CAFÉ ARÁBICA;Agricultura Familiar;4452.2;;66.12;535.13;342.74
Manhuaçu;2008;CAFÉ ARÁBICA;Agricultura Familiar;4675.08;;69.42;539.63;347.17
Manhuaçu;2009;CAFÉ ARÁBICA;Agricultura Familiar;4941.01;;74.43;523.05;425.9
Manhuaçu;2010;CAFÉ ARÁBICA;Agricultura Familiar;5452.58;;81.74;523.71;162.6
Manhuaçu;2011;CAFÉ ARÁBICA;Agricultura Familiar;5711.44;;85.65;523.71;172.65
Manhuaçu;2012;CAFÉ ARÁBICA;Agricultura Familiar;5718.6;;85.72;523.71;172.75
Manhuaçu;2013;CAFÉ ARÁBICA;Agricultura Familiar;6444.39;;89.99381674078178;417.7736509882046;169.21
Manhuaçu;2014;CAFÉ ARÁBICA;Agricultura Familiar;6519.25;619.86;222.73;456.45;
Manhuaçu;2015;CAFÉ ARÁBICA;Agricultura Familiar;7041.41;651.14;252.95;620.91;
Manhuaçu;2016;CAFÉ ARÁBICA;Agricultura Familiar;11517.53;1078.58;359.68;830.75;
Manhuaçu;2017;CAFÉ ARÁBICA;Agricultura Familiar;11839.69;1014.11;361.82;942.86;
Manhuaçu;2018;CAFÉ ARÁBICA;Agricultura Familiar;13564.42;1021.28;434.06;729.88;
Manhuaçu;2019;CAFÉ ARÁBICA;Agricultura Familiar;8634.73;842.35;272.59;1053.81;
Manhuaçu;2020;CAFÉ ARÁBICA;Agricultura Familiar;8586.93;859.27;212.25;145.71;
Manhuaçu;2021;CAFÉ ARÁBICA;Agricultura Familiar;15260.66;1452.59;418.7;326.48;
Manhuaçu;2022;CAFÉ ARÁBICA;Agricultura Familiar;14683.249999999998;1300.9;558.76;874.72;
Manhuaçu;2023;CAFÉ ARÁBICA;Agricultura Familiar;13234.73;1336.42;506.69;941.21;
Patrocínio;2003;CAFÉ ARÁBICA;Agricultura Empresarial;3134.72;;298.87;458.44507125;136.61
Patrocínio;2004;CAFÉ ARÁBICA;Agricultura Empresarial;3717.43;;330.68;470.27176625000004;193.81
Patrocínio;2005;CAFÉ ARÁBICA;Agricultura Empresarial;3588.75;;347.52;368.59;140.03
Patrocínio;2006;CAFÉ ARÁBICA;Agricultura Empresarial;3936.49;;292.54;378.8158435;157.92
Patrocínio;2007;CAFÉ ARÁBICA;Agricultura Empresarial;4100.79;;236.02;379.80775115;169.1
Patrocínio;2008;CAFÉ ARÁBICA;Agricultura Empresarial;5289.72;;294.05;432.34775114999997;200.71
Patrocínio;2009;CAFÉ ARÁBICA;Agricultura Empresarial;6583.99;;287.50013191019605;636.1513232139669;293.16
Patrocínio;2010;CAFÉ ARÁBICA;Agricultura Empresarial;7012.4;;284.9802570256899;581.2043468817078;185.92
Patrocínio;2011;CAFÉ ARÁBICA;Agricultura Empresarial;7264.09;;295.11544979563234;588.7134374241717;187.6
Patrocínio;2012;CAFÉ ARÁBICA;Agricultura Empresarial;7934.28;;321.62973201401513;651.9239310343365;180.6
Patrocínio;2013;CAFÉ ARÁBICA;Agricultura Empresarial;10710.95;;300.58661860102836;546.2577258374918;255.02
Patrocínio;2014;CAFÉ ARÁBICA;Agricultura Empresarial;6994.69;1001.97;338.34;964.04;
Patrocínio;2015;CAFÉ ARÁBICA;Agricultura Empresarial;7516.88;1081.95;371.05;1432.36;
Patrocínio;2016;CAFÉ ARÁBICA;Agricultura Empresarial;7690.91;1178.4;372.82;2236.13;
Patrocínio;2017;CAFÉ ARÁBICA;Agricultura Empresarial;9074.18;974.94;569.02;9087.07;
Patrocínio;2018;CAFÉ ARÁBICA;Agricultura Empresarial;9591.67;1173.51;547.8;1963.57;
Patrocínio;2019;CAFÉ ARÁBICA;Agricultura Empresarial;10118.99;1218.56;626.27;2304.17;
Patrocínio;2020;CAFÉ ARÁBICA;Agricultura Empresarial;11036.98;1302.8700000000001;265.65;450.63;
Patrocínio;2021;CAFÉ ARÁBICA;Agricultura Empresarial;18974.22;2278.41;793.56;625.14;
Patrocínio;2022;CAFÉ ARÁBICA;Agricultura Empresarial;15674.96;2068.7200000000003;2142.6898636123074;3173.715537002337;
Patrocínio;2023;CAFÉ ARÁBICA;Agricultura Empresarial;13529.43;1998.36;1848.9699868809066;4232.537317349941;
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;2979.4;;155.11;452.917915;175.5
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;3925.89;;174.86;483.9827625;219.01
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;4395.1;;272.48;448.41104343333336;147.5
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;3965.22;;195.0;445.4961959;155.5
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;4282.32;;168.87;445.9411641;138.57
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;5372.2;;210.96;459.1011641;158.48
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;6512.27;;309.39449858767335;693.8471765593562;277.73
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;6695.04;;276.81551147008514;704.3749746151585;277.73
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;6911.45;;298.54252078232224;737.2249746151585;142.83
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;6848.47;;251.7671531990428;737.7501256850402;142.83
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;8973.74;;291.184446024088;969.4931613333637;315.75
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;8034.79;728.92;436.35;1130.96;
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;8962.05;783.03;482.41;1303.18;
S.S. Paraíso;.Mec;CAFÉ ARÁBICA;Agricultura Familiar;9486.4;864.61;500.57;1532.11;
S.S. Paraíso;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;8662.2;;408.84106859765;1000.1395365652654;423.9
S.S. Paraíso;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;7238.95;802.61;427.09;1131.24;
S.S. Paraíso;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;7775.73;826.97;467.67;1303.52;
S.S. Paraíso;-Mec;CAFÉ ARÁBICA;Agricultura Familiar;8082.23;912.76;483.07;1532.47;
Londrina;2007;CAFÉ ARÁBICA;Agricultura Familiar;4883.14;;44.20837393912949;569.4974504791915;340.66
Londrina;2008;CAFÉ ARÁBICA;Agricultura Familiar;5820.3;;104.00385722733581;569.4974504791915;386.41
Londrina;2009;CAFÉ ARÁBICA;Agricultura Familiar;6249.68;;122.81586582864693;380.0839491194737;431.59
Londrina;2010;CAFÉ ARÁBICA;Agricultura Familiar;8985.52;;210.48461815202478;397.3211412888911;352.57
Londrina;2011;CAFÉ ARÁBICA;Agricultura Familiar;9446.8;;241.13474731426334;418.10586379810655;362.08
Londrina;2012;CAFÉ ARÁBICA;Agricultura Familiar;9654.39;;247.86227152727534;422.02007693632123;412.28
Londrina;2013;CAFÉ ARÁBICA;Agricultura Familiar;8660.02;;294.66767020877484;681.375341511896;292.92
Londrina;2014;CAFÉ ARÁBICA;Agricultura Familiar;8377.31;839.4;461.67;737.67;
Londrina;2015;CAFÉ ARÁBICA;Agricultura Familiar;8552.32;838.82;476.83;742.08;
Londrina;2016;CAFÉ ARÁBICA;Agricultura Familiar;8864.96;944.44;492.57;923.72;
Londrina;2017;CAFÉ ARÁBICA;Agricultura Familiar;11278.47;;429.90281241118697;3807.2085122116796;472.03
Londrina;2018;CAFÉ ARÁBICA;Agricultura Familiar;11110.63;1182.24;497.36;1407.56;
Londrina;2019;CAFÉ ARÁBICA;Agricultura Familiar;11067.08;1167.53;496.58;2152.67;
Londrina;2020;CAFÉ ARÁBICA;Agricultura Familiar;12845.279999999999;1262.2399999999998;214.62;774.84;
Londrina;2021;CAFÉ ARÁBICA;Agricultura Familiar;16648.809999999998;1670.4999999999998;976.05;1133.59;
Londrina;2022;CAFÉ ARÁBICA;Agricultura Familiar;21765.119999999995;1856.98;2077.87;5368.3099999999995;
Londrina;2023;CAFÉ ARÁBICA;Agricultura Familiar;20917.95;1906.85;1959.09;5781.48;
Franca;2003;CAFÉ ARÁBICA;Agricultura Empresarial;3867.63;;385.56;547.3362658333333;120.0
Franca;2004;CAFÉ ARÁBICA;Agricultura Empresarial;4515.81;;388.23;569.38;120.0
Franca;2005;CAFÉ ARÁBICA;Agricultura Empresarial;4161.4;;397.59;627.0349398333334;159.0
Franca;2006;CAFÉ ARÁBICA;Agricultura Empresarial;4604.22;;337.54;718.7948556111111;354.0
Franca;2007;CAFÉ ARÁBICA;Agricultura Empresarial;5026.9;;300.19;647.1188838888888;336.0
Franca;2008;CAFÉ ARÁBICA;Agricultura Empresarial;5359.57;;322.32;652.5198956666667;336.0
Franca;2009;CAFÉ ARÁBICA;Agricultura Empresarial;6381.26;;222.24169792422958;557.3059795444182;279.13
Franca;2010;CAFÉ ARÁBICA;Agricultura Empresarial;7819.75;;193.663199552349;563.417648394951;132.5
Franca;2011;CAFÉ ARÁBICA;Agricultura Empresarial;8616.85;;214.76030076209634;566.6135845953147;132.5
Franca;2012;CAFÉ ARÁBICA;Agricultura Empresarial;9344.28;;219.28539767423695;752.7813733176606;132.5
Franca;2013;CAFÉ ARÁBICA;Agricultura Empresarial;11097.35;;340.806219334544;786.4267222268838;299.3
Franca;2014;CAFÉ ARÁBICA;Agricultura Empresarial;7664.02;;256.21446790067563;784.2446645060949;545.14
Franca;2015;CAFÉ ARÁBICA;Agricultura Empresarial;8324.0;;373.8831616062178;790.1957421837852;606.2
Franca;2016;CAFÉ ARÁBICA;Agricultura Empresarial;7365.87;1098.49;323.9;2588.16;
Franca;2017;CAFÉ ARÁBICA;Agricultura Empresarial;8609.59;1245.43;561.52;1466.96;
Franca;2018;CAFÉ ARÁBICA;Agricultura Empresarial;10699.55;823.17;609.41;1616.16;
Franca;2019;CAFÉ ARÁBICA;Agricultura Empresarial;10797.35;833.68;616.41;1581.32;
Franca;2020;CAFÉ ARÁBICA;Agricultura Empresarial;10709.699999999999;875.49;345.26;689.37;
Franca;2021;CAFÉ ARÁBICA;Agricultura Empresarial;14598.189999999999;1414.5;862.93;809.49;
Franca;2022;CAFÉ ARÁBICA;Agricultura Empresarial;20445.030000000002;1568.24;2152.14;5492.04;
Franca;2023;CAFÉ ARÁBICA;Agricultura Empresarial;18166.39;1571.68;1905.94;7082.24;
Três Pontas;2023;CAFÉ ARÁBICA;Agricultura Familiar;13162.419999999998;2242.06;424.29492781822427;3383.0178911017338;
Brasília;2012;TRIGO;Agricultura Empresarial;2594.18;;73.19109962338048;473.99;343.77
Brasília;2013;TRIGO;Agricultura Empresarial;2862.08;;93.12831288733419;477.53999999999996;372.83000000000004
Brasília;2014;TRIGO;Agricultura Empresarial;2735.49;457.41;79.44;616.54;
Brasília;2015;TRIGO;Agricultura Empresarial;3380.16;515.44;123.9;691.08;
Brasília;2016;TRIGO;Agricultura Empresarial;3449.57;541.99;126.45;737.27;
Brasília;2017;TRIGO;Agricultura Empresarial;3193.26;468.23;120.62;1042.19;
Brasília;2018;TRIGO;Agricultura Empresarial;3793.39;489.33;133.87;1056.62;
Brasília;2019;TRIGO;Agricultura Empresarial;4418.98;539.96;140.05;802.25;
Brasília;2020;TRIGO;Agricultura Empresarial;4372.34;543.06;119.0;805.22;
Brasília;2021;TRIGO;Agricultura Empresarial;6557.87;702.99;112.74;284.73;
Brasília;2-03;TRIGO;Agricultura Empresarial;10723.25;1104.9299999999998;342.16;1156.1799999999998;
Brasília;2-11;TRIGO;Agricultura Empresarial;10875.66;1100.27;504.25;2224.55;
Brasília;3-03;TRIGO;Agricultura Empresarial;9078.350000000002;1069.82;416.28;2396.91;
São Gotardo;2009;TRIGO;Agricultura Empresarial;1953.93;;52.0;489.98;120.43
São Gotardo;2010;TRIGO;Agricultura Empresarial;1846.28;;46.56;490.9;118.33
São Gotardo;2011;TRIGO;Agricultura Empresarial;1988.55;;54.03;512.09;122.39
São Gotardo;2013;TRIGO;Agricultura Empresarial;2197.2;;62.9;517.89;137.17
São Gotardo;2016;TRIGO;Agricultura Empresarial;2976.72;374.64;88.33;1866.43;
São Gotardo;2017;TRIGO;Agricultura Empresarial;2966.87;377.98;87.38;2108.15;
São Gotardo;2018;TRIGO;Agricultura Empresarial;2986.61;438.99;86.22;2280.82;
São Gotardo;2019;TRIGO;Agricultura Empresarial;3296.65;417.96;92.22;1754.59;
São Gotardo;2020;TRIGO;Agricultura Empresarial;3409.7;430.84000000000003;59.35;1753.8200000000002;
São Gotardo;2021;TRIGO;Agricultura Empresarial;4130.68;524.13;39.28;567.26;
São Gotardo;2-03;TRIGO;Agricultura Empresarial;6517.71;1186.38;215.72;2249.64;
São Gotardo;2-11;TRIGO;Agricultura Empresarial;6079.0599999999995;1068.72;283.04;4262.93;
São Gotardo;3-03;TRIGO;Agricultura Empresarial;5448.650000000001;1120.96;255.37;5478.47;
Laguna Carapã;2016;TRIGO;Agricultura Empresarial;1159.14;186.86;44.62;569.22;
Laguna Carapã;2017;TRIGO;Agricultura Empresarial;1105.96;170.05;42.37;608.76;
Laguna Carapã;2018;TRIGO;Agricultura Empresarial;1103.51;186.99;41.69;553.01;
Laguna Carapã;2019;TRIGO;Agricultura Empresarial;1140.79;182.79;42.52;530.65;
Laguna Carapã;2020;TRIGO;Agricultura Empresarial;1205.45;189.25;26.46;576.64;
Laguna Carapã;2021;TRIGO;Agricultura Empresarial;1220.62;207.71;14.03;157.95;
Laguna Carapã;2-03;TRIGO;Agricultura Empresarial;2737.3800000000006;720.52;137.98;580.59;
Laguna Carapã;2-11;TRIGO;Agricultura Empresarial;2132.57;611.0;162.83;1169.47;
Laguna Carapã;3-03;TRIGO;Agricultura Empresarial;1991.2599999999998;589.94;152.24;1181.82;
Toledo;1998;TRIGO;Agricultura Empresarial;246.83;;11.644907625258869;101.8;41.53
Toledo;1999;TRIGO;Agricultura Empresarial;340.48;;14.34;117.54;45.73
Toledo;2000;TRIGO;Agricultura Empresarial;350.05;;14.76;101.75580000000001;49.27
Toledo;2001;TRIGO;Agricultura Empresarial;376.62;;14.03;111.1958;60.93
Toledo;2002;TRIGO;Agricultura Empresarial;379.59;73.32;16.84;121.65;
Toledo;2003;TRIGO;Agricultura Empresarial;554.54;111.5;28.54;196.64;
Toledo;2004;TRIGO;Agricultura Empresarial;639.5;121.55;25.3;208.86;
Ubiratã;2005;TRIGO;Agricultura Empresarial;654.16;125.26;25.88;230.0597;
Ubiratã;2006;TRIGO;Agricultura Empresarial;573.75;133.04;22.02;254.79;
Ubiratã;2007;TRIGO;Agricultura Empresarial;573.11;131.47;19.42;260.55;
Ubiratã;2008;TRIGO;Agricultura Empresarial;890.24;;28.205767587824347;221.99;114.44
Ubiratã;2009;TRIGO;Agricultura Empresarial;905.74;;28.142429197504708;222.04;153.49
Ubiratã;2010;TRIGO;Agricultura Empresarial;774.11;;23.367921664726005;224.9;141.12
Ubiratã;2011;TRIGO;Agricultura Empresarial;673.75;154.31;21.36;263.63;
Ubiratã;2012;TRIGO;Agricultura Empresarial;864.52;157.82;22.32;244.6;
Ubiratã;2013;TRIGO;Agricultura Empresarial;1139.24;;41.34063464249743;734.5;151.82999999999998
Ubiratã;2014;TRIGO;Agricultura Empresarial;1275.59;259.07;36.26;735.57;
Ubiratã;2015;TRIGO;Agricultura Empresarial;1249.24;260.69;41.59;741.91;
Ubiratã;2016;TRIGO;Agricultura Empresarial;1236.74;263.18;41.25;1010.87;
Ubiratã;2017;TRIGO;Agricultura Empresarial;1139.36;248.55;39.36;1087.88;
Ubiratã;2018;TRIGO;Agricultura Empresarial;1137.32;274.86;37.85;1240.19;
Ubiratã;2019;TRIGO;Agricultura Empresarial;1504.42;297.23;62.03;1008.93;
Ubiratã;2020;TRIGO;Agricultura Empresarial;1854.3;339.11;76.38;978.06;
Ubiratã;2021;TRIGO;Agricultura Empresarial;2446.02;426.96999999999997;72.56;295.5;
Ubiratã;2-03;TRIGO;Agricultura Empresarial;4213.4800000000005;679.28;192.6;1321.9900000000002;
Ubiratã;2-11;TRIGO;Agricultura Empresarial;3794.04;630.21;262.7;3591.3700000000003;
Ubiratã;3-03;TRIGO;Agricultura Empresarial;3247.12;562.97;228.12;3873.67;
Londrina;1999;TRIGO;Agricultura Empresarial;380.72;;20.71;110.356;49.3
Londrina;2000;TRIGO;Agricultura Empresarial;395.3;;20.56;123.39;105.33
Londrina;2001;TRIGO;Agricultura Empresarial;399.94;;20.55;123.39;105.75
Londrina;2002;TRIGO;Agricultura Empresarial;576.57;110.63;32.4;114.68;
Londrina;2003;TRIGO;Agricultura Empresarial;890.03;163.88;67.15;183.11;
Londrina;2004;TRIGO;Agricultura Empresarial;1045.27;197.14;58.55;213.2097;
Londrina;2005;TRIGO;Agricultura Empresarial;900.17;183.2;54.15;211.5197;
Londrina;2006;TRIGO;Agricultura Empresarial;822.37;175.74;50.76;244.67;
Londrina;2007;TRIGO;Agricultura Empresarial;795.39;142.42;39.07;250.22;
Londrina;2008;TRIGO;Agricultura Empresarial;1067.05;;31.079261906821564;184.52;168.86
Londrina;2009;TRIGO;Agricultura Empresarial;1082.52;;34.537348858245274;294.36;200.89
Londrina;2010;TRIGO;Agricultura Empresarial;972.31;;29.571928420328078;296.16;188.12
Londrina;2011;TRIGO;Agricultura Empresarial;987.53;222.89;38.43;369.34;
Londrina;2012;TRIGO;Agricultura Empresarial;1077.19;253.58;31.03;332.96;
Londrina;2013;TRIGO;Agricultura Empresarial;1206.64;280.83;31.26;186.71;
Londrina;2014;TRIGO;Agricultura Empresarial;1352.66;194.41;40.05;573.28;
Londrina;2015;TRIGO;Agricultura Empresarial;1379.02;199.67;41.9;670.85;
Londrina;2016;TRIGO;Agricultura Empresarial;1382.07;190.19;42.01;716.35;
Londrina;2017;TRIGO;Agricultura Empresarial;1382.11;201.12;42.25;789.57;
Londrina;2018;TRIGO;Agricultura Empresarial;1575.59;224.88;47.94;1256.91;
Londrina;2019;TRIGO;Agricultura Empresarial;1876.93;253.99;45.32;711.97;
Londrina;2020;TRIGO;Agricultura Empresarial;2151.46;275.47;40.53;707.38;
Londrina;2021;TRIGO;Agricultura Empresarial;2506.64;319.19000000000005;30.3;200.97;
Londrina;2-03;TRIGO;Agricultura Empresarial;4456.74;505.82;134.32;696.52;
Londrina;2-11;TRIGO;Agricultura Empresarial;4143.04;598.01;198.97;1894.11;
Londrina;3-03;TRIGO;Agricultura Empresarial;3590.76;537.39;172.5;2098.02;
Cascavel;2004;TRIGO;Agricultura Empresarial;952.61;161.83;32.95;212.7997;
Cascavel;2005;TRIGO;Agricultura Empresarial;805.88;154.97;28.31;210.3097;
Cascavel;2006;TRIGO;Agricultura Empresarial;713.66;157.99;25.08;210.2597;
Cascavel;2007;TRIGO;Agricultura Empresarial;747.86;156.08;25.53;299.82;
Cascavel;2008;TRIGO;Agricultura Empresarial;1068.78;;119.02828343589002;173.09;99.74
Cascavel;2009;TRIGO;Agricultura Empresarial;1024.27;;91.04921413541527;173.84;183.32
Cascavel;2010;TRIGO;Agricultura Empresarial;900.82;;78.25245548858214;178.76;170.25
Cascavel;2011;TRIGO;Agricultura Empresarial;882.94;170.2;26.63;222.31;
Cascavel;2012;TRIGO;Agricultura Empresarial;1010.55;195.54;25.66;199.49;
Cascavel;2013;TRIGO;Agricultura Empresarial;1184.84;;45.555560039319666;470.79;186.99
Cascavel;2014;TRIGO;Agricultura Empresarial;1360.9;296.1;50.02;647.19;
Cascavel;2015;TRIGO;Agricultura Empresarial;1424.59;321.02;63.12;897.02;
