municipio;ano;produto;tipo_agricultura;despesas_custeio;outras_despesas;juros;renda_fatores;despesas_pos_colheita
Cascavel;2016;TRIGO;Agricultura Empresarial;1492.37;332.34;66.13;959.39;
Cascavel;2017;TRIGO;Agricultura Empresarial;1351.16;318.61;62.28;1224.69;
Cascavel;2018;TRIGO;Agricultura Empresarial;1384.11;355.79;60.28;1263.15;
Cascavel;2019;TRIGO;Agricultura Empresarial;1831.97;473.91;68.2;983.61;
Cascavel;2020;TRIGO;Agricultura Empresarial;1881.2699999999998;444.49;73.92;983.29;
Cascavel;2021;TRIGO;Agricultura Empresarial;2590.82;555.02;74.62;316.49;
Cascavel;2-03;TRIGO;Agricultura Empresarial;3714.01;741.0899999999999;150.83;929.33;
Cascavel;2-11;TRIGO;Agricultura Empresarial;3509.9900000000002;722.28;219.57;3561.85;
Cascavel;3-03;TRIGO;Agricultura Empresarial;3169.64;673.5899999999999;198.51;3841.61;
Ponta Grossa;2019;TRIGO;Agricultura Empresarial;1818.55;375.23;56.32;578.82;
Ponta Grossa;2020;TRIGO;Agricultura Empresarial;2064.07;403.45;69.76;792.82;
Ponta Grossa;2021;TRIGO;Agricultura Empresarial;2664.12;472.19;66.88;287.86;
Ponta Grossa;2-03;TRIGO;Agricultura Empresarial;4688.05;688.08;155.74;990.98;
Ponta Grossa;2-11;TRIGO;Agricultura Empresarial;3945.04;634.87;204.5;2480.71;
Ponta Grossa;3-03;TRIGO;Agricultura Empresarial;3972.63;625.0600000000001;205.79;2685.87;
Guarapuava;2019;TRIGO;Agricultura Familiar;2165.48;168.16;31.73305251673032;150.80999999999997;
Guarapuava;2020;TRIGO;Agricultura Familiar;2072.76;219.05;55.84;475.01;
Guarapuava;2021;TRIGO;Agricultura Familiar;3442.27;288.43;55.36;218.35;
Guarapuava;2022;TRIGO;Agricultura Familiar;5478.299999999999;413.57;98.78;704.96;
Guarapuava;2023;TRIGO;Agricultura Familiar;4086.6400000000003;363.23;121.87;1999.67;
Capanema;2017;TRIGO;Agricultura Familiar;1441.57;;35.00959526573248;1112.45;202.04000000000002
Capanema;2018;TRIGO;Agricultura Familiar;1475.74;;27.74146771666959;834.33;196.78
Capanema;2019;TRIGO;Agricultura Familiar;1681.05;244.01;34.95;634.53;
Capanema;2020;TRIGO;Agricultura Familiar;1651.81;242.32;44.58;784.07;
Capanema;2021;TRIGO;Agricultura Familiar;2290.08;312.94;35.29;226.21;
Capanema;2022;TRIGO;Agricultura Familiar;3255.3899999999994;626.75;79.24;938.63;
Capanema;2023;TRIGO;Agricultura Familiar;2547.37;554.01;96.75;2264.89;
Passo Fundo;2001;TRIGO;Agricultura Empresarial;394.75;;16.58;106.18199999999999;52.89
Passo Fundo;2002;TRIGO;Agricultura Empresarial;466.23;80.51;27.04;130.93;
Passo Fundo;2003;TRIGO;Agricultura Empresarial;656.67;109.13;38.77;209.43;
Passo Fundo;2004;TRIGO;Agricultura Empresarial;782.43;120.57;36.67;244.14;
Passo Fundo;2005;TRIGO;Agricultura Empresarial;614.64;105.46;29.45;238.07;
Passo Fundo;2006;TRIGO;Agricultura Empresarial;656.42;109.23;28.99;228.57;
Passo Fundo;2007;TRIGO;Agricultura Empresarial;688.85;112.15;27.37;223.15;
Passo Fundo;2008;TRIGO;Agricultura Empresarial;925.38;;35.90344910482045;337.28;133.34
Passo Fundo;2009;TRIGO;Agricultura Empresarial;862.98;;32.33133464033823;343.46;133.48
Passo Fundo;2010;TRIGO;Agricultura Empresarial;794.87;;30.424450672036183;340.13;129.39
Passo Fundo;2011;TRIGO;Agricultura Empresarial;900.44;;35.295392432444565;340.56;135.73
Passo Fundo;2012;TRIGO;Agricultura Empresarial;870.06;153.05;35.92;390.31;
Passo Fundo;2013;TRIGO;Agricultura Empresarial;1161.4;221.28;32.48;513.54;
Passo Fundo;2014;TRIGO;Agricultura Empresarial;1259.22;195.03;34.26;578.63;
Passo Fundo;2015;TRIGO;Agricultura Empresarial;1445.27;230.47;75.97;669.83;
Passo Fundo;2016;TRIGO;Agricultura Empresarial;1487.52;218.39;78.11;734.88;
Passo Fundo;2017;TRIGO;Agricultura Empresarial;1431.78;222.38;81.27;775.45;
Passo Fundo;2018;TRIGO;Agricultura Empresarial;1441.17;239.17;73.81;711.64;
Passo Fundo;2019;TRIGO;Agricultura Empresarial;1651.29;295.8;70.58;545.53;
Passo Fundo;2020;TRIGO;Agricultura Empresarial;1649.23;298.74;77.89;545.76;
Passo Fundo;2021;TRIGO;Agricultura Empresarial;2471.3;370.38;86.71;155.42000000000002;
Passo Fundo;2-03;TRIGO;Agricultura Empresarial;5180.39;996.02;189.37;950.9200000000001;
Passo Fundo;2-11;TRIGO;Agricultura Empresarial;4359.969999999999;900.26;228.39;1663.03;
Passo Fundo;3-03;TRIGO;Agricultura Empresarial;3796.3799999999997;818.78;199.34;1721.01;
Cruz Alta;2007;TRIGO;Agricultura Empresarial;779.16;;29.954989914551735;329.98;115.01
Cruz Alta;2008;TRIGO;Agricultura Empresarial;1060.41;;43.832622078587676;396.3;135.91
Cruz Alta;2009;TRIGO;Agricultura Empresarial;761.67;;28.123071328141553;402.13;116.06
Cruz Alta;2010;TRIGO;Agricultura Empresarial;759.78;;29.49185512678601;401.47;117.07
Cruz Alta;2011;TRIGO;Agricultura Empresarial;881.87;;34.19314442921868;402.04;124.39
Cruz Alta;2012;TRIGO;Agricultura Empresarial;879.16;146.25;34.22;398.91;
Cruz Alta;2013;TRIGO;Agricultura Empresarial;1083.05;208.77;29.33;579.7;
Cruz Alta;2014;TRIGO;Agricultura Empresarial;1205.94;191.81;32.3;659.48;
Cruz Alta;2015;TRIGO;Agricultura Empresarial;1510.76;234.39;76.57;741.61;
Cruz Alta;2016;TRIGO;Agricultura Empresarial;1558.64;235.18;79.74;797.65;
Cruz Alta;2017;TRIGO;Agricultura Empresarial;1532.1;228.92;83.79;864.82;
Cruz Alta;2018;TRIGO;Agricultura Empresarial;1484.63;287.02;75.97;786.85;
Cruz Alta;2019;TRIGO;Agricultura Empresarial;1580.0;337.89;69.7;604.71;
Cruz Alta;2020;TRIGO;Agricultura Empresarial;1612.0;343.84;71.11;607.11;
Cruz Alta;2021;TRIGO;Agricultura Empresarial;2446.1099999999997;439.65;76.79;171.16;
Cruz Alta;2-03;TRIGO;Agricultura Empresarial;3865.89;743.38;179.59;347.45;
Cruz Alta;2-11;TRIGO;Agricultura Empresarial;3381.94;717.28;238.9;637.42;
Cruz Alta;3-03;TRIGO;Agricultura Empresarial;3029.63;660.98;213.92;654.99;
Ajuricaba;2016;TRIGO;Agricultura Familiar;1310.69;;57.5170113573522;668.5;166.68
Ajuricaba;2017;TRIGO;Agricultura Familiar;1271.9;;50.01274034495857;668.24;175.90999999999997
Ajuricaba;2018;TRIGO;Agricultura Familiar;1264.23;158.17;44.51;897.08;
Ajuricaba;2019;TRIGO;Agricultura Familiar;1363.04;171.93;38.85;684.76;
Ajuricaba;2020;TRIGO;Agricultura Familiar;1476.11;180.98;29.98;685.14;
Ajuricaba;2021;TRIGO;Agricultura Familiar;2036.48;235.76;20.82;188.1;
Ajuricaba;2022;TRIGO;Agricultura Familiar;3497.1800000000003;385.92;136.07;630.9200000000001;
Ajuricaba;2023;TRIGO;Agricultura Familiar;2569.35;341.32;132.87;1145.69;
São Luis Gonzaga;2022;TRIGO;Agricultura Empresarial;4384.96;623.37;255.86;559.52;
São Luis Gonzaga;2023;TRIGO;Agricultura Empresarial;3832.0699999999997;553.85;224.57;610.05;
Itapeva;2019;TRIGO;Agricultura Empresarial;2125.16;418.49;85.36;901.3;
Itapeva;2020;TRIGO;Agricultura Empresarial;2021.85;405.8;67.89;896.1800000000001;
Itapeva;2021;TRIGO;Agricultura Empresarial;2736.6299999999997;456.84;61.33;321.65;
Itapeva;2-03;TRIGO;Agricultura Empresarial;4577.71;694.52;229.49;1001.86;
Itapeva;2-11;TRIGO;Agricultura Empresarial;4134.95;664.37;287.28;1927.91;
Itapeva;3-03;TRIGO;Agricultura Empresarial;3803.8100000000004;688.29;259.32;2130.15;
Rio Verde;2005;MILHO 2ª SAFRA;Agricultura Empresarial;559.64;;21.68;144.74;137.51
Rio Verde;2006;MILHO 2ª SAFRA;Agricultura Empresarial;520.34;;19.8;143.41;132.0
Rio Verde;2007;MILHO 2ª SAFRA;Agricultura Empresarial;556.72;;21.43;155.36;133.85
Rio Verde;2008;MILHO 2ª SAFRA;Agricultura Empresarial;688.67;;27.31;156.17;141.64
Rio Verde;2009;MILHO 2ª SAFRA;Agricultura Empresarial;625.3;;18.84;152.22;160.2
Rio Verde;2010;MILHO 2ª SAFRA;Agricultura Empresarial;563.33;;16.67;170.57;239.24
Rio Verde;2011;MILHO 2ª SAFRA;Agricultura Empresarial;930.07;189.56;29.31;399.39;
Rio Verde;2012;MILHO 2ª SAFRA;Agricultura Empresarial;635.41;244.41;24.76;471.72;
Rio Verde;2013;MILHO 2ª SAFRA;Agricultura Empresarial;724.24;252.27;22.44;402.07;
Rio Verde;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1462.26;408.91;28.56;261.79;
Rio Verde;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1535.13;395.2;36.43;322.92;
Rio Verde;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1692.4;434.06;39.76;373.25;
Rio Verde;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1804.19;440.6;44.29;401.93;
Rio Verde;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1827.64;453.68;42.43;414.61;
Rio Verde;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1915.04;568.08;45.48;385.49;
Rio Verde;2020;MILHO 2ª SAFRA;Agricultura Empresarial;2060.42;623.88;35.73;418.21;
Rio Verde;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2413.8199999999997;801.4499999999999;25.73;124.39;
Rio Verde;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4778.79;874.76;133.6;410.08000000000004;
Rio Verde;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3427.06;767.5999999999999;128.08;1004.58;
Cristalina;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1253.99;344.75;35.3;346.67;
Cristalina;2021;MILHO 2ª SAFRA;Agricultura Empresarial;1396.15;400.6;24.26;100.27000000000001;
Cristalina;2022;MILHO 2ª SAFRA;Agricultura Empresarial;2179.88;442.24;98.01;343.65999999999997;
Cristalina;2023;MILHO 2ª SAFRA;Agricultura Empresarial;1796.27;411.78;110.09;752.7;
Balsas;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1429.22;244.27;22.72;231.77;
Balsas;2021;MILHO 2ª SAFRA;Agricultura Empresarial;1766.41;302.16999999999996;18.2;135.66;
Balsas;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3248.81;392.27;65.37;435.33000000000004;
Balsas;2023;MILHO 2ª SAFRA;Agricultura Empresarial;2931.71;370.39;84.3;903.5;
Caldas;2019;MILHO 2ª SAFRA;Agricultura Familiar;2778.6;700.83;134.93223999017965;275.68;
Caldas;2020;MILHO 2ª SAFRA;Agricultura Familiar;2838.12;738.79;128.41;278.71;
Caldas;2021;MILHO 2ª SAFRA;Agricultura Familiar;3267.0699999999997;879.7199999999999;102.92;77.42999999999999;
Caldas;2022;MILHO 2ª SAFRA;Agricultura Familiar;6430.77;1062.8;484.1;171.32;
Caldas;2023;MILHO 2ª SAFRA;Agricultura Familiar;5167.749999999999;1218.25;570.66;502.77;
Unaí;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1604.8;389.56;41.25;286.01;
Unaí;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1826.26;368.99;65.37;316.54;
Unaí;2016;MILHO 2ª SAFRA;Agricultura Empresarial;2013.88;424.02;72.07;362.37;
Unaí;2017;MILHO 2ª SAFRA;Agricultura Empresarial;2046.71;409.91;77.95;456.21;
Unaí;2018;MILHO 2ª SAFRA;Agricultura Empresarial;2074.85;447.92;72.49;483.07;
Unaí;2019;MILHO 2ª SAFRA;Agricultura Empresarial;2092.79;451.27;63.02;371.3;
Unaí;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1654.79;465.99;63.77;503.9;
Unaí;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2048.91;541.4300000000001;54.15;89.39;
Unaí;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4049.09;774.9900000000001;187.12;294.24;
Unaí;2023;MILHO 2ª SAFRA;Agricultura Empresarial;2731.27;629.64;184.12;605.64;
Chapadão do Sul;2013;MILHO 2ª SAFRA;Agricultura Empresarial;1151.82;;34.845613267904184;498.87;113.76
Chapadão do Sul;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1337.42;296.93;35.88;690.19;
Chapadão do Sul;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1452.02;346.22;55.39;607.13;
Chapadão do Sul;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1571.33;379.77;60.06;700.64;
Chapadão do Sul;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1641.1;325.93;66.44;669.62;
Chapadão do Sul;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1546.33;361.57;57.63;609.34;
Chapadão do Sul;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1817.86;231.9;60.52;541.08;
Chapadão do Sul;2020;MILHO 2ª SAFRA;Agricultura Empresarial;2081.78;285.59;71.79;588.33;
Chapadão do Sul;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2377.0199999999995;431.23;59.81;165.93;
Chapadão do Sul;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4251.3;641.9;159.73;427.31;
Chapadão do Sul;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3389.56;603.17;193.15;1277.82;
Dourados;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1401.36;494.44;54.11;337.21;
Dourados;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1513.92;578.46;49.74;377.04;
Dourados;2021;MILHO 2ª SAFRA;Agricultura Empresarial;1709.56;698.1299999999999;39.65;103.4;
Dourados;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3242.67;994.1999999999999;143.02;627.24;
Dourados;2023;MILHO 2ª SAFRA;Agricultura Empresarial;2500.23;664.52;182.41;1772.1399999999999;
P. do Leste;1997;MILHO 2ª SAFRA;Agricultura Empresarial;221.42;;10.71;39.61;27.99
P. do Leste;1998;MILHO 2ª SAFRA;Agricultura Empresarial;242.71;;7.86;126.01;62.86
P. do Leste;1999;MILHO 2ª SAFRA;Agricultura Empresarial;245.44;;7.68;126.01;71.12
P. do Leste;2000;MILHO 2ª SAFRA;Agricultura Empresarial;323.65;;11.48;126.01;75.73
P. do Leste;2001;MILHO 2ª SAFRA;Agricultura Empresarial;338.09;;11.75;144.7;82.05
P. do Leste;2002;MILHO 2ª SAFRA;Agricultura Empresarial;398.31;;12.88;142.39;96.1
P. do Leste;2003;MILHO 2ª SAFRA;Agricultura Empresarial;520.22;;16.54;144.64;123.2
P. do Leste;2004;MILHO 2ª SAFRA;Agricultura Empresarial;575.11;;20.54;130.38;137.0
P. do Leste;2005;MILHO 2ª SAFRA;Agricultura Empresarial;590.51;;21.03;139.75;141.7
P. do Leste;2006;MILHO 2ª SAFRA;Agricultura Empresarial;600.44;;21.82;160.32;162.26
P. do Leste;2007;MILHO 2ª SAFRA;Agricultura Empresarial;620.52;;22.92;137.15;163.44
P. do Leste;2008;MILHO 2ª SAFRA;Agricultura Empresarial;946.03;;28.94;156.59;182.65
P. do Leste;2009;MILHO 2ª SAFRA;Agricultura Empresarial;760.16;;22.32;218.59;197.35
P. do Leste;2010;MILHO 2ª SAFRA;Agricultura Empresarial;750.95;;22.0;228.98;163.32
P. do Leste;2013;MILHO 2ª SAFRA;Agricultura Empresarial;1337.57;402.82;43.43;230.56;
P. do Leste;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1379.31;419.15;44.75;240.73;
P. do Leste;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1554.77;441.41;64.62;324.29;
P. do Leste;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1560.86;474.67;65.22;382.19;
P. do Leste;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1476.11;457.98;65.02;429.45;
P. do Leste;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1459.88;472.88;34.83;389.22;
P. do Leste;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1604.84;495.11;59.68;301.84;
P. do Leste;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1722.14;523.4;55.4;346.57;
P. do Leste;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2016.4499999999998;610.86;43.79;113.48;
P. do Leste;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3676.5499999999997;812.2099999999999;156.16;788.85;
P. do Leste;2023;MILHO 2ª SAFRA;Agricultura Empresarial;2896.4199999999996;710.9999999999999;177.57;1622.85;
Campo Verde;2011;MILHO 2ª SAFRA;Agricultura Empresarial;759.09;261.27;34.96;390.47;
Campo Verde;2012;MILHO 2ª SAFRA;Agricultura Empresarial;872.0;287.67;35.45;465.11;
Campo Verde;2013;MILHO 2ª SAFRA;Agricultura Empresarial;899.9;294.82;28.36;397.52;
Campo Verde;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1426.31;427.21;43.07;272.02;
Campo Verde;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1621.29;433.2;62.31;358.31;
Campo Verde;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1626.73;471.9;62.59;424.21;
Campo Verde;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1523.76;451.46;62.47;476.72;
Campo Verde;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1504.22;468.94;25.23;431.52;
Campo Verde;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1716.94;500.71;55.97;332.81;
Campo Verde;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1844.02;529.49;59.52;374.87;
Campo Verde;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2229.5000000000005;619.3199999999999;51.6;108.94;
Campo Verde;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3977.44;820.3499999999999;180.4;1231.0400000000002;
Campo Verde;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3406.3700000000003;752.6;227.85;2529.81;
C. Novo do Parecis;2011;MILHO 2ª SAFRA;Agricultura Empresarial;824.44;288.54;43.91;405.65;
C. Novo do Parecis;2012;MILHO 2ª SAFRA;Agricultura Empresarial;917.66;326.54;43.09;484.88;
C. Novo do Parecis;2013;MILHO 2ª SAFRA;Agricultura Empresarial;837.17;338.42;40.06;490.4;
C. Novo do Parecis;2014;MILHO 2ª SAFRA;Agricultura Empresarial;977.95;363.42;25.78;253.38;
C. Novo do Parecis;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1148.53;361.75;38.89;317.61;
C. Novo do Parecis;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1345.44;416.94;45.67;373.18;
C. Novo do Parecis;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1487.89;409.16;52.82;410.53;
C. Novo do Parecis;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1420.14;421.45;47.62;374.12;
C. Novo do Parecis;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1563.42;460.02;46.56;290.32;
C. Novo do Parecis;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1753.62;486.48;49.78;315.42;
C. Novo do Parecis;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2165.72;573.35;42.89;94.27000000000001;
C. Novo do Parecis;2022;MILHO 2ª SAFRA;Agricultura Empresarial;3345.8999999999996;717.36;115.71;656.8900000000001;
C. Novo do Parecis;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3066.82;664.6;155.21;1353.13;
Sorriso;2011;MILHO 2ª SAFRA;Agricultura Empresarial;755.49;270.07;35.94;398.39;
Sorriso;2012;MILHO 2ª SAFRA;Agricultura Empresarial;928.55;297.98;38.74;477.05;
Sorriso;2013;MILHO 2ª SAFRA;Agricultura Empresarial;925.58;308.16;30.18;412.93;
Sorriso;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1379.31;419.15;44.75;240.73;
Sorriso;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1299.28;202.46;46.72;285.2;
Sorriso;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1321.83;233.68;47.55;372.91;
Sorriso;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1328.67;221.7;49.67;448.01;
Sorriso;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1300.03;232.88;46.36;410.3;
Sorriso;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1464.52;246.79;48.33;315.07;
Sorriso;2020;MILHO 2ª SAFRA;Agricultura Empresarial;1981.958;367.197;31.834487447548508;44.349999999999994;
Sorriso;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2420.49;456.41999999999996;19.33;37.45;
Sorriso;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4408.99;575.85;208.08;142.94;
Sorriso;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3802.4800000000005;504.94;229.74;298.29;
Londrina;1999;MILHO 2ª SAFRA;Agricultura Empresarial;322.98;;19.34;108.05;66.14
Londrina;2000;MILHO 2ª SAFRA;Agricultura Empresarial;338.45;;20.46;108.05;67.05
Londrina;2001;MILHO 2ª SAFRA;Agricultura Empresarial;349.25;;18.68;118.45;72.48
Londrina;2002;MILHO 2ª SAFRA;Agricultura Empresarial;386.35;;22.31;117.47;74.36
Londrina;2003;MILHO 2ª SAFRA;Agricultura Empresarial;534.68;;32.65;122.22;105.99
Londrina;2004;MILHO 2ª SAFRA;Agricultura Empresarial;604.9;;33.41;134.46;116.97
Londrina;2005;MILHO 2ª SAFRA;Agricultura Empresarial;570.08;;32.75;144.22;111.06
Londrina;2006;MILHO 2ª SAFRA;Agricultura Empresarial;572.67;;29.51;140.44;125.9
Londrina;2007;MILHO 2ª SAFRA;Agricultura Empresarial;634.3;;31.34;148.07;133.06
Londrina;2008;MILHO 2ª SAFRA;Agricultura Empresarial;739.56;;32.93;152.55;138.84
Londrina;2009;MILHO 2ª SAFRA;Agricultura Empresarial;846.44;;34.17134498438777;266.43;227.73
Londrina;2010;MILHO 2ª SAFRA;Agricultura Empresarial;710.28;;26.918295682787985;267.01;216.91
Londrina;2011;MILHO 2ª SAFRA;Agricultura Empresarial;778.24;253.28;33.66;328.92;
Londrina;2012;MILHO 2ª SAFRA;Agricultura Empresarial;793.05;276.31;31.83;326.84;
Londrina;2013;MILHO 2ª SAFRA;Agricultura Empresarial;927.64;294.75;28.97;155.65;
Londrina;2014;MILHO 2ª SAFRA;Agricultura Empresarial;971.2;305.76;29.97;169.86;
Londrina;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1376.81;325.67;57.6;609.08;
Londrina;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1444.68;360.74;60.53;702.77;
Londrina;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1460.7;343.28;61.27;759.23;
Londrina;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1647.01;384.27;68.8;1234.49;
Londrina;2019;MILHO 2ª SAFRA;Agricultura Empresarial;2040.49;359.11;74.3;731.5;
Londrina;2020;MILHO 2ª SAFRA;Agricultura Empresarial;2407.82;401.27;51.23;741.74;
Londrina;2021;MILHO 2ª SAFRA;Agricultura Empresarial;3030.53;494.74;34.03;216.8;
Londrina;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4967.7;730.31;230.37;735.78;
Londrina;2023;MILHO 2ª SAFRA;Agricultura Empresarial;4348.91;604.28;256.29;1616.58;
Campo Mourão;1999;MILHO 2ª SAFRA;Agricultura Empresarial;198.95999999999998;;8.640000000000004;80.91;30.55
Campo Mourão;2002;MILHO 2ª SAFRA;Agricultura Empresarial;278.56;;11.199999999999996;162.76;38.72
Campo Mourão;2003;MILHO 2ª SAFRA;Agricultura Empresarial;314.6;;11.239999999999998;162.48000000000002;42.13999999999999
Campo Mourão;2004;MILHO 2ª SAFRA;Agricultura Empresarial;405.01;;16.78;201.34;59.449999999999996
Campo Mourão;2005;MILHO 2ª SAFRA;Agricultura Empresarial;421.85;;17.879999999999995;206.41;65.42
Campo Mourão;2006;MILHO 2ª SAFRA;Agricultura Empresarial;386.17;;15.629999999999994;209.48;73.27
Campo Mourão;2007;MILHO 2ª SAFRA;Agricultura Empresarial;417.56;;17.27;212.33;72.12
Campo Mourão;2008;MILHO 2ª SAFRA;Agricultura Empresarial;615.23;;28.01;220.03;84.14
Campo Mourão;2009;MILHO 2ª SAFRA;Agricultura Empresarial;428.27;;13.75;227.04;61.27
Campo Mourão;2010;MILHO 2ª SAFRA;Agricultura Empresarial;402.6;;12.52;245.82;77.75
Campo Mourão;2011;MILHO 2ª SAFRA;Agricultura Empresarial;466.61;128.32;20.62;355.28;
Campo Mourão;2012;MILHO 2ª SAFRA;Agricultura Empresarial;437.15;158.5;15.92;195.6;
Campo Mourão;2013;MILHO 2ª SAFRA;Agricultura Empresarial;436.4;153.46;15.82;186.39;
Campo Mourão;2014;MILHO 2ª SAFRA;Agricultura Empresarial;706.33;165.69;24.55;334.73;
Campo Mourão;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1264.21;261.46;51.94;948.23;
Campo Mourão;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1261.7;289.87;51.75;1086.07;
Campo Mourão;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1219.07;268.59;50.07;1166.06;
Campo Mourão;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1202.53;303.44;48.67;1058.28;
Campo Mourão;2019;MILHO 2ª SAFRA;Agricultura Empresarial;2068.85;588.47;74.81;818.35;
Campo Mourão;2020;MILHO 2ª SAFRA;Agricultura Empresarial;2131.21;656.01;81.13;1101.15;
Campo Mourão;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2821.61;789.1800000000001;78.64;339.65;
Campo Mourão;2022;MILHO 2ª SAFRA;Agricultura Empresarial;4275.42;1051.11;170.15;1259.81;
Campo Mourão;2023;MILHO 2ª SAFRA;Agricultura Empresarial;3717.13;913.4200000000001;217.62;2694.92;
Ubiratã;2008;MILHO 2ª SAFRA;Agricultura Empresarial;906.9;;43.53303541576696;292.5;95.32
Ubiratã;2009;MILHO 2ª SAFRA;Agricultura Empresarial;807.98;;34.0437031906097;291.61;108.77
Ubiratã;2010;MILHO 2ª SAFRA;Agricultura Empresarial;787.32;;33.0830447211123;292.43;173.02
Ubiratã;2011;MILHO 2ª SAFRA;Agricultura Empresarial;592.57;157.73;-19.14;230.28;
Ubiratã;2012;MILHO 2ª SAFRA;Agricultura Empresarial;690.29;189.75;22.26;229.9;
Ubiratã;2013;MILHO 2ª SAFRA;Agricultura Empresarial;937.47;198.53;23.58;120.06;
Ubiratã;2014;MILHO 2ª SAFRA;Agricultura Empresarial;1121.2;362.68;36.23;444.72;
Ubiratã;2015;MILHO 2ª SAFRA;Agricultura Empresarial;1195.72;363.58;38.15;693.05;
Ubiratã;2016;MILHO 2ª SAFRA;Agricultura Empresarial;1282.98;403.92;41.32;1013.01;
Ubiratã;2017;MILHO 2ª SAFRA;Agricultura Empresarial;1313.0;379.81;42.16;1095.56;
Ubiratã;2018;MILHO 2ª SAFRA;Agricultura Empresarial;1280.57;423.34;41.61;1246.19;
Ubiratã;2019;MILHO 2ª SAFRA;Agricultura Empresarial;1838.59;403.59;66.7;809.35;
Ubiratã;2020;MILHO 2ª SAFRA;Agricultura Empresarial;2222.59;457.89;42.16;779.41;
Ubiratã;2021;MILHO 2ª SAFRA;Agricultura Empresarial;2834.8900000000003;572.64;24.52;232.1;
