,municipio,ano,produto,tipo_agricultura,despesas_custeio,despesas_extrativista,outras_despesas,juros,renda_fatores,produtividade_media,despesas_pos_colheita
0,carauari,2018,MURUMURU,sociobiodiversidade,8198.07,,315.06,50.764468834803786,11.52,4608,
1,carauari,2019,MURUMURU,sociobiodiversidade,8119.26,,312.7,18.73,77.13,4608,
2,carauari,2020,MURUMURU,sociobiodiversidade,9694.730000000001,,567.3199999999999,22.95,36.25,Ex-Post,
3,carauari,2021,MURUMURU,sociobiodiversidade,9791.28,,570.22,78.45,23.0,Ex-Post,
4,carauari,2022,MURUMURU,sociobiodiversidade,21459.48,,793.77,351.85729114121756,58.07,6666,
5,labrea,2017,MURUMURU,sociobiodiversidade,7653.74,,401.34000000000003,15.765451251946178,6.0,16800,
6,labrea,2018,MURUMURU,sociobiodiversidade,7029.08,,329.31,33.24,126.53,16800,
7,labrea,2019,MURUMURU,sociobiodiversidade,22909.96,,835.98,105.27,107.98,16800,
8,labrea,2020,MURUMURU,sociobiodiversidade,26675.9,,946.4399999999999,124.25,50.75,Ex-Post,
9,labrea,2021,MURUMURU,sociobiodiversidade,25123.0,,899.85,130.19,6.53,Ex-Post,
10,labrea,2022,MURUMURU,sociobiodiversidade,34899.99,,1248.6,295.58,128.1,Ex-Post,
11,monte santo,2017,LICURI,sociobiodiversidade,1912.48,,91.87,57.23798656947912,300.0,7500,
12,monte santo,2018,LICURI,sociobiodiversidade,2147.54,,98.93,48.98350136524041,225.0,7500,
13,monte santo,2020,LICURI,sociobiodiversidade,2396.0,,94.38,28.08,145.0,Ex-Post,
14,monte santo,2021,LICURI,sociobiodiversidade,2867.5,,1211.02,56.22,92.0,Ex-Post,
15,monte santo,2022,LICURI,sociobiodiversidade,2873.1,,1436.19,89.76,366.0,Ex-Post,
16,guanambi,2007,FEIJÃO 1ª SAFRA,agricultura familiar,597.4499999999999,,,6.1696304499876335,45.99,600,22.9
17,guanambi,2008,FEIJÃO 1ª SAFRA,agricultura familiar,678.51,,24.52,7.3714252334696955,0.0,600,
18,guanambi,2009,FEIJÃO 1ª SAFRA,agricultura familiar,771.02,,,7.562898147351259,30.0,600,26.369999999999997
19,guanambi,2010,FEIJÃO 1ª SAFRA,agricultura familiar,927.89,,33.89,8.41708566462792,0.0,600,
20,guanambi,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1123.92,,22.48,10.720726956908697,0.0,600,
21,guanambi,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1143.44,,46.96,10.844181364459766,0.0,600,
22,guanambi,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1248.22,,79.98,11.445568934051154,0.0,600,
23,guanambi,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1224.03,,72.66,12.444790505516382,0.0,600,
24,guanambi,2015,FEIJÃO 1ª SAFRA,agricultura familiar,1307.74,,,8.900920804371736,,660,83.09
25,guanambi,2016,FEIJÃO 1ª SAFRA,agricultura familiar,1561.22,,,15.225890054412572,,660,131.19
26,guanambi,2017,FEIJÃO 1ª SAFRA,agricultura familiar,1347.76,,,12.578242765650241,,660,128.11
27,guanambi,2018,FEIJÃO 1ª SAFRA,agricultura familiar,1498.38,,,12.119653172348027,67.5,660,104.62
28,guanambi,2019,FEIJÃO 1ª SAFRA,agricultura familiar,1531.92,,105.36000000000001,15.32849279643552,165.74,540,
29,guanambi,2020,FEIJÃO 1ª SAFRA,agricultura familiar,1953.96,,166.62,12.34,169.73,540,
30,guanambi,2021,FEIJÃO 1ª SAFRA,agricultura familiar,2270.64,,183.32,6.7,46.56,Ex-Ant,
31,ae,2004,FEIJÃO 1ª SAFRA,,738.0,,,51.07,18.0,1200,67.97
32,ae,2005,FEIJÃO 1ª SAFRA,,837.9599999999999,,,66.72,18.0,1200,73.87
33,ae,2006,FEIJÃO 1ª SAFRA,,879.0999999999999,,,54.64,18.0,1200,82.29
34,ae,2007,FEIJÃO 1ª SAFRA,,992.2200000000001,,,50.589999999999996,18.0,1200,82.97
35,ae,2008,FEIJÃO 1ª SAFRA,,1376.3000000000002,,,68.21000000000001,18.0,1200,105.64
36,irece,2007,FEIJÃO 1ª SAFRA,agricultura empresarial,629.27,,,13.27100238149743,55.19,720,23.09
37,irece,2008,FEIJÃO 1ª SAFRA,agricultura empresarial,765.45,,26.7,17.115574817955228,0.0,720,
38,irece,2009,FEIJÃO 1ª SAFRA,agricultura empresarial,785.4000000000001,,,16.33081660196995,36.0,720,27.1
39,irece,2010,FEIJÃO 1ª SAFRA,agricultura empresarial,844.41,,29.54,16.39313689722261,0.0,720,
40,irece,2011,FEIJÃO 1ª SAFRA,agricultura empresarial,911.51,,18.23,19.351184841189013,0.0,720,
41,irece,2012,FEIJÃO 1ª SAFRA,agricultura empresarial,1040.55,,62.56,18.87647913832761,0.0,720,
42,irece,2013,FEIJÃO 1ª SAFRA,agricultura empresarial,1172.3,,76.58,19.850614793961707,0.0,720,
43,irece,2014,FEIJÃO 1ª SAFRA,agricultura empresarial,1239.1,,,49.461110046314104,60.0,900,114.39
44,irece,2015,FEIJÃO 1ª SAFRA,agricultura empresarial,1394.38,,121.47,31.94,38.9,900,
45,irece,2016,FEIJÃO 1ª SAFRA,agricultura empresarial,1490.22,,93.48,33.44,51.88,900,
46,irece,2017,FEIJÃO 1ª SAFRA,agricultura empresarial,1589.55,,131.23,35.57,55.81,900,
47,irece,2018,FEIJÃO 1ª SAFRA,agricultura empresarial,1758.32,,107.16,39.11,50.56,900,
48,irece,2019,FEIJÃO 1ª SAFRA,agricultura empresarial,1780.13,,156.95,42.39,38.56,900,
49,macaubas,2007,FEIJÃO 1ª SAFRA,agricultura familiar,579.1800000000001,,,3.2718729187100015,45.99,600,40.34
50,macaubas,2008,FEIJÃO 1ª SAFRA,agricultura familiar,607.74,,40.91,3.5100389100571845,0.0,600,
51,macaubas,2009,FEIJÃO 1ª SAFRA,agricultura familiar,692.79,,,3.6811878915991985,30.0,600,42.62
52,macaubas,2010,FEIJÃO 1ª SAFRA,agricultura familiar,785.4,,46.66,4.3687101334699445,0.0,600,
53,macaubas,2011,FEIJÃO 1ª SAFRA,agricultura familiar,860.9,,37.22,4.450447783644028,0.0,600,
54,macaubas,2012,FEIJÃO 1ª SAFRA,agricultura familiar,945.17,,62.99,5.377792743093702,0.0,600,
55,macaubas,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1021.1,,98.17,5.707575461963943,0.0,600,
56,macaubas,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1104.86,,74.95,5.930682469885935,0.0,600,
57,r. do pombal,2007,FEIJÃO 1ª SAFRA,agricultura familiar,737.3100000000001,,,6.00732745224825,45.99,1000,29.86
58,r. do pombal,2008,FEIJÃO 1ª SAFRA,agricultura familiar,914.13,,36.48,8.672266136322616,0.0,1000,
59,r. do pombal,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1059.56,,,10.115416308329369,30.0,1000,39.39
60,r. do pombal,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1053.15,,39.26,9.32709323276402,0.0,1000,
61,r. do pombal,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1116.54,,22.33,9.527869279597457,0.0,1000,
62,r. do pombal,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1233.95,,90.2,10.138584544742928,0.0,1000,
63,r. do pombal,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1323.19,,102.9,11.170331192312474,0.0,1000,
64,r. do pombal,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1263.52,,,41.05887771627775,,1000,120.63
65,r. do pombal,2015,FEIJÃO 1ª SAFRA,agricultura familiar,1367.3600000000001,,,52.48362788930813,,1000,125.82000000000001
66,r. do pombal,2016,FEIJÃO 1ª SAFRA,agricultura familiar,1528.22,,,64.9607273286353,,1000,149.18
67,r. do pombal,2017,FEIJÃO 1ª SAFRA,agricultura familiar,1544.3000000000002,,,54.762494088537075,,1000,146.16
68,r. do pombal,2018,FEIJÃO 1ª SAFRA,agricultura familiar,1707.88,,,33.22322479603775,25.88,1000,110.4
69,brejo santo,2007,FEIJÃO 1ª SAFRA,agricultura familiar,557.3900000000001,,,14.766363366180563,54.1,850,
70,brejo santo,2008,FEIJÃO 1ª SAFRA,agricultura familiar,653.07,,,17.301115778093504,59.879999999999995,850,
71,brejo santo,2009,FEIJÃO 1ª SAFRA,agricultura familiar,836.21,,,22.152856546464495,59.88,850,
72,brejo santo,2010,FEIJÃO 1ª SAFRA,agricultura familiar,888.86,,,23.5476591644329,59.88,850,
73,brejo santo,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1024.43,,,27.139176560785714,61.5,850,
74,brejo santo,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1150.14,,,30.469483058502863,63.35,850,
75,brejo santo,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1212.52,,,32.122052618025535,70.29,850,
76,brejo santo,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1238.8,,,28.668898432521736,70.29,850,
77,brejo santo,2015,FEIJÃO 1ª SAFRA,agricultura familiar,1656.41,,,36.22481991016415,,850,112.16
78,brejo santo,2016,FEIJÃO 1ª SAFRA,agricultura familiar,1853.25,,,49.55039286519015,,850,154.61
79,brejo santo,2017,FEIJÃO 1ª SAFRA,agricultura familiar,2038.3700000000001,,,48.56423661969704,,850,178.53
80,brejo santo,2018,FEIJÃO 1ª SAFRA,agricultura familiar,2163.03,,,33.998335693754896,150.75,850,136.91
81,brejo santo,2019,FEIJÃO 1ª SAFRA,agricultura familiar,2003.25,,150.77,22.61696964020839,270.03,800,
82,brejo santo,2020,FEIJÃO 1ª SAFRA,agricultura familiar,2019.8,,176.99,19.38,277.65,800,
83,brejo santo,2021,FEIJÃO 1ª SAFRA,agricultura familiar,2305.33,,210.49,14.82,76.05,Ex-Ant,
84,crateus,2007,FEIJÃO 1ª SAFRA,agricultura familiar,786.9000000000001,,,18.210813833186428,63.1,1000,
85,crateus,2008,FEIJÃO 1ª SAFRA,agricultura familiar,937.81,,,21.47182003122214,68.88,1000,
86,crateus,2009,FEIJÃO 1ª SAFRA,agricultura familiar,937.81,,,21.47182003122214,68.88,1000,
87,crateus,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1155.86,,,26.402324399198214,68.88,1000,
88,crateus,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1160.27,,,26.504382715381144,68.88,1000,
89,crateus,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1280.3,,,29.440468559854857,72.35,1000,
90,crateus,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1377.29,,,31.956518477181113,75.59,1000,
91,crateus,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1428.29,,,23.567261379771736,75.59,1000,
92,ico,2012,FEIJÃO 1ª SAFRA,agricultura familiar,2960.64,,,64.01552140665476,49.32,1500,
93,ico,2013,FEIJÃO 1ª SAFRA,agricultura familiar,3229.86,,,77.79228377431258,53.14,1500,
94,ico,2014,FEIJÃO 1ª SAFRA,agricultura familiar,3421.88,,,19.362451136380578,65.48,1500,
95,cristalina,2010,FEIJÃO 1ª SAFRA,agricultura empresarial,1701.85,,,81.58169218175823,318.14,2400,100.41
96,cristalina,2011,FEIJÃO 1ª SAFRA,agricultura empresarial,1731.78,,,85.2951810547351,318.22,2400,102.18
97,cristalina,2012,FEIJÃO 1ª SAFRA,agricultura empresarial,1890.49,,,80.3898528314813,315.61,2400,111.54
98,cristalina,2013,FEIJÃO 1ª SAFRA,agricultura empresarial,2076.99,,,84.42283121118646,318.22,2400,244.38
99,cristalina,2014,FEIJÃO 1ª SAFRA,agricultura empresarial,2080.69,,254.56,44.93,489.69,2400,
100,cristalina,2015,FEIJÃO 1ª SAFRA,agricultura empresarial,2416.01,,324.4,64.96,548.29,2400,
101,cristalina,2016,FEIJÃO 1ª SAFRA,agricultura empresarial,2504.91,,386.24,68.28,584.94,2400,
102,cristalina,2017,FEIJÃO 1ª SAFRA,agricultura empresarial,2400.57,,353.49,67.77,629.34,2400,
103,cristalina,2018,FEIJÃO 1ª SAFRA,agricultura empresarial,3146.32,,251.95,81.3,673.05,2400,
104,cristalina,2019,FEIJÃO 1ª SAFRA,agricultura empresarial,3363.13,,397.4,80.25,535.44,2400,
105,cristalina,2020,FEIJÃO 1ª SAFRA,agricultura empresarial,3453.18,,370.4,65.46,553.19,2400,
106,cristalina,2021,FEIJÃO 1ª SAFRA,agricultura empresarial,4144.62,,409.07,50.6,159.64,Ex-Ant,
107,cristalina,2022,FEIJÃO 1ª SAFRA,agricultura empresarial,6239.78,,646.3299999999999,201.67,370.61,Ex-Ant,
108,cristalina,2023,FEIJÃO 1ª SAFRA,agricultura empresarial,4368.639999999999,,598.51,184.5,794.99,Ex-Ant,
109,unai,2005,FEIJÃO 1ª SAFRA,agricultura empresarial,1317.38,,,31.51,353.3,2400,151.41
110,unai,2006,FEIJÃO 1ª SAFRA,agricultura empresarial,1121.31,,,26.78,336.65,2400,134.36
111,unai,2007,FEIJÃO 1ª SAFRA,agricultura empresarial,1210.97,,,29.83,351.62,2400,142.15
112,unai,2008,FEIJÃO 1ª SAFRA,agricultura empresarial,1862.26,,,48.75,351.45,2400,204.02
113,unai,2009,FEIJÃO 1ª SAFRA,agricultura empresarial,1259.8,,,21.280292196776635,357.97,2400,194.21
114,unai,2010,FEIJÃO 1ª SAFRA,agricultura empresarial,1304.36,,147.38,39.46,388.71,2400,
115,unai,2011,FEIJÃO 1ª SAFRA,agricultura empresarial,1752.32,,172.87,53.98,518.63,2400,
116,unai,2012,FEIJÃO 1ª SAFRA,agricultura empresarial,1729.8,,356.8,54.2,608.94,2400,
117,unai,2013,FEIJÃO 1ª SAFRA,agricultura empresarial,1838.36,,437.05,47.11,522.12,2400,
118,unai,2014,FEIJÃO 1ª SAFRA,agricultura empresarial,2782.87,,423.75,78.81,314.17,2700,
119,unai,2015,FEIJÃO 1ª SAFRA,agricultura empresarial,2925.5,,505.45,83.6,370.74,2700,
120,unai,2016,FEIJÃO 1ª SAFRA,agricultura empresarial,2936.19,,672.2,84.76,395.52,2700,
121,unai,2017,FEIJÃO 1ª SAFRA,agricultura empresarial,2954.33,,379.49,83.33,481.82,2700,
122,unai,2018,FEIJÃO 1ª SAFRA,agricultura empresarial,3285.43,,173.19,86.81,437.38,2400,
123,unai,2019,FEIJÃO 1ª SAFRA,agricultura empresarial,3839.89,,336.0,102.3,335.53,2400,
124,unai,2020,FEIJÃO 1ª SAFRA,agricultura empresarial,3567.9,,269.63,49.63,336.63,2400,
125,unai,2021,FEIJÃO 1ª SAFRA,agricultura empresarial,4170.37,,325.96000000000004,26.74,96.74,Ex-Ant,
126,unai,2022,FEIJÃO 1ª SAFRA,agricultura empresarial,7771.84,,476.83000000000004,283.43,340.93,Ex-Ant,
127,unai,2023,FEIJÃO 1ª SAFRA,agricultura empresarial,6351.25,,463.82000000000005,341.02,701.29,Ex-Ant,
128,nioaque,2007,FEIJÃO 1ª SAFRA,agricultura familiar,617.1200000000001,,29.62,7.343207049178681,136.46,1000,
129,nioaque,2008,FEIJÃO 1ª SAFRA,agricultura familiar,773.32,,69.09,9.346684686396664,136.05,1000,
130,nioaque,2009,FEIJÃO 1ª SAFRA,agricultura familiar,851.0,,51.49,9.611776205762519,136.35,1000,
131,nioaque,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1614.45,,94.39,17.523499398240848,136.35,1800,
132,nioaque,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1975.55,,39.51,24.340660560964288,136.41,1800,
133,nioaque,2012,FEIJÃO 1ª SAFRA,agricultura familiar,2190.48,,105.91,24.07660018744854,170.25,1800,
134,nioaque,2013,FEIJÃO 1ª SAFRA,agricultura familiar,2323.16,,115.46,23.89493205327909,171.0,1800,
135,nioaque,2014,FEIJÃO 1ª SAFRA,agricultura familiar,2491.91,,132.64,29.607223723160516,172.13,1800,
136,sidrolandia,2007,FEIJÃO 1ª SAFRA,agricultura familiar,979.58,,47.629999999999995,13.34942288696762,210.0,900,
137,sidrolandia,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1244.39,,85.54,16.715862883251035,136.5,900,
138,sidrolandia,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1420.49,,64.18,17.237614860402093,136.5,900,
139,sidrolandia,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1185.88,,45.49,14.280006533133992,301.5,900,
140,sidrolandia,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1307.77,,26.16,17.023467008857395,301.69,900,
141,sidrolandia,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1515.87,,52.09,17.785085764686173,354.0,900,
142,sidrolandia,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1561.76,,107.44,17.18129039464325,358.5,900,
143,sidrolandia,2014,FEIJÃO 1ª SAFRA,agricultura familiar,1638.75,,108.98,20.563600498944922,363.0,900,
144,tracuateua,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1760.93,,,171.76944352607535,,900,36.23
145,tracuateua,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1857.46,,,151.32417285893212,,900,36.23
146,tracuateua,2014,FEIJÃO 1ª SAFRA,agricultura familiar,2008.58,,,234.11050311399296,,900,31.05
147,tracuateua,2015,FEIJÃO 1ª SAFRA,agricultura familiar,1947.79,,,272.4516567287214,,900,20.7
148,tracuateua,2016,FEIJÃO 1ª SAFRA,agricultura familiar,2221.81,,,349.3611668412522,,900,65.55
149,tracuateua,2017,FEIJÃO 1ª SAFRA,agricultura familiar,2286.54,,,307.6299428361104,,900,82.8
150,tracuateua,2018,FEIJÃO 1ª SAFRA,agricultura familiar,2406.06,,,168.2587932477403,22.5,900,54.0
151,s.r.nonato,2008,FEIJÃO 1ª SAFRA,,1019.13,,,63.584416399231536,2.4,700,81.05
152,s.r.nonato,2009,FEIJÃO 1ª SAFRA,,1369.58,,,70.65751040639992,2.4,700,95.71
153,s.r.nonato,2010,FEIJÃO 1ª SAFRA,,1290.07,,,56.442135283401655,2.4,700,90.9
154,s.r.nonato,2011,FEIJÃO 1ª SAFRA,,1405.95,,,121.02241011374312,2.4,700,102.61
155,s.r.nonato,2012,FEIJÃO 1ª SAFRA,,1551.84,,,96.81970857889667,2.4,700,103.3
156,s.r.nonato,2013,FEIJÃO 1ª SAFRA,,1661.76,,,83.44609762873941,2.4,700,109.59
157,s.r.nonato,2014,FEIJÃO 1ª SAFRA,,1894.05,,,141.941454684412,2.4,700,120.65
158,campo mourao,1998,FEIJÃO 1ª SAFRA,agricultura empresarial,481.36,,,12.35,109.61,900,52.96
159,campo mourao,1999,FEIJÃO 1ª SAFRA,agricultura empresarial,495.5,,,12.76,116.25,900,54.19
160,campo mourao,2000,FEIJÃO 1ª SAFRA,agricultura empresarial,540.56,,,12.98,118.4,900,58.11
161,campo mourao,2001,FEIJÃO 1ª SAFRA,agricultura empresarial,610.5,,,13.87,112.79,900,63.82
162,campo mourao,2002,FEIJÃO 1ª SAFRA,agricultura empresarial,650.49,,,14.85,121.3,900,67.3
163,campo mourao,2003,FEIJÃO 1ª SAFRA,agricultura empresarial,872.71,,,22.78,157.2,1350,101.89
164,campo mourao,2004,FEIJÃO 1ª SAFRA,agricultura empresarial,977.07,,,24.27,167.28,1350,110.97
165,campo mourao,2005,FEIJÃO 1ª SAFRA,agricultura empresarial,1027.21,,,25.9,167.28,1350,119.51
166,campo mourao,2006,FEIJÃO 1ª SAFRA,agricultura empresarial,990.55,,,23.95,209.58,1350,110.95
167,campo mourao,2007,FEIJÃO 1ª SAFRA,agricultura empresarial,1055.53,,,23.04,209.58,1400,118.91
168,campo mourao,2008,FEIJÃO 1ª SAFRA,agricultura empresarial,1464.99,,,109.26426867846111,327.13,1750,160.14
169,campo mourao,2009,FEIJÃO 1ª SAFRA,agricultura empresarial,1474.25,,,103.90261642719571,346.93,1750,133.55
170,campo mourao,2010,FEIJÃO 1ª SAFRA,agricultura empresarial,1242.85,,220.88,27.43,373.48,,
171,campo mourao,2011,FEIJÃO 1ª SAFRA,agricultura empresarial,1293.71,,170.35,31.16,413.38,,
172,campo mourao,2012,FEIJÃO 1ª SAFRA,agricultura empresarial,1467.5,,212.59,33.55,422.7,,
173,campo mourao,2013,FEIJÃO 1ª SAFRA,agricultura empresarial,1767.85,,227.62,35.22,342.09,1750,
174,campo mourao,2014,FEIJÃO 1ª SAFRA,agricultura empresarial,2019.81,,276.33,39.08,386.09,1750,
175,campo mourao,2015,FEIJÃO 1ª SAFRA,agricultura empresarial,2154.23,,239.84,70.48,754.48,1750,
176,campo mourao,2016,FEIJÃO 1ª SAFRA,agricultura empresarial,2223.0,,264.54,72.73,806.71,1750,
177,campo mourao,2017,FEIJÃO 1ª SAFRA,agricultura empresarial,2256.86,,247.1,74.72,873.39,1750,
178,ivaipora,2007,FEIJÃO 1ª SAFRA,agricultura familiar,1278.5,,,14.216844250269286,300.0,1350,123.6
179,ivaipora,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1627.07,,121.68,18.276450263397667,0.0,1350,
180,ivaipora,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1593.69,,120.19,16.4086607153263,0.0,1350,
181,ivaipora,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1383.47,,340.32,14.852696184853334,0.0,1350,
182,ivaipora,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1636.35,,,21.159285573230825,,1350,88.45
183,ivaipora,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1907.95,,,18.541231296137504,,1350,189.54
184,ivaipora,2013,FEIJÃO 1ª SAFRA,agricultura familiar,2198.1,,,20.668372931049653,,1350,206.04
185,pitanga,2007,FEIJÃO 1ª SAFRA,agricultura familiar,1103.57,,,15.115431137509404,210.0,1500,114.98
186,pitanga,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1418.2,,184.74,19.666541012405467,0.0,1500,
187,pitanga,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1342.97,,162.74,17.29574014967978,0.0,1500,
188,pitanga,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1218.65,,175.0,14.53253015143409,0.0,1500,
189,pitanga,2011,FEIJÃO 1ª SAFRA,agricultura familiar,1242.05,,,33.695334864224705,,1500,191.85
190,pitanga,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1424.27,,,32.12843587670741,,1500,516.8
191,pitanga,2013,FEIJÃO 1ª SAFRA,agricultura familiar,1555.94,,,31.1360245667693,,1500,571.18
192,pitanga,2014,FEIJÃO 1ª SAFRA,agricultura familiar,2379.82,,,52.705804737276466,,1800,77.97
193,pitanga,2015,FEIJÃO 1ª SAFRA,agricultura familiar,2495.22,,,38.5755273462525,,1800,96.6
194,pitanga,2016,FEIJÃO 1ª SAFRA,agricultura familiar,2681.43,,,57.728770443044425,,1800,138.0
195,pitanga,2017,FEIJÃO 1ª SAFRA,agricultura familiar,2741.62,,,55.603894939041,,1800,110.4
196,pitanga,2018,FEIJÃO 1ª SAFRA,agricultura familiar,2680.2,,,47.76796286676847,461.95,1800,43.65
197,ponta grossa,2018,FEIJÃO 1ª SAFRA,agricultura empresarial,2354.81,,349.64,61.95,728.74,2000,
198,ponta grossa,2019,FEIJÃO 1ª SAFRA,agricultura empresarial,2429.83,,361.1,56.07,555.79,2000,
199,ponta grossa,2020,FEIJÃO 1ª SAFRA,agricultura empresarial,2687.04,,377.55,57.69,772.48,2000,
200,ponta grossa,2021,FEIJÃO 1ª SAFRA,agricultura empresarial,3660.82,,466.93999999999994,54.77,263.14,Ex-Ant,
201,ponta grossa,2022,FEIJÃO 1ª SAFRA,agricultura empresarial,5620.48,,565.65,179.91,753.25,Ex-Ant,
202,ponta grossa,2023,FEIJÃO 1ª SAFRA,agricultura empresarial,4858.24,,573.53,208.3,2161.67,Ex-Ant,
203,prudentopolis,2007,FEIJÃO 1ª SAFRA,agricultura familiar,1150.26,,,20.730908364455416,87.0,1350,117.81000000000002
204,prudentopolis,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1529.82,,175.61,28.01140816842122,0.0,1350,
205,prudentopolis,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1426.58,,169.55,23.590058069994804,0.0,1350,
206,prudentopolis,2010,FEIJÃO 1ª SAFRA,agricultura familiar,1906.1,,139.87,29.99278821779209,0.0,1500,
207,prudentopolis,2011,FEIJÃO 1ª SAFRA,agricultura familiar,2015.77,,,56.19082762446186,,1500,101.12
208,prudentopolis,2012,FEIJÃO 1ª SAFRA,agricultura familiar,1925.44,,,43.47369199148146,,1500,152.4
209,prudentopolis,2013,FEIJÃO 1ª SAFRA,agricultura familiar,2166.38,,,45.056779356039186,,1500,187.87
210,prudentopolis,2014,FEIJÃO 1ª SAFRA,agricultura familiar,2762.7,,,101.73841246012624,,2700,146.45
211,prudentopolis,2015,FEIJÃO 1ª SAFRA,agricultura familiar,2793.12,,,75.04208480453623,,2700,146.45
212,prudentopolis,2016,FEIJÃO 1ª SAFRA,agricultura familiar,3031.17,,,111.93624843532585,,2700,155.25
213,prudentopolis,2017,FEIJÃO 1ª SAFRA,agricultura familiar,3210.41,,,109.61996370378627,,2700,124.2
214,prudentopolis,2018,FEIJÃO 1ª SAFRA,agricultura familiar,3318.3300000000004,,,92.22747286349635,117.9,2700,74.25
215,prudentopolis,2019,FEIJÃO 1ª SAFRA,agricultura familiar,2632.07,,375.94,42.97663773757527,810.73,2100,
216,prudentopolis,2020,FEIJÃO 1ª SAFRA,agricultura familiar,2793.9399999999996,,360.02,47.28249068168383,353.68,2100,
217,prudentopolis,2021,FEIJÃO 1ª SAFRA,agricultura familiar,3852.97,,520.99,47.68,243.35,Ex-Ant,
218,prudentopolis,2022,FEIJÃO 1ª SAFRA,agricultura familiar,6492.76,,756.24,111.73,775.38,Ex-Ant,
219,prudentopolis,2023,FEIJÃO 1ª SAFRA,agricultura familiar,4369.17,,586.22,120.95,1697.8600000000001,Ex-Ant,
220,s. mateus do sul,2007,FEIJÃO 1ª SAFRA,agricultura familiar,1323.93,,,14.835738446896762,246.0,1500,121.08
221,s. mateus do sul,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1673.25,,,18.56048847797282,0.0,1500,
222,s. mateus do sul,2009,FEIJÃO 1ª SAFRA,agricultura familiar,1565.43,,,16.533509400955364,0.0,1500,
223,s. mateus do sul,2010,FEIJÃO 1ª SAFRA,agricultura familiar,2094.53,,,18.022007792412822,0.0,1860,
224,s. mateus do sul,2011,FEIJÃO 1ª SAFRA,agricultura familiar,2155.03,,,25.787836441435367,,1860,118.0
225,s. mateus do sul,2012,FEIJÃO 1ª SAFRA,agricultura familiar,2173.36,,,22.360506616997313,,1860,188.53
226,s. mateus do sul,2013,FEIJÃO 1ª SAFRA,agricultura familiar,2450.67,,,24.461630453557696,,1860,229.88
227,s. mateus do sul,2014,FEIJÃO 1ª SAFRA,agricultura familiar,2355.17,,,50.04507861065827,,2400,128.8
228,s. mateus do sul,2015,FEIJÃO 1ª SAFRA,agricultura familiar,2422.7400000000002,,,33.83223695429498,,2400,110.4
229,s. mateus do sul,2016,FEIJÃO 1ª SAFRA,agricultura familiar,2641.0,,,54.209085226383046,,2400,128.8
230,roraima,2016,FEIJÃO 1ª SAFRA,,2497.4000000000005,,,146.69948627776864,,750,151.24
231,roraima,2017,FEIJÃO 1ª SAFRA,,2516.39,,,144.22726567325645,,750,156.64
232,roraima,2018,FEIJÃO 1ª SAFRA,,2498.45,,98.03,110.97,121.35,750,
233,roraima,2019,FEIJÃO 1ª SAFRA,,2523.47,,132.73,113.35,92.55,750,
234,roraima,2020,FEIJÃO 1ª SAFRA,,2498.85,,132.0,87.04,154.25,750,
235,cangucu,2008,FEIJÃO 1ª SAFRA,agricultura familiar,1437.33,,55.2,16.311183069262228,201.22,1200,
